param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.002,0.,0.001
2,0.,0.,0.,0.002,0.,0.002
3,0.,0.,0.,0.004,0.,0.004
4,0.,0.,0.,0.005,0.,0.005
5,0.,0.,0.,0.007,0.,0.007
6,0.,0.,0.,0.01,0.,0.01
7,0.,0.,0.,0.011,0.,0.011
8,0.,0.,0.,0.014,0.,0.014
9,0.,0.,0.,0.016,0.,0.016
10,0.,0.,0.,0.022,0.,0.022
11,0.,0.,0.,0.021,0.,0.021
12,0.,0.,0.,0.039,0.,0.039
13,0.,0.,0.,0.028,0.,0.028
14,0.,0.,0.,0.031,0.,0.031
15,0.001,0.,0.001,0.049,0.,0.049
16,0.,0.,0.,0.039,0.,0.039
17,0.,0.,0.,0.045,0.,0.045
18,0.,0.,0.,0.068,0.,0.068
19,0.,0.,0.,0.052,0.,0.052
20,0.,0.,0.,0.06,0.,0.06
21,0.001,0.,0.001,0.064,0.,0.064
22,0.001,0.,0.001,0.164,0.,0.164
23,0.001,0.,0.001,0.077,0.,0.077
24,0.001,0.,0.001,0.104,0.,0.104
25,0.001,0.,0.001,0.098,0.,0.098
26,0.001,0.,0.001,0.093,0.,0.093
27,0.016,0.,0.016,0.101,0.,0.101
28,0.001,0.,0.001,0.111,0.,0.111
29,0.094,0.,0.094,0.134,0.003,0.13
30,0.001,0.,0.001,0.13,0.,0.13
31,0.001,0.,0.001,0.161,0.,0.161
32,0.001,0.,0.001,0.15,0.,0.15
33,0.001,0.,0.001,0.177,0.,0.177
34,0.001,0.,0.001,0.281,0.,0.281
35,0.001,0.,0.001,0.202,0.,0.202
36,0.001,0.,0.001,0.2,0.,0.2
37,0.001,0.,0.001,0.238,0.,0.238
38,0.001,0.,0.001,0.282,0.,0.282
39,0.001,0.,0.001,0.245,0.,0.245
40,0.001,0.,0.001,0.243,0.,0.242
41,0.002,0.,0.002,0.277,0.,0.277
42,0.001,0.,0.001,0.299,0.,0.299
43,0.002,0.,0.002,0.298,0.,0.298
44,0.001,0.,0.001,0.314,0.,0.314
45,0.001,0.,0.001,0.33,0.003,0.326
46,0.001,0.,0.001,0.34,0.,0.34
47,0.001,0.,0.001,0.374,0.003,0.37
48,0.001,0.,0.001,0.388,0.003,0.384
49,0.002,0.,0.002,0.407,0.,0.407
50,0.002,0.,0.002,0.432,0.003,0.428
51,0.001,0.,0.001,0.446,0.,0.446
52,0.002,0.,0.002,0.48,0.,0.48
53,0.002,0.,0.002,0.518,0.,0.518
54,0.002,0.,0.002,0.54,0.,0.54
55,0.002,0.,0.002,0.575,0.023,0.551
56,0.002,0.,0.002,0.598,0.,0.598
57,0.002,0.,0.002,0.619,0.,0.619
58,0.002,0.,0.002,0.652,0.,0.652
59,0.002,0.,0.002,0.652,0.,0.652
60,0.002,0.,0.002,0.688,0.,0.688
61,0.002,0.,0.002,0.708,0.,0.708
62,0.002,0.,0.002,0.738,0.,0.738
63,0.002,0.,0.002,0.777,0.,0.777
64,0.002,0.,0.002,0.86,0.,0.86
65,0.003,0.,0.003,0.858,0.,0.858
66,0.002,0.,0.002,0.906,0.,0.906
67,0.002,0.,0.002,0.963,0.003,0.959
68,0.002,0.,0.002,0.984,0.004,0.98
69,0.002,0.,0.002,1.,0.008,0.992
70,0.002,0.,0.002,1.023,0.003,1.018
71,0.002,0.,0.002,1.083,0.,1.083
72,0.003,0.,0.003,1.109,0.003,1.105
73,0.002,0.,0.002,1.17,0.,1.17
74,0.003,0.,0.003,1.202,0.,1.202
75,0.003,0.,0.003,1.273,0.,1.273
76,0.003,0.,0.003,1.32,0.,1.32
77,0.003,0.,0.003,1.378,0.,1.378
78,0.003,0.,0.003,1.403,0.,1.403
79,0.003,0.,0.003,1.453,0.,1.453
80,0.003,0.,0.003,1.517,0.003,1.513
81,0.003,0.,0.003,1.564,0.,1.564
82,0.003,0.,0.003,1.607,0.,1.607
83,0.003,0.,0.003,1.731,0.,1.731
84,0.003,0.,0.003,1.791,0.,1.791
85,0.004,0.,0.004,1.838,0.,1.837
86,0.003,0.,0.003,1.894,0.,1.894
87,0.003,0.,0.003,1.977,0.004,1.972
88,0.003,0.,0.003,2.044,0.003,2.04
89,0.004,0.,0.004,2.151,0.,2.151
90,0.003,0.,0.003,2.177,0.,2.177
91,0.003,0.,0.003,2.252,0.,2.252
92,0.003,0.,0.003,2.286,0.,2.286
93,0.003,0.,0.003,2.376,0.,2.376
94,0.003,0.,0.003,2.451,0.,2.449
95,0.003,0.,0.003,2.611,0.,2.61
96,0.003,0.003,0.,2.649,0.,2.649
97,0.003,0.,0.003,2.656,0.,2.656
98,0.003,0.,0.003,2.796,0.,2.796
99,0.004,0.,0.004,2.931,0.,2.931
100,0.004,0.,0.004,3.,0.,3.
110,0.004,0.,0.004,4.522,0.006,4.515
120,0.004,0.,0.004,5.312,0.003,5.307
130,0.005,0.,0.005,6.848,0.015,6.832
140,0.005,0.,0.005,8.611,0.007,8.602
150,0.006,0.,0.006,10.878,0.004,10.873
160,0.005,0.,0.005,13.685,0.,13.684
170,0.006,0.,0.006,16.741,0.015,16.721
180,0.006,0.,0.006,20.488,0.015,20.469
190,0.007,0.,0.007,24.885,0.012,24.871
200,0.008,0.,0.008,29.182,0.004,29.172
