param-n,abstract-regression-quadratic-real,abstract-regression-quadratic-sys,abstract-regression-quadratic-user,close-abstract-regression-quadratic-real,close-abstract-regression-quadratic-sys,close-abstract-regression-quadratic-user,ssr-rewrite!-regression-quadratic-real,ssr-rewrite!-regression-quadratic-sys,ssr-rewrite!-regression-quadratic-user,ssr-rewrite?-noop-regression-linear-real,ssr-rewrite?-noop-regression-linear-sys,ssr-rewrite?-noop-regression-linear-user
28,0.02,0.,0.02,0.01,0.,0.01,0.009,0.,0.009,0.,0.,0.
29,0.022,0.,0.022,0.012,0.,0.012,0.009,0.,0.009,0.,0.,0.
30,0.022,0.,0.022,0.011,0.,0.011,0.01,0.,0.01,0.,0.,0.
31,0.023,0.,0.023,0.012,0.,0.012,0.01,0.,0.01,0.,0.,0.
32,0.044,0.,0.044,0.014,0.,0.014,0.028,0.,0.028,0.,0.,0.
33,0.028,0.,0.028,0.015,0.,0.015,0.012,0.,0.012,0.,0.,0.
34,0.117,0.,0.117,0.103,0.,0.103,0.012,0.,0.012,0.,0.,0.
35,0.031,0.,0.031,0.017,0.,0.017,0.013,0.,0.013,0.,0.,0.
36,0.033,0.,0.033,0.019,0.,0.019,0.013,0.,0.013,0.,0.,0.
37,0.034,0.,0.034,0.019,0.,0.019,0.014,0.,0.014,0.,0.,0.
38,0.057,0.,0.057,0.041,0.,0.041,0.015,0.,0.015,0.,0.,0.
39,0.038,0.,0.038,0.021,0.,0.021,0.016,0.,0.016,0.,0.,0.
40,0.04,0.,0.04,0.023,0.,0.023,0.016,0.,0.016,0.,0.,0.
41,0.041,0.,0.041,0.023,0.,0.023,0.017,0.,0.017,0.,0.,0.
42,0.042,0.,0.042,0.022,0.,0.022,0.018,0.,0.018,0.,0.,0.
43,0.045,0.,0.045,0.025,0.,0.025,0.019,0.,0.019,0.,0.,0.
44,0.046,0.,0.046,0.025,0.,0.025,0.02,0.,0.02,0.,0.,0.
45,0.061,0.,0.061,0.026,0.,0.026,0.034,0.,0.034,0.,0.,0.
46,0.052,0.,0.052,0.027,0.,0.027,0.024,0.,0.024,0.,0.,0.
47,0.072,0.,0.072,0.048,0.,0.048,0.022,0.,0.022,0.,0.,0.
48,0.153,0.,0.146,0.128,0.,0.122,0.023,0.,0.023,0.,0.,0.
49,0.059,0.,0.059,0.034,0.,0.034,0.024,0.,0.024,0.,0.,0.
50,0.058,0.,0.057,0.032,0.,0.032,0.025,0.,0.025,0.,0.,0.
51,0.065,0.,0.065,0.036,0.,0.036,0.027,0.,0.027,0.,0.,0.
52,0.088,0.,0.088,0.038,0.,0.038,0.049,0.,0.049,0.,0.,0.
53,0.072,0.003,0.068,0.039,0.,0.039,0.032,0.003,0.028,0.,0.,0.
54,0.068,0.,0.068,0.038,0.,0.038,0.029,0.,0.029,0.,0.,0.
55,0.073,0.,0.073,0.039,0.,0.039,0.033,0.,0.033,0.,0.,0.
56,0.089,0.,0.089,0.044,0.,0.044,0.045,0.,0.045,0.,0.,0.
57,0.095,0.,0.095,0.061,0.,0.061,0.033,0.,0.033,0.,0.,0.
58,0.173,0.,0.173,0.138,0.,0.138,0.033,0.,0.033,0.,0.,0.
59,0.089,0.,0.089,0.049,0.,0.049,0.039,0.,0.039,0.,0.,0.
60,0.11,0.,0.11,0.05,0.,0.05,0.059,0.,0.059,0.,0.,0.
61,0.09,0.,0.09,0.05,0.,0.05,0.038,0.,0.038,0.,0.,0.
62,0.092,0.,0.092,0.053,0.,0.053,0.038,0.,0.038,0.,0.,0.
63,0.095,0.,0.095,0.052,0.,0.052,0.041,0.,0.041,0.,0.,0.
64,0.094,0.,0.094,0.053,0.,0.053,0.04,0.,0.04,0.,0.,0.
65,0.099,0.,0.099,0.053,0.,0.053,0.045,0.,0.045,0.,0.,0.
66,0.106,0.,0.106,0.06,0.,0.06,0.045,0.,0.045,0.,0.,0.
67,0.107,0.,0.107,0.059,0.,0.059,0.046,0.,0.046,0.,0.,0.
68,0.107,0.,0.107,0.06,0.,0.06,0.045,0.,0.045,0.,0.,0.
69,0.111,0.,0.111,0.062,0.,0.062,0.048,0.,0.048,0.,0.,0.
70,0.12,0.,0.119,0.064,0.,0.064,0.054,0.,0.054,0.,0.,0.
71,0.117,0.,0.117,0.067,0.,0.067,0.048,0.,0.048,0.,0.,0.
72,0.122,0.,0.122,0.069,0.,0.069,0.052,0.,0.052,0.,0.,0.
73,0.127,0.,0.127,0.071,0.,0.071,0.054,0.,0.054,0.,0.,0.
74,0.129,0.,0.129,0.072,0.,0.072,0.055,0.,0.055,0.,0.,0.
75,0.132,0.,0.132,0.075,0.,0.075,0.055,0.,0.055,0.,0.,0.
76,0.133,0.,0.133,0.075,0.,0.075,0.056,0.,0.056,0.,0.,0.
77,0.139,0.,0.139,0.078,0.,0.078,0.059,0.,0.059,0.,0.,0.
78,0.143,0.,0.143,0.081,0.,0.081,0.06,0.,0.06,0.,0.,0.
79,0.148,0.,0.148,0.084,0.,0.084,0.063,0.,0.063,0.,0.,0.
80,0.152,0.,0.152,0.087,0.,0.087,0.063,0.,0.063,0.,0.,0.
81,0.158,0.003,0.155,0.088,0.,0.088,0.068,0.002,0.066,0.,0.,0.
82,0.167,0.,0.167,0.098,0.,0.098,0.067,0.,0.067,0.,0.,0.
83,0.179,0.,0.179,0.106,0.,0.106,0.072,0.,0.072,0.,0.,0.
84,0.184,0.,0.184,0.108,0.,0.108,0.074,0.,0.074,0.,0.,0.
85,0.183,0.,0.183,0.108,0.,0.108,0.074,0.,0.074,0.,0.,0.
86,0.191,0.,0.191,0.109,0.,0.109,0.081,0.,0.081,0.,0.,0.
87,0.203,0.,0.203,0.119,0.,0.119,0.083,0.,0.083,0.,0.,0.
88,0.2,0.003,0.196,0.118,0.003,0.114,0.08,0.,0.08,0.,0.,0.
89,0.202,0.,0.202,0.117,0.,0.117,0.083,0.,0.083,0.,0.,0.
90,0.215,0.,0.215,0.124,0.,0.124,0.089,0.,0.089,0.,0.,0.
91,0.21,0.,0.21,0.125,0.,0.125,0.083,0.,0.083,0.,0.,0.
92,0.221,0.003,0.217,0.133,0.003,0.129,0.086,0.,0.086,0.,0.,0.
93,0.222,0.,0.222,0.132,0.,0.132,0.088,0.,0.088,0.,0.,0.
94,0.224,0.,0.224,0.133,0.,0.133,0.089,0.,0.089,0.,0.,0.
95,0.214,0.,0.214,0.121,0.,0.121,0.091,0.,0.091,0.,0.,0.
96,0.216,0.,0.216,0.124,0.,0.124,0.09,0.,0.09,0.,0.,0.
97,0.225,0.,0.225,0.129,0.,0.129,0.094,0.,0.094,0.,0.,0.
98,0.229,0.,0.229,0.126,0.,0.126,0.102,0.,0.102,0.,0.,0.
99,0.245,0.,0.245,0.146,0.,0.146,0.097,0.,0.097,0.,0.,0.
100,0.248,0.,0.248,0.142,0.,0.142,0.105,0.,0.105,0.,0.,0.
110,0.293,0.,0.293,0.171,0.,0.171,0.12,0.,0.12,0.,0.,0.
120,0.348,0.003,0.344,0.203,0.,0.203,0.143,0.003,0.139,0.,0.,0.
130,0.412,0.,0.412,0.245,0.,0.245,0.166,0.,0.166,0.,0.,0.
140,0.506,0.,0.506,0.298,0.,0.298,0.206,0.,0.206,0.,0.,0.
150,0.652,0.003,0.648,0.3,0.003,0.296,0.35,0.,0.35,0.,0.,0.
160,0.666,0.,0.666,0.396,0.,0.396,0.268,0.,0.268,0.,0.,0.
170,0.731,0.,0.73,0.424,0.,0.424,0.305,0.,0.304,0.,0.,0.
180,0.781,0.,0.78,0.453,0.,0.453,0.325,0.,0.325,0.,0.,0.
190,0.842,0.003,0.838,0.47,0.,0.47,0.37,0.003,0.366,0.,0.,0.
200,1.191,0.004,1.187,0.663,0.,0.663,0.526,0.004,0.522,0.,0.,0.
210,1.072,0.,1.071,0.629,0.,0.629,0.44,0.,0.44,0.,0.,0.
220,1.231,0.,1.231,0.722,0.,0.722,0.507,0.,0.506,0.,0.,0.
230,1.243,0.011,1.231,0.681,0.004,0.677,0.56,0.007,0.552,0.,0.,0.
240,1.357,0.,1.357,0.772,0.,0.771,0.584,0.,0.583,0.,0.,0.
250,1.573,0.,1.573,0.904,0.,0.904,0.667,0.,0.667,0.,0.,0.
260,1.645,0.,1.645,0.957,0.,0.957,0.686,0.,0.686,0.,0.,0.
270,1.859,0.,1.859,1.078,0.,1.078,0.779,0.,0.778,0.,0.,0.
280,1.83,0.015,1.813,1.024,0.008,1.016,0.804,0.007,0.796,0.,0.,0.
290,2.044,0.003,2.04,1.191,0.,1.191,0.85,0.003,0.846,0.,0.,0.
300,2.087,0.007,2.079,1.158,0.003,1.154,0.927,0.003,0.923,0.,0.,0.
310,2.302,0.,2.302,1.273,0.,1.273,1.027,0.,1.026,0.,0.,0.
320,2.401,0.,2.401,1.359,0.,1.359,1.04,0.,1.04,0.,0.,0.
330,2.746,0.,2.746,1.601,0.,1.601,1.142,0.,1.142,0.,0.,0.
340,2.698,0.,2.698,1.504,0.,1.504,1.191,0.,1.191,0.,0.,0.
350,2.882,0.023,2.858,1.599,0.011,1.587,1.281,0.011,1.269,0.,0.,0.
360,3.181,0.,3.179,1.831,0.,1.83,1.347,0.,1.347,0.,0.,0.
370,3.173,0.,3.173,1.767,0.,1.767,1.403,0.,1.403,0.,0.,0.
380,3.421,0.,3.421,1.866,0.,1.866,1.553,0.,1.552,0.,0.,0.
390,3.988,0.019,3.968,2.415,0.,2.415,1.57,0.019,1.55,0.,0.,0.
400,3.841,0.012,3.829,2.218,0.003,2.214,1.622,0.008,1.614,0.,0.,0.
