param-n,fast-rewrite-regression-cubic-real,fast-rewrite-regression-cubic-sys,fast-rewrite-regression-cubic-user,pose-build-and-refine-regression-cubic-real,pose-build-and-refine-regression-cubic-sys,pose-build-and-refine-regression-cubic-user,refine-regression-quadratic-regression-linear-real,refine-regression-quadratic-regression-linear-sys,refine-regression-quadratic-regression-linear-user
33,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
34,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
35,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
36,0.02,0.,0.02,0.02,0.,0.02,0.,0.,0.
37,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
38,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
39,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
40,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
41,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
42,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
43,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
44,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
45,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
46,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
47,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
48,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
49,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
50,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
51,0.027,0.,0.027,0.027,0.,0.027,0.,0.,0.
52,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
53,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
54,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
55,0.012,0.,0.012,0.012,0.,0.012,0.,0.,0.
56,0.102,0.,0.102,0.102,0.,0.102,0.,0.,0.
57,0.012,0.,0.012,0.012,0.,0.012,0.,0.,0.
58,0.013,0.,0.013,0.013,0.,0.013,0.,0.,0.
59,0.013,0.,0.013,0.013,0.,0.013,0.,0.,0.
60,0.013,0.,0.013,0.013,0.,0.013,0.,0.,0.
61,0.014,0.,0.014,0.014,0.,0.014,0.,0.,0.
62,0.014,0.,0.014,0.014,0.,0.014,0.,0.,0.
63,0.014,0.,0.014,0.014,0.,0.014,0.,0.,0.
64,0.014,0.,0.014,0.014,0.,0.014,0.,0.,0.
65,0.037,0.,0.037,0.037,0.,0.037,0.,0.,0.
66,0.015,0.,0.015,0.015,0.,0.015,0.,0.,0.
67,0.016,0.,0.016,0.016,0.,0.016,0.,0.,0.
68,0.016,0.,0.016,0.016,0.,0.016,0.,0.,0.
69,0.017,0.,0.017,0.017,0.,0.017,0.,0.,0.
70,0.017,0.,0.017,0.017,0.,0.017,0.,0.,0.
71,0.017,0.,0.017,0.017,0.,0.017,0.,0.,0.
72,0.018,0.,0.018,0.018,0.,0.018,0.,0.,0.
73,0.018,0.,0.018,0.018,0.,0.018,0.,0.,0.
74,0.018,0.,0.018,0.018,0.,0.018,0.,0.,0.
75,0.019,0.,0.019,0.019,0.,0.019,0.,0.,0.
76,0.019,0.,0.019,0.019,0.,0.019,0.,0.,0.
77,0.019,0.,0.019,0.019,0.,0.019,0.,0.,0.
78,0.02,0.,0.02,0.02,0.,0.02,0.,0.,0.
79,0.034,0.,0.034,0.034,0.,0.034,0.,0.,0.
80,0.021,0.,0.021,0.021,0.,0.021,0.001,0.,0.001
81,0.021,0.,0.021,0.021,0.,0.021,0.001,0.,0.001
82,0.023,0.,0.023,0.023,0.,0.023,0.,0.,0.
83,0.021,0.,0.021,0.021,0.,0.021,0.001,0.,0.001
84,0.04,0.,0.04,0.04,0.,0.04,0.019,0.,0.019
85,0.023,0.,0.023,0.023,0.,0.023,0.001,0.,0.001
86,0.022,0.,0.022,0.022,0.,0.022,0.001,0.,0.001
87,0.113,0.,0.113,0.113,0.,0.113,0.001,0.,0.001
88,0.023,0.,0.023,0.023,0.,0.023,0.001,0.,0.001
89,0.024,0.,0.024,0.024,0.,0.024,0.001,0.,0.001
90,0.027,0.003,0.023,0.027,0.003,0.023,0.001,0.,0.001
91,0.025,0.,0.025,0.025,0.,0.025,0.001,0.,0.001
92,0.049,0.,0.049,0.049,0.,0.049,0.001,0.,0.001
93,0.026,0.,0.026,0.026,0.,0.026,0.001,0.,0.001
94,0.026,0.,0.026,0.026,0.,0.026,0.001,0.,0.001
95,0.028,0.,0.028,0.028,0.,0.028,0.001,0.,0.001
96,0.027,0.,0.027,0.027,0.,0.027,0.001,0.,0.001
97,0.027,0.001,0.026,0.027,0.001,0.026,0.001,0.001,0.
98,0.028,0.001,0.026,0.028,0.001,0.026,0.001,0.,0.001
99,0.032,0.,0.032,0.032,0.,0.032,0.001,0.,0.001
100,0.029,0.,0.029,0.029,0.,0.029,0.001,0.,0.001
110,0.035,0.,0.035,0.035,0.,0.035,0.001,0.,0.001
120,0.055,0.,0.055,0.054,0.,0.054,0.001,0.,0.001
130,0.159,0.,0.159,0.159,0.,0.159,0.001,0.,0.001
140,0.101,0.,0.101,0.101,0.,0.101,0.001,0.,0.001
150,0.456,0.003,0.452,0.456,0.003,0.452,0.001,0.,0.001
160,0.086,0.,0.086,0.086,0.,0.086,0.001,0.,0.001
170,0.096,0.003,0.092,0.096,0.003,0.092,0.001,0.,0.001
180,0.12,0.003,0.116,0.12,0.003,0.116,0.002,0.,0.002
190,0.144,0.008,0.136,0.144,0.008,0.136,0.002,0.,0.002
200,0.12,0.,0.12,0.12,0.,0.12,0.002,0.,0.002
210,0.166,0.,0.166,0.166,0.,0.166,0.002,0.,0.002
220,0.179,0.,0.179,0.179,0.,0.179,0.002,0.,0.002
230,0.176,0.003,0.172,0.176,0.003,0.172,0.002,0.,0.002
240,0.183,0.004,0.179,0.183,0.004,0.179,0.002,0.,0.002
250,0.194,0.007,0.187,0.194,0.007,0.187,0.002,0.002,0.
260,0.215,0.004,0.211,0.215,0.004,0.211,0.002,0.,0.002
270,0.269,0.003,0.265,0.269,0.003,0.265,0.003,0.,0.003
280,0.29,0.003,0.286,0.29,0.003,0.286,0.003,0.,0.003
290,0.279,0.,0.279,0.279,0.,0.279,0.003,0.,0.003
300,0.313,0.016,0.297,0.313,0.016,0.297,0.003,0.,0.003
310,0.301,0.007,0.293,0.301,0.007,0.293,0.003,0.,0.003
320,0.311,0.,0.311,0.311,0.,0.311,0.003,0.,0.003
330,0.377,0.,0.377,0.377,0.,0.377,0.003,0.,0.003
340,0.395,0.003,0.391,0.395,0.003,0.391,0.003,0.,0.003
350,0.407,0.015,0.391,0.407,0.015,0.391,0.003,0.,0.003
360,0.4,0.003,0.396,0.4,0.003,0.396,0.004,0.,0.004
370,0.418,0.,0.417,0.417,0.,0.417,0.004,0.,0.004
380,0.507,0.,0.507,0.507,0.,0.507,0.004,0.,0.004
390,0.475,0.,0.475,0.475,0.,0.475,0.004,0.,0.004
400,0.461,0.003,0.457,0.46,0.003,0.456,0.004,0.,0.004
410,0.51,0.003,0.503,0.51,0.003,0.503,0.004,0.,0.004
420,0.589,0.,0.589,0.589,0.,0.589,0.004,0.,0.004
430,0.587,0.,0.587,0.587,0.,0.587,0.004,0.,0.004
440,0.576,0.,0.576,0.576,0.,0.576,0.005,0.,0.005
450,0.686,0.,0.685,0.685,0.,0.685,0.005,0.,0.005
460,0.636,0.,0.635,0.636,0.,0.635,0.005,0.,0.005
470,0.693,0.,0.693,0.693,0.,0.693,0.005,0.,0.005
480,0.733,0.,0.733,0.733,0.,0.733,0.005,0.,0.005
490,0.708,0.,0.708,0.708,0.,0.708,0.005,0.,0.005
500,0.831,0.,0.831,0.831,0.,0.831,0.005,0.,0.005
510,0.77,0.011,0.758,0.77,0.011,0.758,0.005,0.,0.005
520,0.861,0.,0.861,0.861,0.,0.861,0.005,0.,0.005
530,0.835,0.,0.835,0.835,0.,0.835,0.006,0.,0.006
540,0.907,0.,0.907,0.907,0.,0.907,0.006,0.,0.006
550,0.92,0.,0.92,0.92,0.,0.92,0.006,0.,0.006
560,0.971,0.,0.971,0.971,0.,0.971,0.006,0.,0.006
570,0.993,0.,0.993,0.993,0.,0.993,0.006,0.,0.006
580,1.047,0.,1.047,1.047,0.,1.047,0.006,0.,0.006
590,1.044,0.,1.044,1.044,0.,1.044,0.006,0.,0.006
600,1.124,0.,1.124,1.124,0.,1.124,0.006,0.,0.006
610,1.089,0.003,1.085,1.089,0.003,1.085,0.006,0.,0.006
620,1.207,0.,1.206,1.207,0.,1.206,0.007,0.,0.007
630,1.203,0.,1.203,1.203,0.,1.203,0.007,0.,0.007
640,1.226,0.,1.226,1.226,0.,1.226,0.007,0.,0.007
650,1.318,0.,1.317,1.317,0.,1.317,0.007,0.,0.007
660,1.507,0.015,1.491,1.507,0.015,1.491,0.007,0.,0.007
670,1.401,0.,1.401,1.401,0.,1.401,0.007,0.,0.007
680,1.406,0.,1.406,1.406,0.,1.406,0.007,0.,0.007
690,1.404,0.,1.404,1.404,0.,1.404,0.007,0.,0.007
700,1.506,0.,1.506,1.506,0.,1.506,0.008,0.,0.008
710,1.56,0.,1.56,1.56,0.,1.56,0.008,0.,0.008
720,1.537,0.,1.537,1.537,0.,1.537,0.008,0.,0.008
730,1.608,0.,1.607,1.608,0.,1.607,0.008,0.,0.008
740,1.689,0.,1.688,1.689,0.,1.688,0.008,0.,0.008
750,1.717,0.,1.717,1.717,0.,1.717,0.008,0.,0.008
760,1.711,0.,1.711,1.711,0.,1.711,0.008,0.,0.008
770,1.802,0.,1.802,1.802,0.,1.802,0.008,0.,0.008
780,1.883,0.003,1.879,1.883,0.003,1.879,0.009,0.,0.009
790,2.118,0.004,2.114,2.118,0.004,2.113,0.009,0.,0.009
800,1.935,0.,1.935,1.935,0.,1.935,0.009,0.,0.009
810,1.989,0.,1.989,1.989,0.,1.989,0.009,0.,0.009
820,1.993,0.,1.993,1.993,0.,1.993,0.009,0.,0.009
830,2.058,0.,2.058,2.058,0.,2.058,0.009,0.,0.009
840,2.143,0.,2.143,2.143,0.,2.143,0.009,0.,0.009
850,2.35,0.,2.349,2.35,0.,2.349,0.009,0.,0.009
860,2.217,0.003,2.213,2.217,0.003,2.213,0.009,0.,0.009
870,2.28,0.,2.278,2.28,0.,2.278,0.01,0.,0.01
880,2.337,0.,2.337,2.337,0.,2.337,0.01,0.,0.01
890,2.395,0.,2.394,2.395,0.,2.394,0.01,0.,0.01
900,2.665,0.,2.664,2.665,0.,2.664,0.01,0.,0.01
910,2.493,0.,2.493,2.493,0.,2.493,0.01,0.,0.01
920,2.582,0.011,2.57,2.582,0.011,2.57,0.01,0.,0.01
930,2.592,0.,2.592,2.592,0.,2.592,0.011,0.,0.011
940,2.626,0.,2.626,2.626,0.,2.626,0.01,0.,0.01
950,2.92,0.,2.92,2.92,0.,2.92,0.011,0.,0.011
960,2.743,0.,2.742,2.743,0.,2.742,0.011,0.,0.011
970,2.812,0.,2.812,2.812,0.,2.812,0.011,0.,0.011
980,2.854,0.,2.854,2.854,0.,2.854,0.011,0.,0.011
990,2.939,0.,2.939,2.939,0.,2.939,0.011,0.,0.011
1000,3.003,0.,3.002,3.003,0.,3.002,0.011,0.,0.011
1100,3.65,0.,3.649,3.65,0.,3.649,0.013,0.,0.013
1200,4.362,0.031,4.33,4.362,0.031,4.33,0.014,0.,0.014
1300,5.078,0.,5.078,5.078,0.,5.078,0.015,0.,0.015
1400,5.889,0.031,5.857,5.889,0.031,5.857,0.015,0.,0.015
1500,7.059,0.004,7.053,7.059,0.004,7.053,0.019,0.,0.019
1600,7.972,0.,7.972,7.972,0.,7.972,0.02,0.,0.02
1700,9.026,0.,9.025,9.026,0.,9.025,0.022,0.,0.022
1800,10.552,0.111,10.439,10.552,0.111,10.439,0.023,0.,0.023
1900,11.025,0.031,10.992,11.025,0.031,10.992,0.024,0.,0.024
2000,13.211,0.071,13.138,13.211,0.071,13.138,0.024,0.,0.024
3000,29.084,0.239,28.838,29.084,0.239,28.838,0.042,0.,0.042
4000,53.937,0.323,53.606,53.937,0.323,53.606,0.055,0.,0.055
5000,86.559,0.591,85.957,86.559,0.591,85.957,0.077,0.,0.077
