param-n,abstract-regression-quadratic-real,abstract-regression-quadratic-sys,abstract-regression-quadratic-user,close-abstract-regression-quadratic-real,close-abstract-regression-quadratic-sys,close-abstract-regression-quadratic-user,ssr-rewrite!-regression-quadratic-real,ssr-rewrite!-regression-quadratic-sys,ssr-rewrite!-regression-quadratic-user,ssr-rewrite?-noop-regression-linear-real,ssr-rewrite?-noop-regression-linear-sys,ssr-rewrite?-noop-regression-linear-user
28,0.008,0.,0.008,0.002,0.,0.002,0.005,0.,0.005,0.,0.,0.
29,0.007,0.,0.007,0.002,0.,0.002,0.004,0.,0.004,0.,0.,0.
30,0.008,0.,0.008,0.003,0.,0.003,0.004,0.,0.004,0.,0.,0.
31,0.008,0.,0.008,0.003,0.,0.003,0.005,0.,0.005,0.,0.,0.
32,0.009,0.,0.009,0.003,0.,0.003,0.005,0.,0.005,0.,0.,0.
33,0.009,0.,0.009,0.003,0.,0.003,0.005,0.,0.005,0.,0.,0.
34,0.01,0.,0.01,0.003,0.,0.003,0.005,0.,0.005,0.,0.,0.
35,0.011,0.,0.011,0.004,0.,0.004,0.006,0.,0.006,0.,0.,0.
36,0.011,0.,0.011,0.004,0.,0.004,0.006,0.,0.006,0.,0.,0.
37,0.011,0.,0.011,0.004,0.,0.004,0.006,0.,0.006,0.,0.,0.
38,0.016,0.,0.016,0.004,0.,0.004,0.011,0.,0.011,0.,0.,0.
39,0.012,0.,0.012,0.005,0.,0.005,0.007,0.,0.007,0.,0.,0.
40,0.014,0.,0.014,0.005,0.,0.005,0.008,0.,0.008,0.,0.,0.
41,0.014,0.,0.014,0.005,0.,0.005,0.008,0.,0.008,0.,0.,0.
42,0.021,0.,0.021,0.013,0.,0.013,0.008,0.,0.008,0.,0.,0.
43,0.015,0.,0.015,0.006,0.,0.006,0.008,0.,0.008,0.,0.,0.
44,0.016,0.,0.016,0.006,0.,0.006,0.009,0.,0.009,0.,0.,0.
45,0.016,0.,0.016,0.006,0.,0.006,0.009,0.,0.009,0.,0.,0.
46,0.018,0.,0.018,0.007,0.,0.007,0.01,0.,0.01,0.,0.,0.
47,0.018,0.,0.018,0.007,0.,0.007,0.01,0.,0.01,0.,0.,0.
48,0.019,0.,0.019,0.007,0.,0.007,0.01,0.,0.01,0.,0.,0.
49,0.02,0.,0.02,0.009,0.,0.009,0.011,0.,0.011,0.,0.,0.
50,0.026,0.015,0.011,0.012,0.008,0.003,0.014,0.006,0.007,0.,0.,0.
51,0.021,0.,0.021,0.008,0.,0.008,0.012,0.,0.012,0.,0.,0.
52,0.049,0.,0.049,0.009,0.,0.009,0.039,0.,0.039,0.,0.,0.
53,0.023,0.,0.023,0.009,0.,0.009,0.013,0.,0.013,0.,0.,0.
54,0.038,0.,0.038,0.024,0.,0.024,0.013,0.,0.013,0.,0.,0.
55,0.025,0.,0.025,0.011,0.,0.011,0.013,0.,0.013,0.,0.,0.
56,0.025,0.,0.025,0.01,0.,0.01,0.013,0.,0.013,0.,0.,0.
57,0.026,0.,0.026,0.011,0.,0.011,0.014,0.,0.014,0.,0.,0.
58,0.027,0.,0.027,0.011,0.,0.011,0.015,0.,0.015,0.,0.,0.
59,0.033,0.,0.033,0.012,0.,0.012,0.021,0.,0.021,0.,0.,0.
60,0.03,0.,0.03,0.012,0.,0.012,0.017,0.,0.017,0.,0.,0.
61,0.038,0.,0.037,0.012,0.,0.012,0.024,0.,0.024,0.,0.,0.
62,0.03,0.,0.03,0.013,0.,0.013,0.017,0.,0.017,0.,0.,0.
63,0.033,0.,0.033,0.013,0.,0.013,0.018,0.,0.018,0.,0.,0.
64,0.092,0.,0.092,0.014,0.,0.014,0.077,0.,0.077,0.,0.,0.
65,0.034,0.,0.033,0.014,0.,0.014,0.019,0.,0.018,0.,0.,0.
66,0.066,0.,0.066,0.016,0.,0.016,0.049,0.,0.049,0.,0.,0.
67,0.051,0.,0.051,0.031,0.,0.031,0.019,0.,0.019,0.,0.,0.
68,0.037,0.,0.037,0.017,0.,0.017,0.019,0.,0.019,0.,0.,0.
69,0.038,0.,0.038,0.016,0.,0.016,0.021,0.,0.021,0.,0.,0.
70,0.039,0.,0.038,0.016,0.,0.016,0.022,0.,0.021,0.,0.,0.
71,0.04,0.,0.04,0.018,0.,0.018,0.021,0.,0.021,0.,0.,0.
72,0.041,0.,0.041,0.018,0.,0.018,0.022,0.,0.022,0.,0.,0.
73,0.044,0.,0.044,0.019,0.,0.019,0.024,0.,0.024,0.,0.,0.
74,0.043,0.,0.043,0.02,0.,0.02,0.022,0.,0.022,0.,0.,0.
75,0.046,0.,0.046,0.021,0.,0.021,0.024,0.,0.024,0.,0.,0.
76,0.046,0.,0.046,0.021,0.,0.021,0.024,0.,0.024,0.,0.,0.
77,0.047,0.,0.047,0.021,0.,0.021,0.026,0.,0.026,0.,0.,0.
78,0.049,0.,0.049,0.022,0.,0.022,0.026,0.,0.026,0.,0.,0.
79,0.051,0.,0.051,0.023,0.,0.023,0.027,0.,0.027,0.,0.,0.
80,0.053,0.,0.053,0.024,0.,0.024,0.027,0.,0.027,0.,0.,0.
81,0.052,0.,0.051,0.024,0.,0.023,0.027,0.,0.027,0.,0.,0.
82,0.053,0.,0.053,0.024,0.,0.024,0.028,0.,0.028,0.,0.,0.
83,0.055,0.,0.054,0.024,0.,0.024,0.03,0.,0.029,0.,0.,0.
84,0.058,0.,0.058,0.025,0.,0.025,0.032,0.,0.032,0.,0.,0.
85,0.059,0.,0.059,0.026,0.,0.026,0.032,0.,0.032,0.,0.,0.
86,0.061,0.,0.061,0.026,0.,0.026,0.034,0.,0.034,0.,0.,0.
87,0.064,0.,0.064,0.027,0.,0.027,0.036,0.,0.036,0.,0.,0.
88,0.063,0.001,0.062,0.028,0.,0.028,0.034,0.,0.033,0.,0.,0.
89,0.066,0.,0.066,0.029,0.,0.029,0.036,0.,0.036,0.,0.,0.
90,0.065,0.,0.065,0.031,0.,0.031,0.033,0.,0.033,0.,0.,0.
91,0.074,0.,0.074,0.031,0.,0.031,0.041,0.,0.041,0.,0.,0.
92,0.071,0.,0.071,0.032,0.,0.032,0.038,0.,0.038,0.,0.,0.
93,0.079,0.,0.078,0.039,0.,0.038,0.039,0.,0.039,0.,0.,0.
94,0.076,0.,0.076,0.036,0.,0.036,0.038,0.,0.038,0.,0.,0.
95,0.075,0.,0.075,0.036,0.,0.036,0.038,0.,0.038,0.,0.,0.
96,0.076,0.,0.076,0.035,0.,0.035,0.04,0.,0.039,0.,0.,0.
97,0.079,0.,0.078,0.036,0.,0.035,0.042,0.,0.042,0.,0.,0.
98,0.094,0.,0.094,0.043,0.,0.043,0.049,0.,0.049,0.,0.,0.
99,0.081,0.,0.081,0.039,0.,0.039,0.041,0.,0.041,0.,0.,0.
100,0.13,0.006,0.124,0.038,0.,0.038,0.091,0.006,0.085,0.,0.,0.
110,0.105,0.,0.105,0.054,0.,0.054,0.049,0.,0.049,0.,0.,0.
120,0.125,0.,0.125,0.063,0.,0.063,0.06,0.,0.06,0.,0.,0.
130,0.154,0.,0.153,0.073,0.,0.072,0.08,0.,0.08,0.,0.,0.
140,0.173,0.,0.173,0.089,0.,0.089,0.082,0.,0.082,0.,0.,0.
150,0.189,0.,0.188,0.096,0.,0.096,0.092,0.,0.091,0.,0.,0.
160,0.216,0.001,0.215,0.106,0.001,0.105,0.108,0.,0.108,0.,0.,0.
170,0.242,0.001,0.241,0.121,0.,0.12,0.119,0.,0.119,0.,0.,0.
180,0.277,0.,0.277,0.136,0.,0.136,0.139,0.,0.139,0.,0.,0.
190,0.308,0.,0.308,0.154,0.,0.154,0.152,0.,0.152,0.,0.,0.
200,0.444,0.001,0.442,0.189,0.,0.188,0.254,0.,0.253,0.,0.,0.
210,0.417,0.,0.416,0.211,0.,0.21,0.193,0.,0.193,0.011,0.,0.011
220,0.449,0.,0.448,0.233,0.,0.232,0.215,0.,0.215,0.,0.,0.
230,0.465,0.002,0.462,0.233,0.,0.232,0.231,0.001,0.229,0.,0.,0.
240,0.516,0.001,0.515,0.265,0.,0.265,0.249,0.,0.248,0.,0.,0.
250,0.699,0.002,0.696,0.354,0.,0.353,0.343,0.,0.342,0.,0.,0.
260,0.616,0.,0.616,0.341,0.,0.341,0.273,0.,0.273,0.,0.,0.
270,0.699,0.,0.699,0.363,0.,0.363,0.335,0.,0.335,0.,0.,0.
280,0.719,0.002,0.716,0.389,0.001,0.387,0.328,0.,0.327,0.,0.,0.
290,0.757,0.,0.757,0.411,0.,0.411,0.344,0.,0.344,0.,0.,0.
300,0.828,0.002,0.826,0.444,0.002,0.442,0.382,0.,0.382,0.,0.,0.
310,0.937,0.,0.937,0.514,0.,0.514,0.421,0.,0.421,0.,0.,0.
320,0.961,0.002,0.958,0.536,0.001,0.534,0.423,0.,0.422,0.,0.,0.
330,1.047,0.,1.047,0.6,0.,0.6,0.445,0.,0.445,0.,0.,0.
340,1.116,0.,1.116,0.609,0.,0.609,0.505,0.,0.505,0.,0.,0.
350,1.116,0.006,1.11,0.637,0.002,0.634,0.477,0.002,0.474,0.,0.,0.
360,1.204,0.,1.204,0.687,0.,0.687,0.515,0.,0.515,0.,0.,0.
370,1.36,0.002,1.357,0.747,0.002,0.744,0.611,0.,0.611,0.,0.,0.
380,1.377,0.,1.377,0.781,0.,0.781,0.594,0.,0.594,0.,0.,0.
390,1.513,0.,1.513,0.845,0.,0.845,0.666,0.,0.666,0.,0.,0.
400,1.57,0.014,1.555,0.891,0.005,0.885,0.677,0.008,0.668,0.,0.,0.
