param-n,abstract+autorewrite-regression-quadratic-real,abstract+autorewrite-regression-quadratic-sys,abstract+autorewrite-regression-quadratic-user,abstract+rewrite!-regression-quadratic-real,abstract+rewrite!-regression-quadratic-sys,abstract+rewrite!-regression-quadratic-user,autorewrite-noop-regression-linear-real,autorewrite-noop-regression-linear-sys,autorewrite-noop-regression-linear-user,autorewrite-regression-quadratic-real,autorewrite-regression-quadratic-sys,autorewrite-regression-quadratic-user,close-abstract+autorewrite-regression-quadratic-real,close-abstract+autorewrite-regression-quadratic-sys,close-abstract+autorewrite-regression-quadratic-user,close-abstract+rewrite!-regression-quadratic-real,close-abstract+rewrite!-regression-quadratic-sys,close-abstract+rewrite!-regression-quadratic-user,rewrite!-regression-quadratic-real,rewrite!-regression-quadratic-sys,rewrite!-regression-quadratic-user,rewrite?-noop-regression-linear-real,rewrite?-noop-regression-linear-sys,rewrite?-noop-regression-linear-user
1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
3,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
4,0.001,0.,0.,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
5,0.001,0.,0.001,0.001,0.001,0.,0.,0.,0.,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
6,0.001,0.,0.001,0.001,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
7,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.,0.,0.
8,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.,0.,0.
9,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.,0.,0.
10,0.002,0.,0.001,0.002,0.,0.002,0.,0.,0.,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.,0.,0.
11,0.003,0.002,0.,0.002,0.,0.002,0.,0.,0.,0.002,0.002,0.,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.,0.,0.
12,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,0.,0.,0.
13,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,0.,0.,0.
14,0.042,0.,0.042,0.042,0.,0.042,0.,0.,0.,0.041,0.,0.041,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,0.038,0.,0.038
15,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,0.,0.,0.
16,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,0.,0.,0.
17,0.004,0.,0.004,0.003,0.,0.003,0.,0.,0.,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,0.,0.,0.
18,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.,0.003,0.,0.003,0.,0.,0.,0.,0.,0.,0.003,0.,0.003,0.,0.,0.
19,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.,0.003,0.,0.003,0.,0.,0.,0.,0.,0.,0.003,0.,0.003,0.,0.,0.
20,0.005,0.,0.005,0.004,0.,0.004,0.,0.,0.,0.003,0.,0.003,0.,0.,0.,0.,0.,0.,0.003,0.,0.003,0.,0.,0.
21,0.017,0.,0.017,0.005,0.,0.005,0.,0.,0.,0.016,0.,0.016,0.001,0.,0.001,0.001,0.,0.001,0.003,0.,0.003,0.,0.,0.
22,0.005,0.,0.005,0.017,0.,0.017,0.,0.,0.,0.004,0.,0.004,0.001,0.,0.001,0.001,0.,0.001,0.016,0.,0.016,0.,0.,0.
23,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.,0.004,0.,0.004,0.001,0.,0.001,0.001,0.,0.001,0.004,0.,0.004,0.,0.,0.
24,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.,0.004,0.,0.004,0.001,0.,0.001,0.001,0.,0.001,0.004,0.,0.004,0.,0.,0.
25,0.007,0.,0.007,0.006,0.,0.006,0.,0.,0.,0.005,0.,0.005,0.001,0.,0.001,0.001,0.,0.001,0.005,0.,0.005,0.,0.,0.
26,0.008,0.,0.008,0.007,0.,0.007,0.,0.,0.,0.006,0.,0.006,0.001,0.,0.001,0.001,0.,0.001,0.005,0.,0.005,0.,0.,0.
27,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.,0.005,0.,0.005,0.001,0.,0.001,0.001,0.,0.001,0.005,0.,0.005,0.,0.,0.
28,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.,0.006,0.,0.006,0.001,0.,0.001,0.001,0.,0.001,0.006,0.,0.006,0.,0.,0.
29,0.009,0.,0.009,0.008,0.,0.008,0.,0.,0.,0.006,0.,0.006,0.001,0.,0.001,0.001,0.,0.001,0.006,0.,0.006,0.,0.,0.
30,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.,0.007,0.,0.007,0.002,0.,0.002,0.001,0.,0.001,0.006,0.,0.006,0.,0.,0.
31,0.01,0.,0.01,0.009,0.,0.009,0.,0.,0.,0.007,0.,0.007,0.002,0.,0.002,0.002,0.,0.002,0.007,0.,0.007,0.,0.,0.
32,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.,0.007,0.,0.007,0.002,0.,0.002,0.002,0.,0.002,0.007,0.,0.007,0.,0.,0.
33,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.,0.008,0.,0.008,0.002,0.,0.002,0.002,0.,0.002,0.008,0.,0.008,0.,0.,0.
34,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.,0.008,0.,0.008,0.002,0.,0.002,0.002,0.,0.002,0.008,0.,0.008,0.,0.,0.
35,0.016,0.,0.016,0.012,0.,0.012,0.,0.,0.,0.009,0.,0.009,0.007,0.,0.007,0.002,0.,0.002,0.008,0.,0.008,0.,0.,0.
36,0.012,0.,0.012,0.017,0.,0.017,0.,0.,0.,0.009,0.,0.009,0.002,0.,0.002,0.002,0.,0.002,0.013,0.,0.013,0.,0.,0.
37,0.013,0.,0.013,0.013,0.,0.013,0.,0.,0.,0.009,0.,0.009,0.002,0.,0.002,0.002,0.,0.002,0.009,0.,0.009,0.,0.,0.
38,0.014,0.,0.014,0.014,0.,0.014,0.,0.,0.,0.01,0.,0.01,0.003,0.,0.003,0.003,0.,0.003,0.01,0.,0.01,0.,0.,0.
39,0.014,0.,0.014,0.014,0.,0.014,0.,0.,0.,0.01,0.,0.01,0.003,0.,0.003,0.003,0.,0.003,0.01,0.,0.01,0.,0.,0.
40,0.022,0.,0.022,0.021,0.,0.021,0.,0.,0.,0.017,0.,0.017,0.003,0.,0.003,0.003,0.,0.003,0.017,0.,0.017,0.,0.,0.
41,0.016,0.,0.016,0.015,0.,0.015,0.,0.,0.,0.011,0.,0.011,0.003,0.,0.003,0.003,0.,0.003,0.011,0.,0.011,0.,0.,0.
42,0.016,0.,0.016,0.016,0.,0.016,0.,0.,0.,0.012,0.,0.012,0.003,0.,0.003,0.003,0.,0.003,0.012,0.,0.012,0.,0.,0.
43,0.017,0.,0.017,0.017,0.,0.017,0.,0.,0.,0.012,0.,0.012,0.003,0.,0.003,0.003,0.,0.003,0.012,0.,0.012,0.,0.,0.
44,0.018,0.,0.018,0.018,0.,0.018,0.,0.,0.,0.013,0.,0.013,0.004,0.,0.004,0.004,0.,0.004,0.013,0.,0.013,0.,0.,0.
45,0.074,0.,0.074,0.073,0.,0.073,0.,0.,0.,0.069,0.,0.069,0.004,0.,0.004,0.059,0.,0.059,0.013,0.,0.013,0.,0.,0.
46,0.019,0.,0.019,0.02,0.,0.02,0.,0.,0.,0.014,0.,0.014,0.004,0.,0.004,0.004,0.,0.004,0.015,0.,0.015,0.,0.,0.
47,0.02,0.,0.02,0.021,0.,0.021,0.,0.,0.,0.015,0.,0.015,0.004,0.,0.004,0.004,0.,0.004,0.015,0.,0.015,0.,0.,0.
48,0.049,0.,0.049,0.048,0.,0.048,0.,0.,0.,0.043,0.,0.043,0.004,0.,0.004,0.032,0.,0.032,0.015,0.,0.015,0.,0.,0.
49,0.022,0.,0.022,0.021,0.,0.021,0.,0.,0.,0.016,0.,0.016,0.005,0.,0.005,0.005,0.,0.005,0.016,0.,0.016,0.,0.,0.
50,0.07,0.003,0.067,0.074,0.,0.074,0.,0.,0.,0.022,0.,0.022,0.047,0.003,0.044,0.051,0.,0.051,0.022,0.,0.021,0.,0.,0.
51,0.023,0.,0.023,0.024,0.,0.024,0.,0.,0.,0.017,0.,0.017,0.005,0.,0.005,0.005,0.,0.005,0.017,0.,0.017,0.,0.,0.
52,0.038,0.,0.038,0.039,0.,0.039,0.,0.,0.,0.032,0.,0.032,0.005,0.,0.005,0.005,0.,0.005,0.032,0.,0.032,0.,0.,0.
53,0.026,0.,0.026,0.026,0.,0.026,0.,0.,0.,0.019,0.,0.019,0.005,0.,0.005,0.005,0.,0.005,0.018,0.,0.018,0.,0.,0.
54,0.026,0.,0.026,0.026,0.,0.026,0.,0.,0.,0.019,0.,0.019,0.006,0.,0.006,0.006,0.,0.006,0.019,0.,0.019,0.,0.,0.
55,0.027,0.,0.027,0.027,0.,0.027,0.,0.,0.,0.019,0.,0.019,0.006,0.,0.006,0.006,0.,0.006,0.02,0.,0.02,0.,0.,0.
56,0.032,0.,0.032,0.028,0.,0.028,0.,0.,0.,0.021,0.,0.021,0.011,0.,0.011,0.006,0.,0.006,0.02,0.,0.02,0.,0.,0.
57,0.029,0.,0.029,0.033,0.,0.033,0.,0.,0.,0.021,0.,0.021,0.007,0.,0.007,0.006,0.,0.006,0.026,0.,0.026,0.,0.,0.
58,0.036,0.,0.036,0.03,0.,0.03,0.,0.,0.,0.022,0.,0.022,0.013,0.,0.013,0.007,0.,0.007,0.022,0.,0.022,0.,0.,0.
59,0.03,0.,0.03,0.037,0.,0.037,0.,0.,0.,0.022,0.,0.022,0.007,0.,0.007,0.007,0.,0.007,0.028,0.,0.028,0.,0.,0.
60,0.032,0.,0.032,0.032,0.,0.032,0.,0.,0.,0.023,0.,0.023,0.008,0.,0.008,0.008,0.,0.008,0.023,0.,0.023,0.,0.,0.
61,0.092,0.,0.092,0.088,0.,0.088,0.,0.,0.,0.024,0.,0.024,0.067,0.,0.067,0.062,0.,0.062,0.024,0.,0.024,0.,0.,0.
62,0.034,0.,0.034,0.035,0.,0.034,0.,0.,0.,0.026,0.,0.026,0.007,0.,0.007,0.008,0.,0.008,0.025,0.,0.025,0.,0.,0.
63,0.064,0.,0.064,0.063,0.,0.063,0.,0.,0.,0.055,0.,0.055,0.008,0.,0.008,0.008,0.,0.008,0.053,0.,0.053,0.,0.,0.
64,0.036,0.,0.036,0.037,0.,0.037,0.,0.,0.,0.026,0.,0.026,0.008,0.,0.008,0.008,0.,0.008,0.027,0.,0.027,0.,0.,0.
65,0.051,0.,0.051,0.05,0.,0.05,0.,0.,0.,0.041,0.,0.041,0.008,0.,0.008,0.008,0.,0.008,0.041,0.,0.041,0.,0.,0.
66,0.037,0.,0.037,0.038,0.,0.038,0.,0.,0.,0.027,0.,0.027,0.009,0.,0.009,0.009,0.,0.009,0.028,0.,0.028,0.,0.,0.
67,0.04,0.,0.04,0.04,0.,0.04,0.,0.,0.,0.03,0.,0.03,0.009,0.,0.009,0.009,0.,0.009,0.03,0.,0.03,0.,0.,0.
68,0.04,0.,0.04,0.041,0.,0.041,0.,0.,0.,0.03,0.,0.03,0.009,0.,0.009,0.009,0.,0.009,0.03,0.,0.03,0.,0.,0.
69,0.041,0.,0.041,0.042,0.,0.042,0.,0.,0.,0.03,0.,0.03,0.01,0.,0.01,0.01,0.,0.01,0.031,0.,0.031,0.,0.,0.
70,0.043,0.,0.043,0.044,0.,0.044,0.,0.,0.,0.032,0.,0.032,0.01,0.,0.01,0.01,0.,0.01,0.032,0.,0.032,0.,0.,0.
71,0.044,0.,0.044,0.045,0.,0.045,0.,0.,0.,0.032,0.,0.032,0.011,0.,0.011,0.011,0.,0.011,0.032,0.,0.032,0.,0.,0.
72,0.045,0.,0.045,0.045,0.,0.045,0.,0.,0.,0.033,0.,0.033,0.01,0.,0.01,0.01,0.,0.01,0.033,0.,0.033,0.,0.,0.
73,0.046,0.,0.046,0.047,0.,0.047,0.,0.,0.,0.034,0.,0.034,0.011,0.,0.011,0.011,0.,0.011,0.034,0.,0.034,0.,0.,0.
74,0.048,0.,0.048,0.049,0.,0.049,0.,0.,0.,0.035,0.,0.035,0.011,0.,0.011,0.011,0.,0.011,0.036,0.,0.036,0.,0.,0.
75,0.05,0.,0.05,0.05,0.,0.05,0.,0.,0.,0.037,0.,0.037,0.011,0.,0.011,0.011,0.,0.011,0.037,0.,0.037,0.,0.,0.
76,0.052,0.,0.052,0.052,0.,0.052,0.,0.,0.,0.038,0.,0.038,0.012,0.,0.012,0.012,0.,0.012,0.038,0.,0.038,0.,0.,0.
77,0.051,0.,0.051,0.053,0.,0.053,0.,0.,0.,0.037,0.,0.037,0.012,0.,0.012,0.013,0.,0.013,0.038,0.,0.038,0.,0.,0.
78,0.053,0.,0.053,0.053,0.,0.053,0.,0.,0.,0.039,0.,0.039,0.012,0.,0.012,0.012,0.,0.012,0.039,0.,0.039,0.,0.,0.
79,0.054,0.,0.053,0.06,0.,0.06,0.,0.,0.,0.039,0.,0.039,0.012,0.,0.012,0.018,0.,0.018,0.04,0.,0.04,0.,0.,0.
80,0.055,0.,0.055,0.073,0.,0.073,0.,0.,0.,0.04,0.,0.04,0.013,0.,0.013,0.014,0.,0.014,0.057,0.,0.057,0.,0.,0.
81,0.057,0.,0.057,0.059,0.,0.059,0.,0.,0.,0.042,0.,0.042,0.014,0.,0.014,0.013,0.,0.013,0.044,0.,0.044,0.,0.,0.
82,0.059,0.,0.059,0.058,0.,0.058,0.,0.,0.,0.043,0.,0.043,0.014,0.,0.014,0.014,0.,0.014,0.043,0.,0.043,0.,0.,0.
83,0.06,0.,0.06,0.06,0.,0.06,0.,0.,0.,0.044,0.,0.044,0.014,0.,0.014,0.014,0.,0.014,0.044,0.,0.044,0.,0.,0.
84,0.061,0.,0.061,0.061,0.,0.061,0.,0.,0.,0.044,0.,0.044,0.014,0.,0.014,0.014,0.,0.014,0.045,0.,0.045,0.,0.,0.
85,0.062,0.,0.062,0.062,0.,0.062,0.,0.,0.,0.045,0.,0.045,0.015,0.,0.015,0.015,0.,0.015,0.045,0.,0.045,0.,0.,0.
86,0.064,0.,0.063,0.064,0.,0.064,0.,0.,0.,0.046,0.,0.046,0.015,0.,0.015,0.016,0.,0.016,0.046,0.,0.046,0.,0.,0.
87,0.064,0.,0.064,0.065,0.,0.065,0.,0.,0.,0.047,0.,0.047,0.015,0.,0.015,0.016,0.,0.016,0.047,0.,0.047,0.,0.,0.
88,0.066,0.,0.066,0.068,0.,0.068,0.,0.,0.,0.048,0.,0.048,0.016,0.,0.016,0.015,0.,0.015,0.048,0.,0.048,0.003,0.,0.003
89,0.068,0.,0.068,0.07,0.,0.07,0.,0.,0.,0.049,0.,0.049,0.017,0.,0.017,0.017,0.,0.017,0.052,0.,0.052,0.,0.,0.
90,0.071,0.,0.071,0.071,0.,0.071,0.,0.,0.,0.052,0.,0.052,0.016,0.,0.016,0.017,0.,0.017,0.052,0.,0.052,0.,0.,0.
91,0.072,0.,0.072,0.073,0.,0.073,0.,0.,0.,0.053,0.,0.053,0.017,0.,0.017,0.018,0.,0.018,0.053,0.,0.053,0.,0.,0.
92,0.073,0.,0.073,0.073,0.,0.073,0.,0.,0.,0.053,0.,0.053,0.018,0.,0.018,0.018,0.,0.018,0.053,0.,0.053,0.,0.,0.
93,0.075,0.,0.075,0.076,0.,0.076,0.,0.,0.,0.055,0.,0.055,0.019,0.,0.019,0.017,0.,0.017,0.057,0.,0.057,0.,0.,0.
94,0.077,0.,0.077,0.078,0.,0.078,0.,0.,0.,0.057,0.,0.057,0.018,0.,0.018,0.019,0.,0.019,0.057,0.,0.057,0.,0.,0.
95,0.08,0.,0.08,0.079,0.,0.079,0.,0.,0.,0.058,0.,0.058,0.02,0.,0.02,0.02,0.,0.02,0.057,0.,0.057,0.,0.,0.
96,0.087,0.,0.087,0.083,0.003,0.079,0.,0.,0.,0.058,0.,0.058,0.027,0.,0.027,0.02,0.,0.02,0.061,0.003,0.057,0.,0.,0.
97,0.083,0.,0.083,0.083,0.,0.083,0.,0.,0.,0.062,0.,0.062,0.019,0.,0.019,0.019,0.,0.019,0.062,0.,0.062,0.,0.,0.
98,0.083,0.,0.083,0.095,0.,0.095,0.,0.,0.,0.06,0.,0.06,0.021,0.,0.021,0.023,0.,0.023,0.07,0.,0.07,0.,0.,0.
99,0.09,0.,0.09,0.086,0.,0.086,0.,0.,0.,0.064,0.,0.064,0.023,0.,0.023,0.021,0.,0.021,0.063,0.,0.063,0.,0.,0.
100,0.099,0.,0.099,0.1,0.,0.1,0.,0.,0.,0.077,0.,0.077,0.02,0.,0.02,0.021,0.,0.021,0.078,0.,0.078,0.,0.,0.
