param-n,abstract+autorewrite-regression-quadratic-real,abstract+autorewrite-regression-quadratic-sys,abstract+autorewrite-regression-quadratic-user,abstract+rewrite!-regression-quadratic-real,abstract+rewrite!-regression-quadratic-sys,abstract+rewrite!-regression-quadratic-user,autorewrite-noop-regression-linear-real,autorewrite-noop-regression-linear-sys,autorewrite-noop-regression-linear-user,autorewrite-regression-quadratic-real,autorewrite-regression-quadratic-sys,autorewrite-regression-quadratic-user,close-abstract+autorewrite-regression-quadratic-real,close-abstract+autorewrite-regression-quadratic-sys,close-abstract+autorewrite-regression-quadratic-user,close-abstract+rewrite!-regression-quadratic-real,close-abstract+rewrite!-regression-quadratic-sys,close-abstract+rewrite!-regression-quadratic-user,rewrite!-regression-quadratic-real,rewrite!-regression-quadratic-sys,rewrite!-regression-quadratic-user,rewrite?-noop-regression-linear-real,rewrite?-noop-regression-linear-sys,rewrite?-noop-regression-linear-user
1,0.001,0.,0.,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
2,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
3,0.002,0.,0.002,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
4,0.002,0.,0.001,0.002,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.,0.,0.
5,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.,0.,0.
6,0.004,0.,0.004,0.002,0.,0.002,0.,0.,0.,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.,0.,0.
7,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,0.,0.,0.
8,0.004,0.,0.004,0.003,0.,0.003,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.,0.,0.
9,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.001,0.,0.001,0.002,0.,0.002,0.,0.,0.
10,0.006,0.,0.006,0.005,0.,0.005,0.,0.,0.,0.004,0.,0.004,0.001,0.,0.001,0.001,0.,0.001,0.003,0.,0.003,0.,0.,0.
11,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.002,0.,0.002,0.003,0.,0.003,0.,0.,0.
12,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.,0.004,0.,0.004,0.001,0.,0.001,0.002,0.,0.002,0.004,0.,0.004,0.,0.,0.
13,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.,0.004,0.,0.004,0.002,0.,0.002,0.002,0.,0.002,0.004,0.,0.004,0.,0.,0.
14,0.009,0.,0.009,0.008,0.,0.008,0.,0.,0.,0.006,0.,0.006,0.002,0.,0.002,0.002,0.,0.002,0.005,0.,0.005,0.,0.,0.
15,0.009,0.,0.009,0.008,0.,0.008,0.,0.,0.,0.006,0.,0.006,0.002,0.,0.002,0.002,0.,0.002,0.005,0.,0.005,0.,0.,0.
16,0.011,0.,0.011,0.009,0.,0.009,0.,0.,0.,0.006,0.,0.006,0.003,0.,0.003,0.003,0.,0.003,0.005,0.,0.005,0.,0.,0.
17,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.003,0.,0.003,0.006,0.,0.006,0.,0.,0.
18,0.012,0.,0.012,0.011,0.,0.011,0.,0.,0.,0.007,0.,0.007,0.004,0.,0.004,0.003,0.,0.003,0.006,0.,0.006,0.,0.,0.
19,0.015,0.,0.015,0.012,0.,0.012,0.,0.,0.,0.009,0.,0.009,0.004,0.,0.004,0.004,0.,0.004,0.007,0.,0.007,0.,0.,0.
20,0.024,0.,0.024,0.015,0.,0.015,0.,0.,0.,0.008,0.,0.008,0.014,0.,0.014,0.004,0.,0.004,0.01,0.,0.01,0.,0.,0.
21,0.015,0.,0.015,0.027,0.,0.027,0.,0.,0.,0.009,0.,0.009,0.005,0.,0.005,0.005,0.,0.005,0.02,0.,0.02,0.,0.,0.
22,0.016,0.,0.016,0.016,0.,0.016,0.,0.,0.,0.01,0.,0.01,0.005,0.,0.005,0.005,0.,0.005,0.01,0.,0.01,0.,0.,0.
23,0.018,0.,0.018,0.017,0.,0.017,0.,0.,0.,0.011,0.,0.011,0.006,0.,0.006,0.005,0.,0.005,0.011,0.,0.011,0.,0.,0.
24,0.023,0.,0.023,0.019,0.,0.019,0.,0.,0.,0.012,0.,0.012,0.01,0.,0.01,0.006,0.,0.006,0.011,0.,0.011,0.,0.,0.
25,0.02,0.,0.02,0.033,0.,0.033,0.,0.,0.,0.012,0.,0.012,0.006,0.,0.006,0.007,0.,0.007,0.024,0.,0.024,0.,0.,0.
26,0.022,0.,0.022,0.021,0.,0.021,0.,0.,0.,0.013,0.,0.013,0.007,0.,0.007,0.007,0.,0.007,0.013,0.,0.013,0.,0.,0.
27,0.023,0.,0.023,0.022,0.,0.022,0.,0.,0.,0.014,0.,0.014,0.008,0.,0.008,0.008,0.,0.008,0.013,0.,0.013,0.,0.,0.
28,0.025,0.,0.025,0.025,0.,0.025,0.,0.,0.,0.015,0.,0.015,0.009,0.,0.009,0.01,0.,0.01,0.013,0.,0.013,0.,0.,0.
29,0.026,0.,0.026,0.025,0.,0.025,0.,0.,0.,0.015,0.,0.015,0.01,0.,0.01,0.008,0.,0.008,0.015,0.,0.015,0.,0.,0.
30,0.028,0.,0.028,0.027,0.,0.027,0.,0.,0.,0.016,0.,0.016,0.01,0.,0.01,0.01,0.,0.01,0.016,0.,0.016,0.,0.,0.
31,0.049,0.,0.049,0.056,0.,0.056,0.,0.,0.,0.036,0.,0.036,0.012,0.,0.012,0.011,0.,0.011,0.044,0.,0.044,0.,0.,0.
32,0.033,0.,0.033,0.032,0.,0.032,0.,0.,0.,0.019,0.,0.019,0.012,0.,0.012,0.013,0.,0.013,0.017,0.,0.017,0.,0.,0.
33,0.134,0.,0.134,0.135,0.,0.135,0.,0.,0.,0.12,0.,0.12,0.013,0.,0.013,0.113,0.,0.113,0.021,0.,0.021,0.,0.,0.
34,0.037,0.,0.037,0.033,0.,0.033,0.,0.,0.,0.021,0.,0.021,0.014,0.,0.014,0.012,0.,0.012,0.019,0.,0.019,0.,0.,0.
35,0.041,0.,0.041,0.037,0.,0.037,0.,0.,0.,0.022,0.,0.022,0.017,0.,0.017,0.015,0.,0.015,0.02,0.,0.02,0.,0.,0.
36,0.039,0.,0.039,0.037,0.,0.037,0.,0.,0.,0.022,0.,0.022,0.015,0.,0.015,0.015,0.,0.015,0.021,0.,0.021,0.,0.,0.
37,0.063,0.,0.063,0.064,0.,0.064,0.,0.,0.,0.046,0.,0.046,0.015,0.,0.015,0.039,0.,0.039,0.023,0.,0.023,0.,0.,0.
38,0.046,0.,0.046,0.041,0.003,0.038,0.,0.,0.,0.024,0.,0.024,0.02,0.,0.02,0.015,0.002,0.013,0.024,0.,0.024,0.,0.,0.
39,0.047,0.,0.047,0.045,0.,0.044,0.,0.,0.,0.028,0.,0.028,0.017,0.,0.017,0.016,0.,0.016,0.026,0.,0.026,0.,0.,0.
40,0.047,0.,0.047,0.045,0.,0.045,0.,0.,0.,0.028,0.,0.028,0.018,0.,0.018,0.018,0.,0.018,0.026,0.,0.026,0.,0.,0.
41,0.047,0.,0.047,0.047,0.,0.047,0.,0.,0.,0.027,0.,0.027,0.018,0.,0.018,0.019,0.,0.019,0.026,0.,0.026,0.,0.,0.
42,0.051,0.,0.051,0.05,0.,0.05,0.,0.,0.,0.031,0.,0.031,0.019,0.,0.019,0.02,0.,0.02,0.028,0.,0.028,0.,0.,0.
43,0.069,0.003,0.065,0.051,0.,0.051,0.,0.,0.,0.031,0.003,0.027,0.036,0.,0.036,0.019,0.,0.019,0.029,0.,0.029,0.001,0.,0.001
44,0.054,0.,0.054,0.068,0.,0.068,0.,0.,0.,0.032,0.,0.032,0.021,0.,0.021,0.02,0.,0.02,0.046,0.,0.046,0.,0.,0.
45,0.059,0.,0.059,0.055,0.,0.055,0.,0.,0.,0.035,0.,0.035,0.022,0.,0.022,0.02,0.,0.02,0.033,0.,0.033,0.,0.,0.
46,0.078,0.,0.078,0.079,0.003,0.075,0.,0.,0.,0.053,0.,0.053,0.023,0.,0.023,0.044,0.003,0.041,0.033,0.,0.033,0.001,0.,0.001
47,0.159,0.,0.159,0.157,0.,0.157,0.001,0.,0.001,0.131,0.,0.131,0.025,0.,0.025,0.122,0.,0.122,0.033,0.,0.033,0.,0.,0.
48,0.067,0.,0.067,0.063,0.,0.063,0.,0.,0.,0.039,0.,0.039,0.026,0.,0.026,0.025,0.,0.025,0.036,0.,0.036,0.,0.,0.
49,0.093,0.,0.093,0.065,0.,0.065,0.,0.,0.,0.038,0.,0.038,0.053,0.,0.053,0.026,0.,0.026,0.037,0.,0.037,0.,0.,0.
50,0.062,0.,0.061,0.07,0.,0.069,0.,0.,0.,0.036,0.,0.035,0.025,0.,0.024,0.03,0.,0.03,0.038,0.,0.038,0.,0.,0.
51,0.074,0.,0.074,0.094,0.,0.094,0.,0.,0.,0.041,0.,0.041,0.031,0.,0.031,0.031,0.,0.031,0.06,0.,0.06,0.,0.,0.
52,0.071,0.,0.071,0.077,0.,0.077,0.,0.,0.,0.041,0.,0.041,0.028,0.,0.028,0.029,0.,0.029,0.045,0.,0.045,0.,0.,0.
53,0.075,0.,0.075,0.075,0.,0.075,0.,0.,0.,0.042,0.,0.042,0.031,0.,0.031,0.03,0.,0.03,0.043,0.,0.043,0.,0.,0.
54,0.096,0.,0.096,0.092,0.,0.092,0.,0.,0.,0.064,0.,0.064,0.03,0.,0.03,0.044,0.,0.044,0.045,0.,0.045,0.001,0.,0.001
55,0.085,0.003,0.081,0.08,0.,0.08,0.,0.,0.,0.05,0.003,0.046,0.032,0.,0.032,0.034,0.,0.034,0.044,0.,0.044,0.,0.,0.
56,0.106,0.,0.106,0.105,0.,0.105,0.,0.,0.,0.068,0.,0.068,0.036,0.,0.036,0.055,0.,0.055,0.048,0.,0.048,0.,0.,0.
57,0.184,0.,0.184,0.193,0.,0.193,0.,0.,0.,0.145,0.,0.145,0.037,0.,0.037,0.037,0.,0.037,0.153,0.,0.153,0.001,0.,0.001
58,0.116,0.,0.116,0.095,0.,0.095,0.001,0.,0.001,0.052,0.,0.052,0.062,0.,0.062,0.038,0.,0.038,0.054,0.,0.054,0.,0.,0.
59,0.098,0.003,0.094,0.116,0.,0.116,0.001,0.,0.001,0.057,0.003,0.053,0.039,0.,0.039,0.039,0.,0.039,0.075,0.,0.075,0.,0.,0.
60,0.093,0.,0.093,0.095,0.,0.095,0.,0.,0.,0.053,0.,0.053,0.038,0.,0.038,0.039,0.,0.039,0.053,0.,0.053,0.001,0.,0.001
61,0.1,0.,0.1,0.098,0.,0.098,0.,0.,0.,0.061,0.,0.061,0.037,0.,0.037,0.039,0.,0.039,0.057,0.,0.057,0.001,0.,0.001
62,0.11,0.,0.11,0.103,0.,0.103,0.,0.,0.,0.063,0.,0.063,0.045,0.,0.045,0.041,0.,0.041,0.059,0.,0.059,0.001,0.,0.001
63,0.109,0.,0.109,0.098,0.,0.098,0.001,0.,0.001,0.064,0.,0.064,0.042,0.,0.042,0.039,0.,0.039,0.057,0.,0.057,0.,0.,0.
64,0.109,0.,0.109,0.106,0.003,0.102,0.001,0.,0.001,0.063,0.,0.063,0.043,0.,0.043,0.041,0.,0.041,0.063,0.003,0.059,0.,0.,0.
65,0.125,0.,0.125,0.111,0.,0.111,0.002,0.,0.002,0.074,0.,0.074,0.047,0.,0.047,0.044,0.,0.044,0.065,0.,0.065,0.,0.,0.
66,0.119,0.,0.119,0.113,0.,0.113,0.001,0.,0.001,0.069,0.,0.069,0.047,0.,0.047,0.047,0.,0.047,0.065,0.,0.065,0.,0.,0.
67,0.127,0.,0.127,0.116,0.,0.116,0.001,0.,0.001,0.07,0.,0.07,0.054,0.,0.054,0.047,0.,0.047,0.067,0.,0.066,0.001,0.,0.001
68,0.128,0.,0.128,0.122,0.,0.122,0.001,0.,0.001,0.073,0.,0.073,0.052,0.,0.052,0.049,0.,0.049,0.07,0.,0.07,0.001,0.,0.001
69,0.132,0.,0.132,0.121,0.,0.121,0.001,0.,0.001,0.073,0.,0.073,0.057,0.,0.057,0.049,0.,0.049,0.07,0.,0.07,0.001,0.,0.001
70,0.129,0.,0.129,0.119,0.,0.119,0.001,0.,0.001,0.074,0.,0.074,0.052,0.,0.052,0.048,0.,0.048,0.068,0.,0.068,0.001,0.,0.001
71,0.135,0.,0.135,0.133,0.,0.133,0.001,0.,0.001,0.078,0.,0.078,0.054,0.,0.054,0.051,0.,0.051,0.079,0.,0.079,0.001,0.,0.001
72,0.149,0.,0.149,0.13,0.,0.13,0.001,0.,0.001,0.081,0.,0.081,0.065,0.,0.065,0.05,0.,0.05,0.078,0.,0.078,0.,0.,0.
73,0.166,0.,0.165,0.133,0.,0.133,0.002,0.,0.002,0.094,0.,0.094,0.067,0.,0.067,0.05,0.,0.05,0.08,0.,0.08,0.001,0.,0.001
74,0.145,0.,0.145,0.142,0.,0.142,0.001,0.,0.001,0.085,0.,0.085,0.057,0.,0.057,0.058,0.,0.058,0.082,0.,0.082,0.001,0.,0.001
75,0.144,0.,0.144,0.148,0.,0.147,0.001,0.,0.001,0.082,0.,0.082,0.06,0.,0.06,0.055,0.,0.055,0.09,0.,0.09,0.001,0.,0.001
76,0.164,0.,0.164,0.151,0.,0.151,0.001,0.,0.001,0.1,0.,0.1,0.061,0.,0.061,0.058,0.,0.058,0.09,0.,0.09,0.001,0.,0.001
77,0.161,0.,0.161,0.161,0.,0.161,0.001,0.,0.001,0.092,0.,0.092,0.066,0.,0.066,0.067,0.,0.067,0.091,0.,0.091,0.001,0.,0.001
78,0.158,0.,0.158,0.166,0.,0.166,0.001,0.,0.001,0.09,0.,0.09,0.065,0.,0.065,0.064,0.,0.064,0.099,0.,0.099,0.001,0.,0.001
79,0.175,0.,0.175,0.176,0.,0.176,0.001,0.,0.001,0.094,0.,0.094,0.078,0.,0.078,0.068,0.,0.068,0.106,0.,0.106,0.001,0.,0.001
80,0.168,0.,0.168,0.166,0.,0.166,0.001,0.,0.001,0.098,0.,0.098,0.067,0.,0.067,0.064,0.,0.064,0.099,0.,0.099,0.001,0.,0.001
81,0.166,0.,0.166,0.16,0.,0.16,0.001,0.,0.001,0.096,0.,0.096,0.068,0.,0.068,0.064,0.,0.064,0.093,0.,0.093,0.001,0.,0.001
82,0.172,0.003,0.168,0.163,0.,0.163,0.001,0.,0.001,0.101,0.003,0.097,0.068,0.,0.068,0.067,0.,0.067,0.093,0.,0.093,0.001,0.,0.001
83,0.175,0.,0.175,0.179,0.,0.179,0.001,0.,0.001,0.101,0.,0.101,0.071,0.,0.071,0.073,0.,0.073,0.103,0.,0.103,0.001,0.,0.001
84,0.175,0.,0.174,0.177,0.,0.177,0.001,0.,0.001,0.099,0.,0.099,0.072,0.,0.072,0.07,0.,0.07,0.104,0.,0.104,0.001,0.,0.001
85,0.178,0.,0.178,0.181,0.,0.181,0.001,0.,0.001,0.102,0.,0.102,0.074,0.,0.074,0.074,0.,0.074,0.105,0.,0.105,0.001,0.,0.001
86,0.194,0.,0.194,0.182,0.,0.182,0.001,0.,0.001,0.112,0.,0.112,0.078,0.,0.078,0.072,0.,0.072,0.107,0.,0.107,0.001,0.,0.001
87,0.189,0.,0.189,0.198,0.003,0.194,0.001,0.,0.001,0.112,0.,0.112,0.075,0.,0.075,0.086,0.003,0.082,0.11,0.,0.11,0.001,0.,0.001
88,0.189,0.003,0.185,0.214,0.,0.214,0.001,0.,0.001,0.112,0.003,0.109,0.074,0.,0.074,0.089,0.,0.089,0.122,0.,0.122,0.001,0.,0.001
89,0.209,0.,0.209,0.214,0.,0.214,0.001,0.,0.001,0.117,0.,0.117,0.088,0.,0.088,0.088,0.,0.088,0.123,0.,0.123,0.001,0.,0.001
90,0.218,0.004,0.214,0.219,0.003,0.215,0.001,0.,0.001,0.123,0.003,0.119,0.091,0.,0.091,0.092,0.,0.092,0.124,0.003,0.12,0.001,0.,0.001
91,0.216,0.,0.216,0.212,0.,0.212,0.001,0.,0.001,0.119,0.,0.119,0.093,0.,0.093,0.089,0.,0.089,0.12,0.,0.12,0.001,0.,0.001
92,0.236,0.,0.236,0.217,0.,0.217,0.001,0.,0.001,0.13,0.,0.13,0.102,0.,0.102,0.093,0.,0.093,0.121,0.,0.121,0.001,0.,0.001
93,0.233,0.,0.233,0.226,0.,0.226,0.001,0.,0.001,0.129,0.,0.129,0.101,0.,0.101,0.095,0.,0.095,0.128,0.,0.128,0.001,0.,0.001
94,0.244,0.,0.244,0.234,0.,0.234,0.001,0.,0.001,0.133,0.,0.133,0.107,0.,0.107,0.105,0.,0.105,0.126,0.,0.126,0.001,0.,0.001
95,0.251,0.003,0.247,0.229,0.,0.229,0.001,0.,0.001,0.139,0.003,0.135,0.109,0.,0.109,0.096,0.,0.096,0.13,0.,0.13,0.001,0.,0.001
96,0.25,0.,0.25,0.246,0.,0.246,0.002,0.,0.002,0.14,0.,0.14,0.105,0.,0.105,0.101,0.,0.101,0.134,0.,0.134,0.008,0.,0.008
97,0.263,0.,0.263,0.243,0.,0.243,0.001,0.,0.001,0.145,0.,0.145,0.114,0.,0.114,0.106,0.,0.106,0.134,0.,0.134,0.001,0.,0.001
98,0.265,0.,0.265,0.261,0.,0.261,0.001,0.,0.001,0.147,0.,0.147,0.115,0.,0.115,0.108,0.,0.108,0.15,0.,0.15,0.001,0.,0.001
99,0.268,0.,0.268,0.26,0.003,0.256,0.001,0.,0.001,0.148,0.,0.148,0.117,0.,0.117,0.102,0.,0.102,0.155,0.003,0.151,0.001,0.,0.001
100,0.257,0.,0.257,0.276,0.007,0.267,0.001,0.,0.001,0.156,0.,0.156,0.098,0.,0.098,0.104,0.,0.104,0.168,0.007,0.161,0.001,0.,0.001
110,0.336,0.,0.336,0.305,0.,0.305,0.001,0.,0.001,0.188,0.,0.188,0.144,0.,0.144,0.127,0.,0.127,0.174,0.,0.174,0.002,0.,0.002
120,0.393,0.,0.393,0.367,0.,0.367,0.001,0.,0.001,0.227,0.,0.227,0.162,0.,0.162,0.153,0.,0.153,0.209,0.,0.209,0.001,0.,0.001
130,0.447,0.,0.447,0.418,0.003,0.414,0.001,0.,0.001,0.255,0.,0.255,0.188,0.,0.188,0.166,0.,0.166,0.244,0.003,0.24,0.005,0.,0.005
140,0.51,0.007,0.502,0.501,0.007,0.493,0.002,0.,0.002,0.294,0.003,0.29,0.212,0.003,0.208,0.198,0.003,0.194,0.296,0.003,0.292,0.003,0.,0.003
150,0.679,0.,0.679,0.72,0.007,0.712,0.002,0.,0.002,0.444,0.,0.444,0.232,0.,0.232,0.242,0.003,0.238,0.474,0.003,0.47,0.002,0.,0.002
160,0.684,0.,0.683,0.641,0.,0.641,0.002,0.,0.002,0.403,0.,0.403,0.276,0.,0.276,0.268,0.,0.268,0.369,0.,0.369,0.002,0.,0.002
170,0.738,0.,0.738,0.707,0.007,0.699,0.002,0.,0.002,0.439,0.,0.439,0.294,0.,0.294,0.285,0.003,0.281,0.417,0.003,0.413,0.003,0.,0.003
180,0.831,0.,0.831,0.798,0.,0.797,0.003,0.,0.003,0.483,0.,0.483,0.342,0.,0.342,0.323,0.,0.323,0.469,0.,0.469,0.003,0.,0.003
190,1.015,0.007,1.007,0.954,0.002,0.951,0.003,0.,0.003,0.561,0.007,0.553,0.449,0.,0.449,0.399,0.,0.399,0.548,0.001,0.547,0.003,0.,0.003
200,1.291,0.,1.291,1.36,0.004,1.355,0.003,0.,0.003,0.746,0.,0.746,0.54,0.,0.54,0.594,0.,0.593,0.761,0.003,0.757,0.003,0.,0.003
210,1.223,0.003,1.219,1.162,0.,1.162,0.003,0.,0.003,0.73,0.,0.73,0.486,0.003,0.482,0.474,0.,0.474,0.682,0.,0.682,0.004,0.,0.004
220,1.235,0.007,1.226,1.276,0.003,1.271,0.004,0.,0.004,0.749,0.007,0.741,0.479,0.,0.479,0.495,0.003,0.491,0.774,0.,0.774,0.004,0.,0.004
230,1.405,0.004,1.401,1.332,0.,1.332,0.004,0.,0.004,0.864,0.,0.864,0.535,0.003,0.531,0.53,0.,0.53,0.795,0.,0.795,0.004,0.,0.004
240,1.498,0.,1.498,1.524,0.,1.524,0.005,0.,0.005,0.892,0.,0.892,0.598,0.,0.598,0.606,0.,0.606,0.911,0.,0.911,0.004,0.,0.004
