param-n,fast-rewrite-regression-cubic-real,fast-rewrite-regression-cubic-sys,fast-rewrite-regression-cubic-user,pose-build-and-refine-regression-cubic-real,pose-build-and-refine-regression-cubic-sys,pose-build-and-refine-regression-cubic-user,refine-regression-quadratic-regression-linear-real,refine-regression-quadratic-regression-linear-sys,refine-regression-quadratic-regression-linear-user
32,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
33,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
34,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
35,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
36,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
37,0.026,0.,0.026,0.026,0.,0.026,0.,0.,0.
38,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
39,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
40,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
41,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
42,0.012,0.,0.012,0.012,0.,0.012,0.001,0.,0.001
43,0.014,0.,0.014,0.014,0.,0.014,0.,0.,0.
44,0.02,0.,0.02,0.02,0.,0.02,0.,0.,0.
45,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
46,0.012,0.,0.012,0.012,0.,0.012,0.,0.,0.
47,0.012,0.,0.012,0.012,0.,0.012,0.,0.,0.
48,0.013,0.,0.013,0.013,0.,0.013,0.,0.,0.
49,0.014,0.003,0.011,0.014,0.003,0.011,0.,0.,0.
50,0.015,0.,0.015,0.015,0.,0.015,0.,0.,0.
51,0.038,0.007,0.03,0.038,0.007,0.03,0.,0.,0.
52,0.015,0.,0.015,0.015,0.,0.015,0.,0.,0.
53,0.015,0.,0.015,0.015,0.,0.015,0.,0.,0.
54,0.015,0.,0.015,0.015,0.,0.015,0.,0.,0.
55,0.016,0.,0.016,0.016,0.,0.016,0.,0.,0.
56,0.113,0.,0.113,0.113,0.,0.113,0.,0.,0.
57,0.016,0.,0.016,0.016,0.,0.016,0.,0.,0.
58,0.021,0.,0.021,0.021,0.,0.021,0.,0.,0.
59,0.02,0.,0.02,0.02,0.,0.02,0.,0.,0.
60,0.019,0.,0.019,0.019,0.,0.019,0.001,0.,0.001
61,0.022,0.,0.022,0.022,0.,0.022,0.,0.,0.
62,0.02,0.,0.02,0.02,0.,0.02,0.001,0.,0.001
63,0.019,0.,0.019,0.019,0.,0.019,0.001,0.,0.001
64,0.02,0.,0.02,0.02,0.,0.02,0.001,0.,0.001
65,0.047,0.,0.047,0.047,0.,0.047,0.001,0.,0.001
66,0.025,0.,0.025,0.025,0.,0.025,0.001,0.,0.001
67,0.022,0.,0.022,0.022,0.,0.022,0.001,0.,0.001
68,0.022,0.,0.022,0.022,0.,0.022,0.001,0.,0.001
69,0.023,0.,0.023,0.023,0.,0.023,0.001,0.,0.001
70,0.026,0.,0.026,0.026,0.,0.026,0.001,0.,0.001
71,0.024,0.,0.024,0.024,0.,0.024,0.001,0.,0.001
72,0.023,0.,0.023,0.023,0.,0.023,0.001,0.,0.001
73,0.023,0.,0.023,0.023,0.,0.023,0.001,0.,0.001
74,0.025,0.,0.025,0.025,0.,0.025,0.001,0.,0.001
75,0.024,0.,0.024,0.024,0.,0.024,0.001,0.,0.001
76,0.026,0.,0.026,0.026,0.,0.026,0.001,0.,0.001
77,0.026,0.,0.026,0.026,0.,0.026,0.001,0.,0.001
78,0.027,0.,0.027,0.027,0.,0.027,0.001,0.,0.001
79,0.043,0.,0.043,0.043,0.,0.043,0.001,0.,0.001
80,0.028,0.,0.028,0.028,0.,0.028,0.001,0.,0.001
81,0.028,0.,0.028,0.028,0.,0.028,0.001,0.,0.001
82,0.031,0.,0.031,0.031,0.,0.031,0.001,0.,0.001
83,0.03,0.,0.03,0.03,0.,0.03,0.001,0.,0.001
84,0.031,0.,0.031,0.031,0.,0.031,0.001,0.,0.001
85,0.053,0.,0.053,0.053,0.,0.053,0.001,0.,0.001
86,0.035,0.,0.035,0.035,0.,0.035,0.001,0.,0.001
87,0.14,0.,0.14,0.14,0.,0.14,0.001,0.,0.001
88,0.032,0.002,0.03,0.032,0.002,0.03,0.001,0.,0.001
89,0.034,0.,0.033,0.033,0.,0.033,0.001,0.,0.001
90,0.037,0.,0.037,0.037,0.,0.037,0.001,0.,0.001
91,0.035,0.,0.035,0.035,0.,0.035,0.001,0.,0.001
92,0.049,0.,0.049,0.048,0.,0.048,0.001,0.,0.001
93,0.035,0.,0.035,0.035,0.,0.035,0.001,0.,0.001
94,0.044,0.,0.044,0.044,0.,0.044,0.003,0.,0.003
95,0.041,0.,0.041,0.041,0.,0.041,0.001,0.,0.001
96,0.037,0.,0.037,0.037,0.,0.037,0.001,0.,0.001
97,0.039,0.,0.039,0.039,0.,0.039,0.001,0.,0.001
98,0.041,0.003,0.037,0.041,0.003,0.037,0.001,0.,0.001
99,0.041,0.004,0.037,0.041,0.004,0.037,0.001,0.,0.001
100,0.043,0.,0.043,0.043,0.,0.043,0.001,0.,0.001
110,0.046,0.,0.046,0.046,0.,0.046,0.001,0.,0.001
120,0.07,0.,0.07,0.07,0.,0.07,0.002,0.,0.002
130,0.199,0.003,0.195,0.199,0.003,0.195,0.001,0.,0.001
140,0.113,0.,0.113,0.113,0.,0.113,0.001,0.,0.001
150,0.55,0.015,0.534,0.55,0.015,0.534,0.002,0.,0.002
160,0.103,0.,0.103,0.103,0.,0.103,0.002,0.,0.002
170,0.122,0.,0.122,0.122,0.,0.122,0.002,0.,0.002
180,0.165,0.,0.165,0.165,0.,0.165,0.002,0.,0.002
190,0.17,0.,0.17,0.17,0.,0.17,0.002,0.,0.002
200,0.158,0.003,0.154,0.158,0.003,0.154,0.002,0.,0.002
210,0.2,0.,0.2,0.2,0.,0.2,0.003,0.,0.003
220,0.239,0.,0.239,0.239,0.,0.239,0.006,0.,0.006
230,0.208,0.004,0.204,0.208,0.004,0.204,0.003,0.,0.003
240,0.236,0.004,0.232,0.236,0.004,0.232,0.003,0.,0.003
250,0.249,0.,0.249,0.249,0.,0.249,0.003,0.,0.003
260,0.254,0.003,0.25,0.254,0.003,0.25,0.003,0.,0.003
270,0.3,0.,0.3,0.3,0.,0.3,0.003,0.,0.003
280,0.331,0.003,0.327,0.331,0.003,0.327,0.003,0.,0.003
290,0.335,0.003,0.331,0.335,0.003,0.331,0.004,0.,0.004
300,0.391,0.011,0.38,0.391,0.011,0.38,0.004,0.,0.004
310,0.361,0.003,0.357,0.361,0.003,0.357,0.005,0.,0.005
320,0.4,0.015,0.385,0.4,0.015,0.385,0.004,0.,0.004
330,0.445,0.,0.445,0.445,0.,0.445,0.005,0.,0.005
340,0.456,0.003,0.452,0.456,0.003,0.452,0.004,0.,0.004
350,0.495,0.003,0.491,0.495,0.003,0.491,0.004,0.,0.004
360,0.466,0.,0.466,0.466,0.,0.466,0.004,0.,0.004
370,0.488,0.,0.488,0.488,0.,0.488,0.005,0.,0.005
380,0.568,0.,0.568,0.568,0.,0.568,0.004,0.,0.004
390,0.582,0.,0.582,0.582,0.,0.582,0.005,0.,0.005
400,0.564,0.,0.564,0.564,0.,0.564,0.005,0.,0.005
410,0.599,0.,0.599,0.599,0.,0.599,0.005,0.,0.005
420,0.661,0.,0.661,0.661,0.,0.661,0.005,0.,0.005
430,0.689,0.,0.689,0.689,0.,0.689,0.006,0.,0.006
440,0.691,0.,0.691,0.691,0.,0.691,0.009,0.,0.009
450,0.784,0.003,0.779,0.784,0.003,0.779,0.006,0.,0.006
460,0.751,0.004,0.747,0.751,0.004,0.747,0.006,0.,0.006
470,0.776,0.,0.776,0.776,0.,0.776,0.006,0.,0.006
480,0.867,0.,0.866,0.867,0.,0.866,0.006,0.,0.006
490,0.827,0.,0.827,0.827,0.,0.827,0.006,0.,0.006
500,0.92,0.,0.92,0.92,0.,0.92,0.007,0.,0.007
510,0.895,0.015,0.879,0.895,0.015,0.879,0.007,0.,0.007
520,0.973,0.,0.973,0.973,0.,0.973,0.007,0.,0.007
530,0.95,0.003,0.946,0.95,0.003,0.946,0.007,0.,0.007
540,1.,0.,1.,1.,0.,1.,0.007,0.,0.007
550,1.032,0.,1.032,1.032,0.,1.032,0.007,0.,0.007
560,1.114,0.,1.114,1.114,0.,1.114,0.007,0.,0.007
570,1.152,0.,1.151,1.151,0.,1.151,0.008,0.,0.008
580,1.189,0.,1.189,1.189,0.,1.189,0.007,0.,0.008
590,1.198,0.,1.198,1.198,0.,1.198,0.007,0.,0.007
600,1.255,0.,1.255,1.255,0.,1.255,0.007,0.,0.007
610,1.23,0.,1.23,1.23,0.,1.23,0.009,0.,0.009
620,1.329,0.,1.329,1.329,0.,1.329,0.008,0.,0.008
630,1.344,0.,1.343,1.343,0.,1.343,0.008,0.,0.008
640,1.457,0.,1.457,1.457,0.,1.457,0.009,0.,0.009
650,1.489,0.,1.489,1.489,0.,1.489,0.008,0.,0.008
660,1.482,0.023,1.458,1.482,0.023,1.458,0.009,0.,0.009
670,1.581,0.,1.581,1.581,0.,1.581,0.01,0.,0.01
680,1.63,0.,1.63,1.63,0.,1.63,0.01,0.,0.01
690,1.551,0.,1.55,1.55,0.,1.55,0.01,0.,0.01
700,1.723,0.,1.722,1.723,0.,1.722,0.01,0.,0.01
710,1.732,0.,1.732,1.732,0.,1.732,0.01,0.,0.01
720,1.712,0.,1.712,1.712,0.,1.712,0.01,0.,0.01
730,1.867,0.,1.867,1.867,0.,1.867,0.01,0.,0.01
740,1.88,0.011,1.868,1.88,0.011,1.868,0.01,0.,0.01
750,1.9,0.007,1.892,1.9,0.007,1.892,0.011,0.,0.011
760,1.923,0.,1.922,1.923,0.,1.922,0.011,0.,0.011
770,2.041,0.,2.041,2.041,0.,2.041,0.011,0.,0.011
780,2.368,0.004,2.361,2.368,0.004,2.361,0.011,0.,0.011
790,2.104,0.,2.104,2.104,0.,2.104,0.011,0.,0.011
800,2.181,0.,2.18,2.181,0.,2.18,0.011,0.,0.011
810,2.186,0.,2.186,2.186,0.,2.186,0.011,0.,0.011
820,2.213,0.,2.213,2.213,0.,2.213,0.012,0.,0.012
830,2.34,0.,2.34,2.34,0.,2.34,0.012,0.,0.012
840,2.349,0.,2.349,2.349,0.,2.349,0.012,0.,0.012
850,2.66,0.,2.66,2.66,0.,2.66,0.013,0.,0.013
860,2.484,0.,2.483,2.484,0.,2.483,0.011,0.,0.011
870,2.489,0.,2.489,2.489,0.,2.489,0.012,0.,0.012
880,2.574,0.,2.574,2.574,0.,2.574,0.012,0.,0.012
890,2.645,0.,2.645,2.645,0.,2.645,0.015,0.,0.015
900,2.658,0.,2.658,2.658,0.,2.658,0.012,0.,0.012
910,2.751,0.,2.751,2.751,0.,2.751,0.012,0.,0.012
920,2.793,0.003,2.789,2.793,0.003,2.789,0.013,0.,0.013
930,3.235,0.016,3.218,3.235,0.016,3.218,0.013,0.,0.013
940,2.935,0.,2.935,2.935,0.,2.935,0.013,0.,0.013
950,3.004,0.,3.004,3.004,0.,3.004,0.014,0.,0.014
960,3.346,0.,3.346,3.346,0.,3.345,0.014,0.,0.014
970,3.155,0.003,3.151,3.155,0.003,3.151,0.014,0.,0.014
980,3.168,0.,3.167,3.168,0.,3.167,0.014,0.,0.014
990,3.273,0.,3.273,3.273,0.,3.273,0.016,0.,0.016
1000,3.529,0.003,3.521,3.529,0.003,3.521,0.014,0.,0.014
1100,4.03,0.,4.029,4.03,0.,4.029,0.016,0.,0.016
1200,4.745,0.,4.745,4.745,0.,4.744,0.017,0.,0.017
1300,5.848,0.,5.848,5.848,0.,5.848,0.019,0.,0.019
1400,6.808,0.,6.807,6.808,0.,6.807,0.022,0.,0.022
1500,7.911,0.035,7.874,7.911,0.035,7.874,0.028,0.,0.027
1600,9.05,0.044,9.005,9.05,0.044,9.005,0.024,0.,0.024
1700,10.193,0.02,10.172,10.193,0.02,10.172,0.028,0.,0.028
1800,11.615,0.064,11.545,11.614,0.064,11.545,0.03,0.,0.03
1900,12.315,0.004,12.31,12.315,0.004,12.31,0.033,0.,0.033
2000,13.574,0.044,13.528,13.574,0.044,13.528,0.033,0.,0.033
3000,33.238,0.168,33.063,33.238,0.168,33.063,0.054,0.003,0.05
4000,60.373,0.324,60.037,60.373,0.324,60.037,0.07,0.,0.07
5000,103.778,0.648,103.113,103.778,0.648,103.113,0.091,0.008,0.083
