param-n,abstract-regression-quadratic-real,abstract-regression-quadratic-sys,abstract-regression-quadratic-user,close-abstract-regression-quadratic-real,close-abstract-regression-quadratic-sys,close-abstract-regression-quadratic-user,ssr-rewrite!-regression-quadratic-real,ssr-rewrite!-regression-quadratic-sys,ssr-rewrite!-regression-quadratic-user,ssr-rewrite?-noop-regression-linear-real,ssr-rewrite?-noop-regression-linear-sys,ssr-rewrite?-noop-regression-linear-user
28,0.01,0.,0.01,0.003,0.,0.003,0.006,0.,0.006,0.,0.,0.
29,0.01,0.,0.01,0.003,0.,0.003,0.007,0.,0.007,0.,0.,0.
30,0.011,0.,0.011,0.003,0.,0.003,0.007,0.,0.007,0.,0.,0.
31,0.012,0.,0.012,0.003,0.,0.003,0.008,0.,0.008,0.,0.,0.
32,0.012,0.,0.012,0.004,0.,0.004,0.008,0.,0.008,0.,0.,0.
33,0.014,0.,0.014,0.005,0.,0.005,0.008,0.,0.008,0.,0.,0.
34,0.014,0.,0.014,0.004,0.,0.004,0.009,0.,0.009,0.,0.,0.
35,0.015,0.,0.015,0.004,0.,0.004,0.009,0.,0.009,0.,0.,0.
36,0.016,0.,0.015,0.005,0.,0.005,0.011,0.,0.01,0.,0.,0.
37,0.016,0.,0.016,0.005,0.,0.005,0.01,0.,0.01,0.,0.,0.
38,0.019,0.,0.019,0.005,0.,0.005,0.013,0.,0.013,0.,0.,0.
39,0.019,0.,0.019,0.005,0.,0.005,0.013,0.,0.013,0.,0.,0.
40,0.02,0.,0.02,0.006,0.,0.006,0.013,0.,0.013,0.,0.,0.
41,0.02,0.,0.02,0.006,0.,0.006,0.013,0.,0.013,0.,0.,0.
42,0.024,0.,0.024,0.006,0.,0.006,0.017,0.,0.017,0.,0.,0.
43,0.021,0.,0.021,0.007,0.,0.007,0.014,0.,0.014,0.,0.,0.
44,0.023,0.,0.023,0.007,0.,0.007,0.015,0.,0.015,0.,0.,0.
45,0.024,0.,0.024,0.008,0.,0.008,0.015,0.,0.015,0.,0.,0.
46,0.024,0.,0.024,0.008,0.,0.008,0.015,0.,0.015,0.,0.,0.
47,0.026,0.,0.026,0.008,0.,0.008,0.017,0.,0.017,0.,0.,0.
48,0.028,0.,0.028,0.008,0.,0.008,0.018,0.,0.018,0.,0.,0.
49,0.028,0.,0.028,0.009,0.,0.009,0.017,0.,0.017,0.,0.,0.
50,0.076,0.008,0.068,0.052,0.002,0.049,0.023,0.005,0.018,0.,0.,0.
51,0.032,0.,0.032,0.009,0.,0.009,0.021,0.,0.021,0.,0.,0.
52,0.032,0.,0.032,0.01,0.,0.01,0.021,0.,0.021,0.,0.,0.
53,0.032,0.,0.032,0.01,0.,0.01,0.021,0.,0.021,0.,0.,0.
54,0.034,0.,0.034,0.01,0.,0.01,0.023,0.,0.023,0.,0.,0.
55,0.035,0.,0.035,0.011,0.,0.011,0.023,0.,0.023,0.,0.,0.
56,0.038,0.,0.038,0.011,0.,0.011,0.025,0.,0.025,0.,0.,0.
57,0.037,0.,0.037,0.012,0.,0.012,0.025,0.,0.025,0.,0.,0.
58,0.04,0.,0.04,0.012,0.,0.012,0.027,0.,0.027,0.,0.,0.
59,0.039,0.,0.039,0.012,0.,0.012,0.026,0.,0.026,0.,0.,0.
60,0.042,0.,0.042,0.013,0.,0.013,0.028,0.,0.028,0.,0.,0.
61,0.042,0.,0.042,0.013,0.,0.013,0.028,0.,0.028,0.,0.,0.
62,0.045,0.,0.045,0.015,0.,0.015,0.03,0.,0.03,0.,0.,0.
63,0.046,0.,0.046,0.017,0.,0.017,0.029,0.,0.028,0.,0.,0.
64,0.046,0.,0.046,0.015,0.,0.015,0.031,0.,0.031,0.,0.,0.
65,0.051,0.,0.051,0.015,0.,0.015,0.034,0.,0.034,0.,0.,0.
66,0.05,0.,0.05,0.017,0.,0.017,0.032,0.,0.032,0.,0.,0.
67,0.052,0.,0.051,0.016,0.,0.016,0.034,0.,0.034,0.,0.,0.
68,0.057,0.,0.056,0.017,0.,0.017,0.039,0.,0.038,0.,0.,0.
69,0.054,0.,0.054,0.018,0.,0.018,0.034,0.,0.034,0.,0.,0.
70,0.056,0.,0.056,0.018,0.,0.018,0.037,0.,0.037,0.,0.,0.
71,0.059,0.,0.059,0.019,0.,0.019,0.039,0.,0.039,0.,0.,0.
72,0.06,0.,0.06,0.02,0.,0.02,0.039,0.,0.039,0.,0.,0.
73,0.062,0.,0.062,0.019,0.,0.019,0.041,0.,0.041,0.,0.,0.
74,0.062,0.,0.062,0.022,0.,0.022,0.039,0.,0.039,0.,0.,0.
75,0.066,0.,0.066,0.024,0.,0.024,0.041,0.,0.041,0.,0.,0.
76,0.064,0.,0.064,0.02,0.,0.02,0.042,0.,0.042,0.,0.,0.
77,0.071,0.,0.07,0.023,0.,0.022,0.047,0.,0.047,0.,0.,0.
78,0.072,0.,0.072,0.024,0.,0.024,0.047,0.,0.047,0.,0.,0.
79,0.076,0.,0.076,0.025,0.,0.025,0.05,0.,0.05,0.,0.,0.
80,0.076,0.,0.076,0.025,0.,0.025,0.05,0.,0.05,0.,0.,0.
81,0.076,0.,0.076,0.026,0.,0.026,0.049,0.,0.049,0.,0.,0.
82,0.077,0.,0.077,0.026,0.,0.026,0.049,0.,0.049,0.,0.,0.
83,0.076,0.,0.076,0.027,0.,0.027,0.048,0.,0.048,0.,0.,0.
84,0.078,0.,0.078,0.027,0.,0.027,0.05,0.,0.05,0.,0.,0.
85,0.08,0.,0.08,0.027,0.,0.027,0.051,0.,0.051,0.,0.,0.
86,0.084,0.,0.084,0.026,0.,0.026,0.057,0.,0.057,0.,0.,0.
87,0.086,0.,0.086,0.028,0.,0.028,0.056,0.,0.056,0.,0.,0.
88,0.086,0.,0.086,0.029,0.,0.029,0.056,0.,0.056,0.,0.,0.
89,0.087,0.,0.086,0.029,0.,0.029,0.057,0.,0.056,0.,0.,0.
90,0.089,0.,0.089,0.031,0.,0.031,0.057,0.,0.057,0.,0.,0.
91,0.09,0.,0.09,0.031,0.,0.031,0.057,0.,0.057,0.,0.,0.
92,0.096,0.,0.095,0.031,0.,0.031,0.063,0.,0.063,0.,0.,0.
93,0.094,0.,0.094,0.031,0.,0.031,0.061,0.,0.061,0.,0.,0.
94,0.095,0.,0.094,0.033,0.,0.032,0.061,0.,0.061,0.,0.,0.
95,0.103,0.,0.102,0.033,0.,0.033,0.069,0.,0.068,0.,0.,0.
96,0.1,0.,0.1,0.035,0.,0.035,0.064,0.,0.064,0.,0.,0.
97,0.113,0.,0.113,0.041,0.,0.041,0.071,0.,0.071,0.,0.,0.
98,0.107,0.,0.106,0.037,0.,0.036,0.069,0.,0.069,0.,0.,0.
99,0.121,0.,0.121,0.044,0.,0.044,0.076,0.,0.076,0.,0.,0.
100,0.11,0.,0.11,0.041,0.,0.041,0.068,0.,0.068,0.,0.,0.
110,0.14,0.,0.14,0.054,0.,0.054,0.085,0.,0.085,0.,0.,0.
120,0.169,0.,0.169,0.063,0.,0.063,0.104,0.,0.104,0.,0.,0.
130,0.192,0.,0.191,0.069,0.,0.069,0.122,0.,0.121,0.,0.,0.
140,0.216,0.,0.215,0.072,0.,0.071,0.143,0.,0.143,0.,0.,0.
150,0.262,0.,0.262,0.103,0.,0.103,0.158,0.,0.158,0.,0.,0.
160,0.273,0.002,0.271,0.097,0.,0.097,0.174,0.001,0.172,0.,0.,0.
170,0.315,0.,0.314,0.112,0.,0.112,0.201,0.,0.2,0.,0.,0.
180,0.345,0.,0.345,0.121,0.,0.121,0.222,0.,0.222,0.,0.,0.
190,0.403,0.,0.403,0.156,0.,0.156,0.246,0.,0.246,0.,0.,0.
200,0.454,0.,0.453,0.167,0.,0.166,0.286,0.,0.286,0.,0.,0.
210,0.506,0.001,0.504,0.177,0.001,0.175,0.326,0.,0.326,0.,0.,0.
220,0.541,0.004,0.536,0.208,0.001,0.206,0.332,0.002,0.328,0.,0.,0.
230,0.558,0.,0.558,0.196,0.,0.196,0.36,0.,0.36,0.,0.,0.
240,0.664,0.,0.664,0.233,0.,0.233,0.43,0.,0.43,0.,0.,0.
250,0.653,0.003,0.649,0.237,0.001,0.235,0.414,0.001,0.412,0.,0.,0.
260,0.714,0.,0.714,0.254,0.,0.254,0.458,0.,0.458,0.,0.,0.
270,0.765,0.,0.765,0.272,0.,0.272,0.491,0.,0.491,0.,0.,0.
280,0.884,0.,0.883,0.31,0.,0.31,0.572,0.,0.571,0.,0.,0.
290,0.895,0.002,0.892,0.315,0.,0.314,0.578,0.002,0.576,0.,0.,0.
300,1.,0.008,0.992,0.372,0.002,0.369,0.627,0.005,0.622,0.,0.,0.
310,1.06,0.,1.06,0.389,0.,0.389,0.669,0.,0.669,0.,0.,0.
320,1.076,0.,1.076,0.384,0.,0.384,0.691,0.,0.691,0.,0.,0.
330,1.196,0.,1.196,0.421,0.,0.421,0.773,0.,0.773,0.,0.,0.
340,1.204,0.,1.204,0.428,0.,0.428,0.774,0.,0.774,0.,0.,0.
350,1.277,0.001,1.275,0.461,0.,0.461,0.815,0.001,0.813,0.,0.,0.
360,1.407,0.,1.407,0.467,0.,0.467,0.937,0.,0.937,0.,0.,0.
370,1.435,0.,1.434,0.515,0.,0.514,0.918,0.,0.918,0.,0.,0.
380,1.569,0.002,1.566,0.551,0.,0.55,1.016,0.001,1.014,0.,0.,0.
390,1.641,0.,1.64,0.621,0.,0.621,1.017,0.,1.017,0.,0.,0.
400,1.724,0.01,1.713,0.612,0.005,0.606,1.11,0.004,1.105,0.,0.,0.
