param-n,rewrite-strat(bottomup)-regression-exponential-real,rewrite-strat(bottomup)-regression-exponential-sys,rewrite-strat(bottomup)-regression-exponential-user,rewrite-strat(topdown)-regression-exponential-real,rewrite-strat(topdown)-regression-exponential-sys,rewrite-strat(topdown)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
0,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
1,0.,0.,0.,0.,0.,0.,0.001,0.,0.001
2,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
3,0.001,0.001,0.,0.001,0.,0.001,0.002,0.,0.002
4,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003
5,0.004,0.,0.004,0.004,0.,0.004,0.005,0.,0.005
6,0.005,0.001,0.003,0.005,0.001,0.003,0.004,0.,0.003
7,0.005,0.001,0.003,0.005,0.,0.004,0.005,0.,0.004
8,0.006,0.001,0.004,0.006,0.002,0.004,0.006,0.,0.005
9,0.007,0.003,0.003,0.007,0.001,0.006,0.007,0.,0.006
10,0.009,0.001,0.007,0.009,0.002,0.006,0.046,0.006,0.04
11,0.01,0.001,0.008,0.01,0.003,0.006,0.007,0.,0.007
12,0.012,0.002,0.009,0.012,0.001,0.01,0.008,0.,0.008
13,0.05,0.002,0.047,0.051,0.,0.05,0.009,0.,0.009
14,,,,0.012,0.,0.012,0.01,0.,0.01
15,0.053,0.003,0.05,0.053,0.001,0.051,0.011,0.,0.011
16,,,,,,,0.012,0.,0.012
17,,,,,,,0.013,0.,0.013
18,,,,,,,0.015,0.,0.015
19,,,,,,,0.015,0.,0.015
20,0.024,0.,0.024,,,,0.016,0.,0.016
21,,,,,,,0.018,0.,0.018
22,,,,0.031,0.,0.031,0.025,0.004,0.021
23,,,,,,,0.02,0.,0.02
24,,,,,,,0.021,0.,0.021
25,,,,,,,0.023,0.,0.023
26,0.044,0.,0.044,,,,0.024,0.,0.024
27,,,,,,,0.027,0.,0.027
28,,,,,,,0.029,0.,0.029
29,,,,,,,0.029,0.,0.029
30,,,,0.062,0.,0.062,0.032,0.,0.032
31,,,,,,,0.033,0.,0.033
32,,,,,,,0.036,0.,0.036
33,0.077,0.,0.077,,,,0.038,0.,0.037
34,,,,,,,0.041,0.,0.041
35,,,,,,,0.041,0.,0.041
36,,,,,,,0.045,0.,0.045
37,,,,0.103,0.,0.103,0.045,0.,0.044
38,,,,,,,0.049,0.,0.049
39,0.116,0.,0.116,,,,0.049,0.,0.048
40,,,,,,,0.056,0.,0.056
41,,,,,,,0.055,0.,0.055
42,,,,,,,0.054,0.,0.054
43,,,,,,,0.099,0.005,0.093
44,,,,,,,0.066,0.,0.065
45,,,,0.169,0.,0.169,0.067,0.,0.067
46,0.177,0.,0.176,,,,0.065,0.,0.065
47,,,,,,,0.073,0.,0.073
48,,,,,,,0.071,0.,0.07
49,,,,,,,0.079,0.,0.078
50,,,,,,,0.084,0.001,0.083
51,,,,,,,0.087,0.,0.087
52,0.248,0.001,0.247,,,,,,
53,,,,0.253,0.,0.253,0.092,0.,0.092
54,,,,,,,0.097,0.,0.097
55,,,,,,,0.106,0.,0.106
56,,,,,,,0.1,0.,0.1
58,,,,,,,0.103,0.,0.102
59,,,,,,,0.105,0.,0.105
60,,,,,,,0.109,0.,0.109
61,,,,,,,0.112,0.,0.111
62,0.387,0.,0.386,,,,,,
63,,,,0.407,0.,0.406,0.12,0.,0.12
64,,,,,,,0.132,0.,0.132
65,,,,,,,0.129,0.,0.128
66,,,,,,,0.131,0.,0.13
68,,,,,,,0.14,0.,0.14
69,,,,,,,0.146,0.,0.146
70,,,,,,,0.15,0.,0.149
71,,,,,,,0.152,0.,0.152
73,0.608,0.002,0.606,,,,0.17,0.,0.169
74,,,,0.641,0.001,0.639,0.178,0.001,0.177
75,,,,,,,0.18,0.,0.18
78,,,,,,,0.192,0.,0.192
80,,,,,,,0.199,0.,0.199
83,0.88,0.001,0.879,,,,0.222,0.,0.221
84,,,,0.912,0.,0.911,,,
85,,,,,,,0.22,0.,0.219
88,,,,,,,0.23,0.,0.23
90,,,,,,,0.238,0.,0.237
93,,,,,,,0.254,0.,0.254
94,1.236,0.001,1.234,,,,,,
95,,,,1.283,0.,1.283,0.27,0.,0.27
98,,,,,,,0.287,0.,0.287
100,,,,,,,0.303,0.,0.303
104,1.627,0.,1.627,,,,,,
105,,,,1.689,0.001,1.688,,,
106,,,,,,,0.36,0.,0.36
120,,,,,,,0.442,0.,0.442
140,,,,,,,0.627,0.,0.627
159,,,,,,,0.822,0.,0.822
179,,,,,,,1.006,0.004,1.002
199,,,,,,,1.317,0.,1.317
