param-n,fast-rewrite-regression-cubic-real,fast-rewrite-regression-cubic-sys,fast-rewrite-regression-cubic-user,pose-build-and-refine-regression-cubic-real,pose-build-and-refine-regression-cubic-sys,pose-build-and-refine-regression-cubic-user,refine-regression-quadratic-regression-linear-real,refine-regression-quadratic-regression-linear-sys,refine-regression-quadratic-regression-linear-user
33,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
34,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
35,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
36,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
37,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
38,0.003,0.,0.003,0.002,0.,0.002,0.,0.,0.
39,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
40,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
41,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
42,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
43,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
44,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
45,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
46,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
47,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
48,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
49,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
50,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
51,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
52,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
53,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
54,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
55,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
56,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
57,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
58,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
59,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
60,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
61,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
62,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
63,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
64,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
65,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
66,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
67,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
68,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
69,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
70,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
71,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
72,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
73,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
74,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
75,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
76,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
77,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
78,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
79,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
80,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
81,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
82,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
83,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
84,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
85,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
86,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
87,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
88,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
89,0.008,0.,0.008,0.007,0.,0.007,0.,0.,0.
90,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
91,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
92,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
93,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
94,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
95,0.012,0.,0.012,0.012,0.,0.012,0.,0.,0.
96,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
97,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
98,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
99,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
100,0.011,0.003,0.008,0.011,0.003,0.008,0.,0.,0.
110,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
120,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
130,0.013,0.,0.013,0.013,0.,0.013,0.,0.,0.
140,0.018,0.,0.018,0.018,0.,0.018,0.001,0.,0.001
150,0.019,0.01,0.009,0.019,0.01,0.009,0.001,0.001,0.
160,0.017,0.,0.017,0.017,0.,0.017,0.001,0.,0.001
170,0.022,0.,0.022,0.022,0.,0.022,0.001,0.,0.001
180,0.021,0.,0.021,0.021,0.,0.021,0.001,0.,0.001
190,0.029,0.,0.029,0.029,0.,0.029,0.001,0.,0.001
200,0.064,0.004,0.059,0.064,0.004,0.059,0.001,0.,0.001
210,0.026,0.,0.026,0.026,0.,0.026,0.001,0.,0.001
220,0.031,0.,0.031,0.031,0.,0.031,0.001,0.,0.001
230,0.03,0.,0.03,0.03,0.,0.03,0.001,0.,0.001
240,0.038,0.,0.038,0.038,0.,0.038,0.001,0.,0.001
250,0.039,0.,0.039,0.039,0.,0.039,0.001,0.,0.001
260,0.04,0.,0.04,0.04,0.,0.04,0.001,0.,0.001
270,0.047,0.,0.047,0.047,0.,0.047,0.01,0.,0.01
280,0.041,0.,0.041,0.041,0.,0.041,0.002,0.,0.002
290,0.044,0.,0.044,0.044,0.,0.044,0.002,0.,0.002
300,0.054,0.,0.054,0.054,0.,0.054,0.002,0.,0.002
310,0.052,0.,0.052,0.052,0.,0.052,0.002,0.,0.002
320,0.054,0.,0.054,0.054,0.,0.054,0.002,0.,0.002
330,0.06,0.,0.06,0.06,0.,0.06,0.002,0.,0.002
340,0.059,0.,0.059,0.059,0.,0.059,0.002,0.,0.002
350,0.065,0.,0.065,0.065,0.,0.065,0.002,0.,0.002
360,0.068,0.,0.068,0.068,0.,0.068,0.002,0.,0.002
370,0.068,0.,0.068,0.068,0.,0.068,0.006,0.,0.006
380,0.074,0.,0.074,0.074,0.,0.074,0.002,0.,0.002
390,0.084,0.,0.083,0.084,0.,0.083,0.003,0.,0.003
400,0.086,0.,0.086,0.086,0.,0.086,0.003,0.,0.003
410,0.08,0.001,0.079,0.08,0.001,0.079,0.003,0.,0.003
420,0.087,0.,0.087,0.087,0.,0.087,0.003,0.,0.003
430,0.086,0.,0.086,0.086,0.,0.086,0.003,0.,0.003
440,0.086,0.,0.086,0.086,0.,0.086,0.003,0.,0.003
450,0.093,0.,0.093,0.093,0.,0.093,0.003,0.,0.003
460,0.101,0.,0.101,0.101,0.,0.101,0.003,0.,0.003
470,0.104,0.,0.104,0.104,0.,0.104,0.003,0.,0.003
480,0.107,0.,0.107,0.107,0.,0.107,0.003,0.,0.003
490,0.102,0.,0.102,0.102,0.,0.102,0.004,0.,0.004
500,0.106,0.,0.106,0.106,0.,0.106,0.004,0.,0.004
510,0.113,0.,0.113,0.113,0.,0.113,0.004,0.,0.004
520,0.119,0.,0.119,0.119,0.,0.119,0.004,0.,0.004
530,0.122,0.,0.122,0.122,0.,0.122,0.004,0.,0.004
540,0.129,0.,0.129,0.129,0.,0.129,0.004,0.,0.004
550,0.143,0.,0.143,0.143,0.,0.143,0.004,0.,0.004
560,0.156,0.003,0.152,0.156,0.003,0.152,0.004,0.,0.004
570,0.174,0.,0.174,0.174,0.,0.174,0.02,0.,0.02
580,0.156,0.,0.156,0.156,0.,0.156,0.004,0.,0.004
590,0.154,0.,0.154,0.154,0.,0.154,0.004,0.,0.004
600,0.158,0.,0.158,0.158,0.,0.158,0.004,0.,0.004
610,0.166,0.003,0.162,0.166,0.003,0.162,0.004,0.,0.004
620,0.163,0.,0.163,0.163,0.,0.163,0.005,0.,0.005
630,0.165,0.,0.165,0.165,0.,0.165,0.005,0.,0.005
640,0.174,0.,0.174,0.174,0.,0.174,0.005,0.,0.005
650,0.184,0.,0.184,0.184,0.,0.184,0.005,0.,0.005
660,0.185,0.,0.185,0.185,0.,0.184,0.005,0.,0.005
670,0.187,0.,0.187,0.187,0.,0.187,0.005,0.,0.005
680,0.196,0.,0.196,0.196,0.,0.196,0.005,0.,0.005
690,0.197,0.,0.197,0.197,0.,0.197,0.005,0.,0.005
700,0.211,0.,0.211,0.211,0.,0.211,0.005,0.,0.005
710,0.246,0.,0.246,0.246,0.,0.246,0.005,0.,0.005
720,0.243,0.,0.243,0.243,0.,0.243,0.005,0.,0.005
730,0.232,0.,0.232,0.232,0.,0.232,0.005,0.,0.005
740,0.227,0.,0.227,0.227,0.,0.227,0.005,0.,0.005
750,0.228,0.,0.228,0.228,0.,0.228,0.005,0.,0.005
760,0.238,0.,0.238,0.238,0.,0.238,0.005,0.,0.005
770,0.248,0.,0.248,0.248,0.,0.248,0.006,0.,0.006
780,0.25,0.,0.25,0.25,0.,0.25,0.006,0.,0.006
790,0.253,0.,0.253,0.253,0.,0.253,0.006,0.,0.006
800,0.26,0.,0.26,0.26,0.,0.26,0.006,0.,0.006
810,0.268,0.,0.268,0.268,0.,0.268,0.006,0.,0.006
820,0.299,0.,0.299,0.299,0.,0.299,0.006,0.,0.006
830,0.307,0.,0.307,0.307,0.,0.307,0.007,0.,0.007
840,0.311,0.,0.311,0.311,0.,0.311,0.006,0.,0.006
850,0.302,0.,0.302,0.302,0.,0.302,0.006,0.,0.006
860,0.299,0.,0.299,0.299,0.,0.299,0.007,0.,0.007
870,0.307,0.,0.307,0.307,0.,0.307,0.009,0.,0.009
880,0.311,0.,0.311,0.311,0.,0.311,0.007,0.,0.007
890,0.32,0.,0.32,0.32,0.,0.32,0.007,0.,0.007
900,0.326,0.,0.326,0.326,0.,0.326,0.007,0.,0.007
910,0.341,0.,0.341,0.341,0.,0.341,0.008,0.,0.008
920,0.375,0.,0.375,0.375,0.,0.375,0.007,0.,0.007
930,0.373,0.,0.373,0.373,0.,0.373,0.007,0.,0.007
940,0.368,0.,0.368,0.368,0.,0.368,0.007,0.,0.007
950,0.356,0.,0.356,0.356,0.,0.356,0.007,0.,0.007
960,0.363,0.,0.363,0.363,0.,0.363,0.007,0.,0.007
970,0.374,0.,0.374,0.374,0.,0.374,0.007,0.,0.007
980,0.38,0.,0.38,0.38,0.,0.38,0.008,0.,0.008
990,0.39,0.,0.39,0.39,0.,0.39,0.008,0.,0.008
1000,0.411,0.,0.411,0.411,0.,0.411,0.016,0.,0.016
1100,0.507,0.,0.507,0.507,0.,0.507,0.009,0.,0.009
1200,0.584,0.,0.584,0.584,0.,0.583,0.01,0.,0.01
1300,0.637,0.,0.637,0.637,0.,0.637,0.012,0.,0.012
1400,0.731,0.,0.731,0.731,0.,0.731,0.011,0.,0.011
1500,0.833,0.,0.833,0.833,0.,0.833,0.012,0.,0.012
1600,0.944,0.,0.944,0.944,0.,0.944,0.014,0.,0.014
1700,1.139,0.,1.139,1.139,0.,1.139,0.016,0.,0.016
1800,1.198,0.,1.198,1.198,0.,1.198,0.016,0.,0.016
1900,1.319,0.,1.319,1.319,0.,1.319,0.016,0.,0.016
2000,1.454,0.,1.453,1.454,0.,1.453,0.017,0.,0.017
3000,3.339,0.,3.339,3.339,0.,3.338,0.026,0.,0.026
4000,5.763,0.,5.763,5.763,0.,5.763,0.038,0.,0.038
5000,9.106,0.003,9.102,9.106,0.003,9.102,0.045,0.003,0.041
