param-n,abstract-regression-quadratic-real,abstract-regression-quadratic-sys,abstract-regression-quadratic-user,close-abstract-regression-quadratic-real,close-abstract-regression-quadratic-sys,close-abstract-regression-quadratic-user,ssr-rewrite!-regression-quadratic-real,ssr-rewrite!-regression-quadratic-sys,ssr-rewrite!-regression-quadratic-user,ssr-rewrite?-noop-regression-linear-real,ssr-rewrite?-noop-regression-linear-sys,ssr-rewrite?-noop-regression-linear-user
28,0.013,0.,0.013,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
29,0.015,0.,0.015,0.008,0.,0.008,0.007,0.,0.007,0.,0.,0.
30,0.015,0.,0.015,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
31,0.016,0.,0.016,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
32,0.018,0.,0.018,0.008,0.,0.008,0.009,0.,0.009,0.,0.,0.
33,0.018,0.,0.018,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
34,0.02,0.,0.02,0.009,0.,0.009,0.011,0.,0.011,0.,0.,0.
35,0.02,0.,0.02,0.01,0.,0.01,0.009,0.,0.009,0.,0.,0.
36,0.022,0.,0.022,0.01,0.,0.01,0.011,0.,0.011,0.,0.,0.
37,0.024,0.,0.024,0.012,0.,0.012,0.011,0.,0.011,0.,0.,0.
38,0.023,0.,0.023,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
39,0.026,0.,0.026,0.013,0.,0.013,0.012,0.,0.012,0.,0.,0.
40,0.028,0.,0.028,0.015,0.,0.015,0.012,0.,0.012,0.,0.,0.
41,0.027,0.,0.027,0.013,0.,0.013,0.013,0.,0.013,0.,0.,0.
42,0.029,0.,0.029,0.014,0.,0.014,0.015,0.,0.015,0.,0.,0.
43,0.031,0.,0.03,0.016,0.,0.016,0.014,0.,0.014,0.,0.,0.
44,0.032,0.,0.032,0.016,0.,0.016,0.014,0.,0.014,0.,0.,0.
45,0.032,0.,0.032,0.016,0.,0.016,0.015,0.,0.015,0.,0.,0.
46,0.035,0.,0.035,0.017,0.,0.017,0.018,0.,0.018,0.,0.,0.
47,0.035,0.,0.035,0.017,0.,0.017,0.017,0.,0.017,0.,0.,0.
48,0.037,0.,0.037,0.018,0.,0.018,0.018,0.,0.018,0.,0.,0.
49,0.039,0.,0.038,0.019,0.,0.019,0.019,0.,0.019,0.,0.,0.
50,0.087,0.005,0.082,0.019,0.,0.019,0.067,0.004,0.062,0.,0.,0.
51,0.044,0.,0.044,0.021,0.,0.021,0.022,0.,0.022,0.,0.,0.
52,0.046,0.,0.046,0.023,0.,0.023,0.022,0.,0.022,0.,0.,0.
53,0.046,0.,0.046,0.024,0.,0.024,0.021,0.,0.021,0.,0.,0.
54,0.048,0.,0.048,0.026,0.,0.026,0.021,0.,0.021,0.,0.,0.
55,0.049,0.,0.049,0.024,0.,0.024,0.024,0.,0.024,0.,0.,0.
56,0.052,0.,0.052,0.025,0.,0.025,0.026,0.,0.026,0.,0.,0.
57,0.051,0.,0.051,0.026,0.,0.026,0.024,0.,0.024,0.,0.,0.
58,0.053,0.,0.053,0.027,0.,0.027,0.026,0.,0.026,0.,0.,0.
59,0.059,0.,0.059,0.029,0.,0.029,0.029,0.,0.029,0.,0.,0.
60,0.058,0.,0.058,0.031,0.,0.031,0.026,0.,0.026,0.,0.,0.
61,0.061,0.,0.06,0.032,0.,0.032,0.028,0.,0.027,0.,0.,0.
62,0.062,0.,0.062,0.03,0.,0.03,0.031,0.,0.031,0.,0.,0.
63,0.07,0.,0.07,0.034,0.,0.034,0.035,0.,0.035,0.,0.,0.
64,0.068,0.,0.068,0.033,0.,0.033,0.033,0.,0.033,0.,0.,0.
65,0.067,0.,0.067,0.035,0.,0.035,0.03,0.,0.03,0.,0.,0.
66,0.068,0.,0.068,0.036,0.,0.036,0.032,0.,0.032,0.,0.,0.
67,0.075,0.,0.075,0.04,0.,0.04,0.034,0.,0.034,0.,0.,0.
68,0.079,0.,0.079,0.043,0.,0.043,0.035,0.,0.035,0.,0.,0.
69,0.081,0.,0.081,0.044,0.,0.044,0.036,0.,0.036,0.,0.,0.
70,0.081,0.,0.081,0.043,0.,0.043,0.037,0.,0.037,0.,0.,0.
71,0.082,0.,0.082,0.044,0.,0.044,0.037,0.,0.037,0.,0.,0.
72,0.085,0.,0.085,0.045,0.,0.045,0.039,0.,0.039,0.,0.,0.
73,0.087,0.,0.087,0.046,0.,0.046,0.039,0.,0.039,0.,0.,0.
74,0.09,0.,0.089,0.048,0.,0.048,0.041,0.,0.04,0.,0.,0.
75,0.091,0.,0.091,0.046,0.,0.046,0.044,0.,0.044,0.,0.,0.
76,0.092,0.,0.092,0.048,0.,0.048,0.043,0.,0.043,0.,0.,0.
77,0.097,0.,0.096,0.05,0.,0.049,0.046,0.,0.046,0.,0.,0.
78,0.093,0.,0.093,0.047,0.,0.047,0.045,0.,0.045,0.,0.,0.
79,0.098,0.,0.098,0.051,0.,0.051,0.046,0.,0.046,0.,0.,0.
80,0.097,0.,0.097,0.051,0.,0.051,0.045,0.,0.045,0.,0.,0.
81,0.101,0.,0.101,0.053,0.,0.053,0.047,0.,0.047,0.,0.,0.
82,0.103,0.,0.103,0.053,0.,0.053,0.049,0.,0.049,0.,0.,0.
83,0.104,0.,0.104,0.054,0.,0.054,0.049,0.,0.049,0.,0.,0.
84,0.111,0.,0.111,0.055,0.,0.055,0.054,0.,0.054,0.,0.,0.
85,0.112,0.,0.112,0.058,0.,0.058,0.053,0.,0.053,0.,0.,0.
86,0.115,0.,0.115,0.057,0.,0.057,0.056,0.,0.056,0.,0.,0.
87,0.116,0.,0.116,0.06,0.,0.06,0.054,0.,0.054,0.,0.,0.
88,0.12,0.,0.12,0.06,0.,0.06,0.058,0.,0.058,0.,0.,0.
89,0.122,0.,0.122,0.065,0.,0.065,0.056,0.,0.056,0.,0.,0.
90,0.124,0.,0.123,0.064,0.,0.064,0.058,0.,0.057,0.,0.,0.
91,0.133,0.,0.133,0.071,0.,0.071,0.06,0.,0.06,0.,0.,0.
92,0.146,0.,0.146,0.075,0.,0.075,0.07,0.,0.07,0.,0.,0.
93,0.141,0.,0.141,0.078,0.,0.078,0.061,0.,0.061,0.,0.,0.
94,0.151,0.,0.15,0.083,0.,0.083,0.066,0.,0.065,0.,0.,0.
95,0.146,0.,0.146,0.08,0.,0.08,0.065,0.,0.065,0.,0.,0.
96,0.154,0.,0.153,0.081,0.,0.081,0.072,0.,0.071,0.,0.,0.
97,0.159,0.,0.158,0.084,0.,0.084,0.073,0.,0.072,0.,0.,0.
98,0.162,0.,0.162,0.087,0.,0.087,0.074,0.,0.074,0.,0.,0.
99,0.163,0.,0.163,0.087,0.,0.087,0.075,0.,0.075,0.,0.,0.
100,0.164,0.,0.163,0.092,0.,0.092,0.071,0.,0.07,0.,0.,0.
110,0.189,0.001,0.187,0.099,0.,0.098,0.089,0.,0.088,0.,0.,0.
120,0.224,0.,0.223,0.119,0.,0.118,0.104,0.,0.104,0.,0.,0.
130,0.263,0.,0.262,0.142,0.,0.141,0.119,0.,0.119,0.,0.,0.
140,0.3,0.002,0.298,0.157,0.001,0.156,0.142,0.,0.141,0.,0.,0.
150,0.365,0.,0.364,0.201,0.,0.2,0.162,0.,0.162,0.,0.,0.
160,0.384,0.,0.384,0.205,0.,0.205,0.177,0.,0.177,0.,0.,0.
170,0.457,0.,0.457,0.256,0.,0.256,0.199,0.,0.199,0.,0.,0.
180,0.537,0.,0.537,0.292,0.,0.292,0.243,0.,0.243,0.,0.,0.
190,0.556,0.001,0.554,0.297,0.,0.296,0.257,0.,0.256,0.,0.,0.
200,0.615,0.001,0.613,0.328,0.001,0.327,0.287,0.,0.286,0.,0.,0.
210,0.659,0.001,0.657,0.351,0.,0.35,0.306,0.001,0.305,0.,0.,0.
220,0.711,0.,0.711,0.381,0.,0.381,0.329,0.,0.329,0.,0.,0.
230,0.84,0.,0.84,0.463,0.,0.463,0.376,0.,0.376,0.,0.,0.
240,0.88,0.,0.88,0.457,0.,0.457,0.422,0.,0.422,0.,0.,0.
250,0.923,0.006,0.916,0.507,0.003,0.503,0.414,0.002,0.411,0.,0.,0.
260,0.995,0.,0.995,0.535,0.,0.535,0.458,0.,0.458,0.,0.,0.
270,1.124,0.,1.124,0.632,0.,0.632,0.49,0.,0.49,0.,0.,0.
280,1.181,0.,1.181,0.613,0.,0.613,0.566,0.,0.566,0.,0.,0.
290,1.233,0.003,1.23,0.656,0.001,0.655,0.575,0.001,0.573,0.,0.,0.
300,1.385,0.006,1.378,0.737,0.003,0.734,0.647,0.003,0.644,0.,0.,0.
310,1.51,0.,1.509,0.839,0.,0.839,0.663,0.,0.663,0.,0.,0.
320,1.54,0.,1.54,0.839,0.,0.839,0.699,0.,0.699,0.,0.,0.
330,1.69,0.,1.69,0.943,0.,0.943,0.746,0.,0.746,0.,0.,0.
340,1.715,0.,1.715,0.917,0.,0.917,0.796,0.,0.796,0.,0.,0.
350,1.86,0.004,1.856,1.032,0.,1.032,0.826,0.003,0.822,0.,0.,0.
360,1.971,0.,1.971,1.073,0.,1.073,0.896,0.,0.896,0.,0.,0.
370,2.077,0.003,2.073,1.138,0.001,1.136,0.937,0.001,0.935,0.,0.,0.
380,2.179,0.,2.179,1.138,0.,1.138,1.039,0.,1.039,0.,0.,0.
390,2.311,0.,2.311,1.263,0.,1.263,1.046,0.,1.046,0.,0.,0.
400,2.4,0.008,2.391,1.279,0.003,1.276,1.119,0.005,1.113,0.,0.,0.
