param-n,fast-rewrite-regression-cubic-real,fast-rewrite-regression-cubic-sys,fast-rewrite-regression-cubic-user,pose-build-and-refine-regression-cubic-real,pose-build-and-refine-regression-cubic-sys,pose-build-and-refine-regression-cubic-user,refine-regression-quadratic-regression-linear-real,refine-regression-quadratic-regression-linear-sys,refine-regression-quadratic-regression-linear-user
34,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
35,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
36,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
37,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
38,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
39,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
40,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
41,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
42,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
43,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
44,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
45,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
46,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
47,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
48,0.003,0.,0.002,0.003,0.,0.002,0.,0.,0.
49,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
50,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
51,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
52,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
53,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
54,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
55,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
56,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
57,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
58,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
59,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
60,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
61,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
62,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
63,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
64,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
65,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
66,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
67,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
68,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
69,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
70,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
71,0.006,0.,0.006,0.006,0.,0.006,0.001,0.,0.001
72,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
73,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
74,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
75,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
76,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
77,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
78,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
79,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
80,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
81,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
82,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
83,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
84,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
85,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
86,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
87,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
88,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
89,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
90,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
91,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
92,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
93,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
94,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
95,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
96,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
97,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
98,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
99,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
100,0.01,0.003,0.006,0.01,0.003,0.006,0.,0.,0.
110,0.009,0.,0.009,0.008,0.,0.008,0.,0.,0.
120,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
130,0.011,0.,0.011,0.011,0.,0.011,0.001,0.,0.001
140,0.012,0.,0.012,0.012,0.,0.012,0.001,0.,0.001
150,0.016,0.001,0.014,0.016,0.001,0.014,0.001,0.001,0.
160,0.016,0.,0.016,0.016,0.,0.016,0.001,0.,0.001
170,0.016,0.,0.016,0.016,0.,0.016,0.001,0.,0.001
180,0.017,0.,0.017,0.017,0.,0.017,0.001,0.,0.001
190,0.023,0.,0.023,0.023,0.,0.023,0.001,0.,0.001
200,0.059,0.008,0.051,0.059,0.008,0.051,0.001,0.,0.001
210,0.022,0.,0.022,0.022,0.,0.022,0.001,0.,0.001
220,0.026,0.,0.026,0.026,0.,0.026,0.001,0.,0.001
230,0.025,0.,0.025,0.025,0.,0.025,0.001,0.,0.001
240,0.034,0.,0.034,0.034,0.,0.034,0.001,0.,0.001
250,0.027,0.,0.027,0.027,0.,0.027,0.001,0.,0.001
260,0.03,0.,0.03,0.03,0.,0.03,0.002,0.,0.002
270,0.036,0.,0.036,0.036,0.,0.036,0.001,0.,0.001
280,0.034,0.,0.034,0.034,0.,0.034,0.002,0.,0.002
290,0.044,0.,0.044,0.044,0.,0.044,0.002,0.,0.002
300,0.041,0.,0.041,0.041,0.,0.041,0.002,0.,0.002
310,0.044,0.,0.044,0.044,0.,0.044,0.002,0.,0.002
320,0.052,0.,0.052,0.052,0.,0.052,0.002,0.,0.002
330,0.044,0.,0.044,0.044,0.,0.044,0.002,0.,0.002
340,0.05,0.,0.05,0.05,0.,0.05,0.002,0.,0.002
350,0.056,0.,0.056,0.056,0.,0.056,0.002,0.,0.002
360,0.057,0.,0.057,0.057,0.,0.057,0.003,0.,0.003
370,0.059,0.,0.058,0.059,0.,0.058,0.002,0.,0.002
380,0.067,0.,0.067,0.067,0.,0.067,0.003,0.,0.003
390,0.064,0.,0.064,0.064,0.,0.064,0.002,0.,0.002
400,0.067,0.001,0.066,0.067,0.001,0.066,0.002,0.,0.002
410,0.077,0.,0.077,0.077,0.,0.077,0.003,0.,0.003
420,0.073,0.,0.072,0.073,0.,0.072,0.002,0.,0.002
430,0.077,0.,0.077,0.077,0.,0.077,0.003,0.,0.003
440,0.078,0.,0.078,0.078,0.,0.078,0.003,0.,0.003
450,0.074,0.,0.074,0.074,0.,0.074,0.003,0.,0.003
460,0.081,0.,0.08,0.081,0.,0.08,0.003,0.,0.003
470,0.08,0.,0.08,0.08,0.,0.08,0.004,0.,0.004
480,0.084,0.,0.084,0.084,0.,0.084,0.004,0.,0.004
490,0.092,0.,0.091,0.092,0.,0.091,0.003,0.,0.003
500,0.089,0.,0.089,0.089,0.,0.089,0.004,0.,0.004
510,0.094,0.,0.094,0.094,0.,0.094,0.004,0.,0.004
520,0.103,0.,0.103,0.103,0.,0.103,0.003,0.,0.003
530,0.099,0.,0.099,0.099,0.,0.099,0.004,0.,0.004
540,0.102,0.,0.101,0.102,0.,0.101,0.004,0.,0.004
550,0.11,0.001,0.109,0.109,0.001,0.108,0.004,0.,0.004
560,0.118,0.001,0.117,0.118,0.001,0.117,0.003,0.,0.003
570,0.122,0.,0.122,0.122,0.,0.122,0.004,0.,0.004
580,0.143,0.003,0.14,0.143,0.003,0.14,0.003,0.,0.003
590,0.14,0.,0.14,0.14,0.,0.14,0.004,0.,0.004
600,0.126,0.,0.126,0.126,0.,0.126,0.004,0.,0.004
610,0.141,0.,0.141,0.141,0.,0.141,0.004,0.,0.004
620,0.157,0.,0.156,0.157,0.,0.156,0.004,0.,0.004
630,0.146,0.001,0.144,0.146,0.001,0.144,0.004,0.,0.004
640,0.164,0.001,0.162,0.164,0.001,0.162,0.004,0.,0.004
650,0.161,0.,0.158,0.161,0.,0.158,0.004,0.,0.004
660,0.155,0.,0.154,0.155,0.,0.154,0.004,0.,0.004
670,0.16,0.001,0.159,0.16,0.001,0.159,0.004,0.,0.004
680,0.165,0.,0.165,0.164,0.,0.164,0.004,0.,0.004
690,0.172,0.,0.172,0.172,0.,0.172,0.004,0.,0.004
700,0.177,0.,0.177,0.177,0.,0.177,0.005,0.,0.005
710,0.182,0.,0.182,0.182,0.,0.182,0.005,0.,0.005
720,0.185,0.,0.185,0.185,0.,0.185,0.005,0.,0.005
730,0.193,0.,0.193,0.193,0.,0.193,0.005,0.,0.005
740,0.191,0.,0.191,0.191,0.,0.191,0.005,0.,0.005
750,0.199,0.,0.199,0.199,0.,0.199,0.015,0.,0.015
760,0.223,0.,0.223,0.223,0.,0.223,0.005,0.,0.005
770,0.236,0.,0.236,0.236,0.,0.236,0.005,0.,0.005
780,0.231,0.,0.23,0.231,0.,0.23,0.005,0.,0.005
790,0.211,0.,0.211,0.211,0.,0.211,0.005,0.,0.005
800,0.216,0.001,0.215,0.216,0.001,0.215,0.013,0.,0.013
810,0.226,0.,0.226,0.226,0.,0.226,0.006,0.,0.006
820,0.237,0.,0.237,0.237,0.,0.237,0.011,0.,0.011
830,0.231,0.,0.23,0.23,0.,0.23,0.006,0.,0.006
840,0.24,0.,0.24,0.24,0.,0.24,0.006,0.,0.006
850,0.252,0.,0.252,0.252,0.,0.252,0.012,0.,0.012
860,0.252,0.,0.252,0.252,0.,0.252,0.006,0.,0.006
870,0.287,0.,0.287,0.287,0.,0.287,0.007,0.,0.007
880,0.274,0.,0.274,0.274,0.,0.274,0.006,0.,0.006
890,0.311,0.,0.311,0.311,0.,0.311,0.006,0.,0.006
900,0.281,0.,0.281,0.281,0.,0.281,0.006,0.,0.006
910,0.28,0.,0.28,0.28,0.,0.28,0.006,0.,0.006
920,0.285,0.,0.285,0.285,0.,0.285,0.006,0.,0.006
930,0.292,0.,0.292,0.292,0.,0.292,0.006,0.,0.006
940,0.295,0.,0.295,0.295,0.,0.295,0.006,0.,0.006
950,0.304,0.,0.304,0.304,0.,0.304,0.006,0.,0.006
960,0.304,0.,0.304,0.304,0.,0.304,0.006,0.,0.006
970,0.346,0.,0.346,0.346,0.,0.346,0.007,0.,0.007
980,0.344,0.,0.344,0.344,0.,0.344,0.007,0.,0.007
990,0.36,0.,0.36,0.36,0.,0.36,0.007,0.,0.007
1000,0.335,0.,0.335,0.335,0.,0.335,0.007,0.,0.007
1100,0.399,0.,0.399,0.399,0.,0.399,0.008,0.,0.008
1200,0.468,0.,0.468,0.468,0.,0.468,0.009,0.,0.009
1300,0.542,0.,0.542,0.542,0.,0.542,0.009,0.,0.009
1400,0.652,0.,0.652,0.652,0.,0.652,0.01,0.,0.01
1500,0.768,0.,0.768,0.768,0.,0.768,0.014,0.,0.014
1600,0.82,0.,0.82,0.82,0.,0.82,0.014,0.,0.014
1700,0.906,0.,0.906,0.906,0.,0.906,0.015,0.,0.015
1800,1.017,0.,1.017,1.017,0.,1.017,0.015,0.,0.015
1900,1.176,0.,1.176,1.176,0.,1.176,0.015,0.,0.015
2000,1.33,0.001,1.329,1.33,0.001,1.329,0.016,0.001,0.015
3000,2.771,0.002,2.768,2.771,0.002,2.768,0.025,0.001,0.024
4000,5.074,0.003,5.068,5.074,0.003,5.068,0.038,0.002,0.034
5000,7.742,0.,7.741,7.742,0.,7.741,0.043,0.,0.043
