param-n,abstract+autorewrite-regression-quadratic-real,abstract+autorewrite-regression-quadratic-sys,abstract+autorewrite-regression-quadratic-user,abstract+rewrite!-regression-quadratic-real,abstract+rewrite!-regression-quadratic-sys,abstract+rewrite!-regression-quadratic-user,autorewrite-noop-regression-linear-real,autorewrite-noop-regression-linear-sys,autorewrite-noop-regression-linear-user,autorewrite-regression-quadratic-real,autorewrite-regression-quadratic-sys,autorewrite-regression-quadratic-user,close-abstract+autorewrite-regression-quadratic-real,close-abstract+autorewrite-regression-quadratic-sys,close-abstract+autorewrite-regression-quadratic-user,close-abstract+rewrite!-regression-quadratic-real,close-abstract+rewrite!-regression-quadratic-sys,close-abstract+rewrite!-regression-quadratic-user,rewrite!-regression-quadratic-real,rewrite!-regression-quadratic-sys,rewrite!-regression-quadratic-user,rewrite?-noop-regression-linear-real,rewrite?-noop-regression-linear-sys,rewrite?-noop-regression-linear-user
35,0.016,0.,0.016,0.018,0.,0.018,0.,0.,0.,0.01,0.,0.01,0.005,0.,0.005,0.005,0.,0.005,0.011,0.,0.011,0.,0.,0.
36,0.018,0.003,0.014,0.017,0.,0.017,0.,0.,0.,0.011,0.,0.011,0.006,0.003,0.002,0.006,0.,0.006,0.01,0.,0.01,0.,0.,0.
37,0.021,0.,0.02,0.021,0.,0.021,0.,0.,0.,0.013,0.,0.013,0.006,0.,0.006,0.009,0.,0.009,0.011,0.,0.011,0.,0.,0.
38,0.019,0.,0.019,0.019,0.,0.019,0.,0.,0.,0.012,0.,0.012,0.006,0.,0.006,0.006,0.,0.006,0.011,0.,0.011,0.,0.,0.
39,0.022,0.,0.022,0.021,0.,0.021,0.,0.,0.,0.014,0.,0.014,0.007,0.,0.007,0.008,0.,0.008,0.012,0.,0.012,0.,0.,0.
40,0.021,0.,0.021,0.021,0.,0.021,0.,0.,0.,0.013,0.,0.013,0.007,0.,0.007,0.007,0.,0.007,0.013,0.,0.013,0.,0.,0.
41,0.025,0.,0.025,0.024,0.,0.024,0.,0.,0.,0.016,0.,0.016,0.008,0.,0.008,0.007,0.,0.007,0.016,0.,0.016,0.,0.,0.
42,0.023,0.,0.023,0.023,0.,0.023,0.,0.,0.,0.014,0.,0.014,0.009,0.,0.009,0.008,0.,0.008,0.014,0.,0.014,0.,0.,0.
43,0.024,0.,0.024,0.025,0.,0.025,0.,0.,0.,0.014,0.,0.014,0.008,0.,0.008,0.008,0.,0.008,0.015,0.,0.015,0.,0.,0.
44,0.027,0.,0.027,0.025,0.,0.025,0.,0.,0.,0.017,0.,0.017,0.009,0.,0.009,0.009,0.,0.009,0.015,0.,0.015,0.,0.,0.
45,0.026,0.,0.026,0.026,0.,0.026,0.,0.,0.,0.016,0.,0.016,0.01,0.,0.01,0.009,0.,0.009,0.016,0.,0.016,0.,0.,0.
46,0.027,0.,0.027,0.028,0.,0.028,0.,0.,0.,0.016,0.,0.016,0.009,0.,0.009,0.009,0.,0.009,0.017,0.,0.017,0.,0.,0.
47,0.03,0.,0.03,0.03,0.,0.03,0.,0.,0.,0.019,0.,0.018,0.01,0.,0.01,0.011,0.,0.011,0.017,0.,0.017,0.,0.,0.
48,0.03,0.,0.03,0.029,0.,0.029,0.,0.,0.,0.018,0.,0.018,0.011,0.,0.011,0.01,0.,0.01,0.017,0.,0.017,0.,0.,0.
49,0.03,0.,0.03,0.031,0.,0.031,0.,0.,0.,0.018,0.,0.018,0.011,0.,0.011,0.011,0.,0.011,0.019,0.,0.019,0.,0.,0.
50,0.072,0.008,0.064,0.072,0.008,0.064,0.,0.,0.,0.024,0.,0.024,0.046,0.007,0.038,0.046,0.007,0.039,0.024,0.,0.024,0.,0.,0.
51,0.033,0.,0.033,0.035,0.,0.035,0.,0.,0.,0.021,0.,0.021,0.012,0.,0.012,0.012,0.,0.012,0.022,0.,0.022,0.,0.,0.
52,0.035,0.,0.035,0.035,0.,0.035,0.,0.,0.,0.021,0.,0.021,0.012,0.,0.012,0.013,0.,0.013,0.02,0.,0.02,0.,0.,0.
53,0.037,0.,0.037,0.037,0.,0.037,0.,0.,0.,0.023,0.,0.023,0.013,0.,0.013,0.015,0.,0.015,0.021,0.,0.021,0.,0.,0.
54,0.037,0.,0.037,0.036,0.,0.036,0.,0.,0.,0.023,0.,0.023,0.013,0.,0.013,0.013,0.,0.013,0.022,0.,0.022,0.,0.,0.
55,0.041,0.,0.041,0.038,0.,0.038,0.,0.,0.,0.026,0.,0.026,0.013,0.,0.013,0.014,0.,0.014,0.022,0.,0.022,0.,0.,0.
56,0.04,0.,0.04,0.04,0.,0.04,0.,0.,0.,0.025,0.,0.025,0.014,0.,0.014,0.014,0.,0.014,0.024,0.,0.024,0.,0.,0.
57,0.044,0.,0.044,0.041,0.,0.041,0.,0.,0.,0.027,0.,0.027,0.015,0.,0.015,0.015,0.,0.015,0.025,0.,0.025,0.,0.,0.
58,0.043,0.,0.043,0.043,0.,0.043,0.,0.,0.,0.026,0.,0.026,0.015,0.,0.015,0.015,0.,0.015,0.026,0.,0.026,0.,0.,0.
59,0.046,0.,0.046,0.045,0.,0.045,0.,0.,0.,0.029,0.,0.029,0.015,0.,0.015,0.017,0.,0.017,0.026,0.,0.026,0.,0.,0.
60,0.045,0.,0.045,0.045,0.,0.045,0.,0.,0.,0.028,0.,0.028,0.016,0.,0.016,0.017,0.,0.017,0.026,0.,0.026,0.,0.,0.
61,0.048,0.,0.048,0.047,0.,0.047,0.,0.,0.,0.03,0.,0.03,0.016,0.,0.016,0.018,0.,0.018,0.027,0.,0.027,0.,0.,0.
62,0.049,0.,0.049,0.048,0.,0.048,0.,0.,0.,0.029,0.,0.029,0.019,0.,0.019,0.017,0.,0.017,0.03,0.,0.03,0.,0.,0.
63,0.049,0.,0.049,0.052,0.,0.052,0.,0.,0.,0.029,0.,0.029,0.018,0.,0.018,0.018,0.,0.018,0.033,0.,0.033,0.,0.,0.
64,0.053,0.,0.053,0.051,0.,0.051,0.,0.,0.,0.033,0.,0.033,0.018,0.,0.018,0.019,0.,0.019,0.031,0.,0.031,0.,0.,0.
65,0.053,0.,0.053,0.054,0.,0.054,0.,0.,0.,0.033,0.,0.033,0.019,0.,0.019,0.02,0.,0.02,0.033,0.,0.033,0.,0.,0.
66,0.057,0.,0.057,0.055,0.,0.055,0.,0.,0.,0.035,0.,0.035,0.02,0.,0.02,0.02,0.,0.02,0.033,0.,0.033,0.,0.,0.
67,0.057,0.,0.057,0.056,0.,0.056,0.,0.,0.,0.035,0.,0.035,0.02,0.,0.02,0.02,0.,0.02,0.034,0.,0.034,0.,0.,0.
68,0.057,0.,0.057,0.06,0.,0.06,0.,0.,0.,0.035,0.,0.035,0.02,0.,0.02,0.022,0.,0.022,0.037,0.,0.037,0.,0.,0.
69,0.062,0.,0.062,0.06,0.,0.06,0.,0.,0.,0.038,0.,0.038,0.023,0.,0.023,0.022,0.,0.022,0.037,0.,0.037,0.,0.,0.
70,0.063,0.,0.063,0.063,0.,0.063,0.,0.,0.,0.039,0.,0.039,0.022,0.,0.022,0.024,0.,0.024,0.037,0.,0.037,0.,0.,0.
71,0.063,0.003,0.059,0.063,0.,0.063,0.,0.,0.,0.037,0.003,0.033,0.024,0.,0.024,0.023,0.,0.023,0.039,0.,0.039,0.,0.,0.
72,0.064,0.,0.064,0.067,0.,0.067,0.,0.,0.,0.039,0.,0.039,0.023,0.,0.023,0.024,0.,0.024,0.041,0.,0.041,0.,0.,0.
73,0.068,0.,0.068,0.066,0.,0.066,0.,0.,0.,0.043,0.,0.043,0.023,0.,0.023,0.024,0.,0.024,0.04,0.,0.04,0.,0.,0.
74,0.071,0.,0.071,0.068,0.,0.068,0.,0.,0.,0.043,0.,0.043,0.025,0.,0.025,0.026,0.,0.026,0.04,0.,0.04,0.,0.,0.
75,0.069,0.,0.069,0.072,0.,0.072,0.,0.,0.,0.042,0.,0.042,0.025,0.,0.025,0.028,0.,0.028,0.042,0.,0.042,0.,0.,0.
76,0.071,0.,0.071,0.072,0.,0.072,0.,0.,0.,0.044,0.,0.044,0.026,0.,0.026,0.026,0.,0.026,0.044,0.,0.044,0.,0.,0.
77,0.074,0.,0.074,0.078,0.,0.078,0.,0.,0.,0.044,0.,0.044,0.028,0.,0.028,0.027,0.,0.027,0.047,0.,0.047,0.003,0.,0.003
78,0.077,0.,0.077,0.079,0.,0.079,0.,0.,0.,0.045,0.,0.045,0.03,0.,0.03,0.029,0.,0.029,0.048,0.,0.048,0.,0.,0.
79,0.08,0.,0.08,0.08,0.,0.08,0.,0.,0.,0.047,0.,0.047,0.031,0.,0.031,0.03,0.,0.03,0.049,0.,0.049,0.,0.,0.
80,0.082,0.,0.082,0.08,0.,0.08,0.,0.,0.,0.048,0.,0.048,0.032,0.,0.032,0.03,0.,0.03,0.049,0.,0.049,0.,0.,0.
81,0.08,0.,0.08,0.08,0.,0.08,0.,0.,0.,0.049,0.,0.049,0.029,0.,0.029,0.03,0.,0.03,0.048,0.,0.048,0.,0.,0.
82,0.086,0.,0.086,0.082,0.,0.082,0.,0.,0.,0.055,0.,0.055,0.03,0.,0.03,0.031,0.,0.031,0.049,0.,0.049,0.,0.,0.
83,0.093,0.,0.093,0.086,0.,0.086,0.,0.,0.,0.056,0.,0.056,0.035,0.,0.035,0.033,0.,0.033,0.051,0.,0.051,0.,0.,0.
84,0.091,0.,0.091,0.088,0.,0.088,0.,0.,0.,0.053,0.,0.053,0.036,0.,0.036,0.032,0.,0.032,0.054,0.,0.054,0.,0.,0.
85,0.092,0.,0.092,0.091,0.,0.091,0.,0.,0.,0.053,0.,0.053,0.037,0.,0.037,0.034,0.,0.034,0.055,0.,0.055,0.,0.,0.
86,0.094,0.,0.094,0.093,0.,0.093,0.,0.,0.,0.055,0.,0.055,0.037,0.,0.037,0.035,0.,0.035,0.056,0.,0.056,0.,0.,0.
87,0.095,0.,0.095,0.095,0.,0.095,0.,0.,0.,0.056,0.,0.056,0.037,0.,0.037,0.035,0.,0.035,0.058,0.,0.058,0.,0.,0.
88,0.094,0.,0.094,0.099,0.,0.099,0.,0.,0.,0.057,0.,0.057,0.035,0.,0.035,0.035,0.,0.035,0.062,0.,0.062,0.,0.,0.
89,0.096,0.,0.096,0.103,0.,0.103,0.,0.,0.,0.058,0.,0.058,0.036,0.,0.036,0.041,0.,0.041,0.06,0.,0.06,0.,0.,0.
90,0.098,0.,0.098,0.11,0.,0.11,0.,0.,0.,0.058,0.,0.058,0.037,0.,0.037,0.049,0.,0.049,0.06,0.,0.06,0.,0.,0.
91,0.102,0.,0.102,0.103,0.,0.103,0.,0.,0.,0.063,0.,0.063,0.036,0.,0.036,0.038,0.,0.038,0.063,0.,0.063,0.,0.,0.
92,0.102,0.,0.102,0.101,0.,0.101,0.,0.,0.,0.062,0.,0.062,0.037,0.,0.037,0.039,0.,0.039,0.06,0.,0.06,0.,0.,0.
93,0.103,0.,0.103,0.106,0.,0.106,0.,0.,0.,0.063,0.,0.063,0.038,0.,0.038,0.038,0.,0.038,0.066,0.,0.066,0.,0.,0.
94,0.105,0.,0.105,0.105,0.,0.105,0.,0.,0.,0.063,0.,0.063,0.04,0.,0.04,0.038,0.,0.038,0.064,0.,0.064,0.,0.,0.
95,0.11,0.,0.11,0.108,0.,0.108,0.,0.,0.,0.068,0.,0.068,0.04,0.,0.04,0.041,0.,0.041,0.066,0.,0.066,0.,0.,0.
96,0.111,0.,0.111,0.111,0.,0.111,0.,0.,0.,0.068,0.,0.068,0.04,0.,0.04,0.04,0.,0.04,0.069,0.,0.069,0.,0.,0.
97,0.112,0.,0.112,0.114,0.,0.114,0.,0.,0.,0.067,0.,0.067,0.042,0.,0.042,0.042,0.,0.042,0.07,0.,0.07,0.,0.,0.
98,0.116,0.,0.116,0.116,0.,0.116,0.,0.,0.,0.072,0.,0.072,0.042,0.,0.042,0.043,0.,0.043,0.071,0.,0.071,0.,0.,0.
99,0.117,0.,0.117,0.12,0.003,0.116,0.,0.,0.,0.071,0.,0.071,0.043,0.,0.043,0.043,0.,0.043,0.075,0.003,0.07,0.,0.,0.
100,0.125,0.,0.125,0.124,0.,0.123,0.,0.,0.,0.078,0.,0.078,0.045,0.,0.045,0.045,0.,0.045,0.077,0.,0.077,0.,0.,0.
110,0.145,0.,0.145,0.144,0.,0.144,0.001,0.,0.001,0.09,0.,0.09,0.053,0.,0.053,0.054,0.,0.054,0.087,0.,0.087,0.001,0.,0.001
120,0.173,0.,0.173,0.172,0.,0.172,0.001,0.,0.001,0.107,0.,0.107,0.064,0.,0.064,0.064,0.,0.064,0.106,0.,0.106,0.001,0.,0.001
130,0.204,0.,0.204,0.206,0.,0.206,0.001,0.,0.001,0.126,0.,0.126,0.075,0.,0.075,0.074,0.,0.074,0.127,0.,0.127,0.003,0.,0.003
140,0.248,0.,0.248,0.237,0.003,0.233,0.001,0.,0.001,0.149,0.,0.149,0.096,0.,0.096,0.088,0.,0.088,0.147,0.003,0.143,0.001,0.,0.001
150,0.293,0.,0.293,0.29,0.,0.29,0.001,0.,0.001,0.186,0.,0.185,0.105,0.,0.105,0.104,0.,0.104,0.184,0.,0.184,0.001,0.,0.001
160,0.335,0.,0.335,0.322,0.,0.322,0.001,0.,0.001,0.209,0.,0.209,0.121,0.,0.121,0.125,0.,0.125,0.193,0.,0.193,0.001,0.,0.001
170,0.383,0.,0.382,0.381,0.,0.381,0.001,0.,0.001,0.237,0.,0.237,0.142,0.,0.142,0.144,0.,0.144,0.234,0.,0.234,0.001,0.,0.001
180,0.431,0.,0.431,0.425,0.,0.425,0.001,0.,0.001,0.268,0.,0.268,0.159,0.,0.159,0.156,0.,0.156,0.266,0.,0.266,0.001,0.,0.001
190,0.445,0.,0.445,0.48,0.,0.48,0.004,0.,0.004,0.282,0.,0.282,0.157,0.,0.157,0.18,0.,0.18,0.296,0.,0.296,0.002,0.,0.002
200,0.533,0.,0.533,0.529,0.004,0.525,0.002,0.,0.002,0.33,0.,0.33,0.2,0.,0.2,0.197,0.003,0.193,0.329,0.,0.329,0.002,0.,0.002
210,0.563,0.007,0.555,0.55,0.,0.55,0.002,0.,0.002,0.358,0.007,0.35,0.202,0.,0.202,0.195,0.,0.195,0.351,0.,0.351,0.002,0.,0.002
220,0.596,0.004,0.592,0.613,0.003,0.609,0.002,0.,0.002,0.379,0.003,0.375,0.213,0.,0.213,0.217,0.003,0.213,0.392,0.,0.392,0.002,0.,0.002
230,0.692,0.,0.692,0.691,0.008,0.683,0.002,0.,0.002,0.421,0.,0.421,0.267,0.,0.267,0.253,0.,0.253,0.433,0.007,0.425,0.002,0.,0.002
240,0.774,0.,0.774,0.784,0.,0.784,0.002,0.,0.002,0.484,0.,0.484,0.285,0.,0.285,0.283,0.,0.283,0.496,0.,0.496,0.002,0.,0.002
250,0.797,0.003,0.793,0.798,0.,0.798,0.002,0.,0.002,0.521,0.003,0.517,0.272,0.,0.272,0.272,0.,0.271,0.522,0.,0.522,0.002,0.,0.002
260,0.869,0.,0.869,0.883,0.,0.883,0.002,0.,0.002,0.559,0.,0.559,0.305,0.,0.305,0.308,0.,0.308,0.57,0.,0.57,0.003,0.,0.003
270,0.921,0.,0.921,0.923,0.,0.923,0.003,0.,0.003,0.59,0.,0.59,0.326,0.,0.326,0.323,0.,0.323,0.595,0.,0.595,0.003,0.,0.003
280,1.05,0.,1.05,1.029,0.,1.029,0.003,0.,0.003,0.644,0.,0.644,0.401,0.,0.401,0.384,0.,0.384,0.64,0.,0.64,0.003,0.,0.003
290,1.134,0.,1.134,1.147,0.,1.146,0.003,0.,0.003,0.746,0.,0.745,0.383,0.,0.383,0.396,0.,0.396,0.739,0.,0.739,0.003,0.,0.003
300,1.226,0.003,1.222,1.159,0.003,1.155,0.004,0.,0.004,0.807,0.003,0.803,0.414,0.,0.414,0.408,0.,0.408,0.746,0.003,0.742,0.003,0.,0.003
310,1.241,0.003,1.237,1.285,0.,1.284,0.004,0.,0.004,0.803,0.,0.803,0.433,0.003,0.429,0.435,0.,0.435,0.841,0.,0.841,0.006,0.,0.006
320,1.383,0.,1.383,1.379,0.,1.379,0.004,0.,0.004,0.865,0.,0.865,0.512,0.,0.512,0.502,0.,0.502,0.871,0.,0.871,0.004,0.,0.004
330,1.465,0.,1.465,1.499,0.003,1.495,0.004,0.,0.004,0.968,0.,0.968,0.49,0.,0.49,0.491,0.003,0.487,1.001,0.,1.001,0.004,0.,0.004
340,1.529,0.,1.529,1.571,0.,1.571,0.004,0.,0.004,1.01,0.,1.009,0.513,0.,0.513,0.519,0.,0.519,1.044,0.,1.044,0.006,0.,0.006
350,1.667,0.003,1.663,1.733,0.003,1.728,0.013,0.,0.013,1.115,0.,1.115,0.538,0.003,0.534,0.541,0.,0.541,1.185,0.003,1.181,0.005,0.,0.005
360,1.811,0.,1.81,1.857,0.,1.857,0.005,0.,0.005,1.201,0.,1.201,0.602,0.,0.602,0.65,0.,0.65,1.2,0.,1.2,0.005,0.,0.005
370,1.867,0.,1.867,1.893,0.,1.893,0.005,0.,0.005,1.244,0.,1.244,0.615,0.,0.615,0.62,0.,0.62,1.266,0.,1.266,0.005,0.,0.005
380,2.041,0.,2.041,2.077,0.,2.077,0.005,0.,0.005,1.366,0.,1.366,0.668,0.,0.668,0.723,0.,0.723,1.347,0.,1.347,0.006,0.,0.006
390,2.095,0.,2.095,2.152,0.,2.152,0.006,0.,0.006,1.382,0.,1.382,0.704,0.,0.704,0.691,0.,0.69,1.454,0.,1.453,0.006,0.,0.006
400,2.254,0.003,2.25,2.251,0.,2.25,0.006,0.,0.006,1.498,0.003,1.494,0.748,0.,0.748,0.756,0.,0.756,1.487,0.,1.486,0.006,0.,0.006
