param-n,pattern-regression-linear-real,pattern-regression-linear-sys,pattern-regression-linear-user
93,0.001,0.,0.001
94,0.003,0.,0.003
95,0.001,0.,0.001
96,0.001,0.001,0.
97,0.001,0.001,0.
98,0.001,0.,0.001
99,0.001,0.,0.001
100,0.001,0.,0.
101,0.001,0.,0.001
102,0.001,0.,0.001
103,0.001,0.,0.001
104,0.001,0.,0.001
105,0.001,0.,0.001
106,0.001,0.,0.001
107,0.001,0.,0.001
108,0.001,0.,0.001
109,0.001,0.,0.001
110,0.001,0.,0.001
111,0.001,0.,0.001
112,0.001,0.,0.001
113,0.003,0.,0.003
114,0.001,0.,0.001
115,0.001,0.,0.001
116,0.001,0.,0.001
117,0.001,0.,0.001
118,0.001,0.,0.001
119,0.001,0.,0.001
120,0.001,0.,0.001
121,0.001,0.,0.001
122,0.001,0.,0.001
123,0.001,0.,0.001
124,0.001,0.,0.001
125,0.001,0.,0.001
126,0.001,0.,0.001
127,0.001,0.,0.001
128,0.001,0.,0.001
129,0.001,0.,0.001
130,0.005,0.,0.005
131,0.001,0.,0.001
132,0.001,0.,0.001
133,0.001,0.,0.001
134,0.001,0.,0.001
135,0.001,0.,0.001
136,0.001,0.,0.001
137,0.001,0.,0.001
138,0.001,0.,0.001
139,0.001,0.,0.001
140,0.001,0.,0.001
141,0.001,0.,0.001
142,0.001,0.,0.001
143,0.001,0.,0.001
144,0.001,0.,0.001
145,0.001,0.,0.001
146,0.001,0.,0.001
147,0.001,0.,0.001
148,0.001,0.,0.001
149,0.001,0.,0.001
150,0.001,0.,0.001
151,0.001,0.,0.001
152,0.001,0.,0.001
153,0.001,0.,0.001
154,0.001,0.,0.001
155,0.001,0.,0.001
156,0.001,0.,0.001
157,0.001,0.,0.001
158,0.004,0.,0.004
159,0.001,0.,0.001
160,0.001,0.,0.001
161,0.001,0.,0.001
162,0.001,0.,0.001
163,0.001,0.,0.001
164,0.001,0.,0.001
165,0.001,0.,0.001
166,0.001,0.,0.001
167,0.001,0.,0.001
168,0.001,0.,0.001
169,0.001,0.,0.001
170,0.001,0.,0.001
171,0.002,0.,0.002
172,0.001,0.,0.001
173,0.001,0.,0.001
174,0.001,0.,0.001
175,0.001,0.,0.001
176,0.002,0.,0.002
177,0.002,0.,0.002
178,0.002,0.,0.002
179,0.002,0.,0.002
180,0.002,0.,0.002
181,0.002,0.,0.002
182,0.002,0.,0.002
183,0.002,0.,0.002
184,0.002,0.,0.002
185,0.002,0.,0.002
186,0.002,0.,0.002
187,0.002,0.,0.002
188,0.002,0.,0.002
189,0.002,0.,0.002
190,0.002,0.,0.002
191,0.002,0.,0.002
192,0.002,0.,0.002
193,0.002,0.,0.002
194,0.003,0.,0.003
195,0.002,0.,0.002
196,0.002,0.,0.002
197,0.002,0.,0.002
198,0.002,0.,0.002
199,0.002,0.,0.002
200,0.002,0.,0.002
201,0.002,0.,0.002
202,0.002,0.,0.002
203,0.002,0.,0.002
204,0.004,0.,0.004
205,0.002,0.,0.002
206,0.002,0.,0.002
207,0.002,0.,0.002
208,0.002,0.,0.002
209,0.002,0.,0.002
210,0.002,0.,0.002
211,0.002,0.,0.002
212,0.002,0.,0.002
213,0.002,0.,0.002
214,0.003,0.,0.003
215,0.002,0.,0.002
216,0.002,0.002,0.
217,0.002,0.,0.002
218,0.002,0.,0.002
219,0.002,0.,0.002
220,0.002,0.,0.002
221,0.002,0.,0.002
222,0.002,0.,0.002
223,0.002,0.,0.002
224,0.004,0.,0.004
225,0.002,0.,0.002
226,0.002,0.,0.002
227,0.002,0.,0.002
228,0.002,0.,0.002
229,0.002,0.,0.002
230,0.002,0.,0.002
231,0.002,0.,0.002
232,0.002,0.,0.002
233,0.003,0.,0.003
234,0.002,0.,0.002
235,0.002,0.,0.002
236,0.002,0.,0.002
237,0.002,0.,0.002
238,0.002,0.,0.002
239,0.002,0.,0.002
240,0.002,0.,0.002
241,0.002,0.,0.002
242,0.004,0.,0.004
243,0.002,0.,0.002
244,0.002,0.,0.002
245,0.002,0.,0.002
246,0.002,0.,0.002
247,0.002,0.,0.002
248,0.002,0.,0.002
249,0.002,0.,0.002
250,0.002,0.,0.002
251,0.003,0.,0.003
252,0.002,0.,0.002
253,0.002,0.,0.002
254,0.002,0.,0.002
255,0.002,0.,0.002
256,0.002,0.,0.002
257,0.002,0.,0.002
258,0.002,0.,0.002
259,0.005,0.,0.005
260,0.002,0.,0.002
261,0.002,0.,0.002
262,0.002,0.,0.002
263,0.002,0.,0.002
264,0.002,0.,0.002
265,0.003,0.,0.003
266,0.003,0.,0.003
267,0.003,0.,0.003
268,0.003,0.,0.003
269,0.003,0.,0.003
270,0.003,0.,0.003
271,0.003,0.,0.003
272,0.003,0.,0.003
273,0.003,0.,0.003
274,0.003,0.,0.003
275,0.005,0.,0.005
276,0.003,0.,0.003
277,0.003,0.,0.003
278,0.003,0.,0.003
279,0.003,0.,0.003
280,0.003,0.,0.003
281,0.003,0.,0.003
282,0.003,0.,0.003
283,0.003,0.,0.003
284,0.003,0.,0.003
285,0.003,0.,0.003
286,0.003,0.,0.003
287,0.003,0.,0.003
288,0.003,0.,0.003
289,0.003,0.,0.003
290,0.005,0.,0.005
291,0.003,0.,0.003
292,0.003,0.,0.003
293,0.003,0.,0.003
294,0.003,0.,0.003
295,0.003,0.,0.003
296,0.003,0.,0.003
297,0.004,0.,0.004
298,0.003,0.,0.003
299,0.003,0.,0.003
300,0.003,0.,0.003
301,0.003,0.,0.003
302,0.003,0.,0.003
303,0.003,0.,0.003
304,0.005,0.,0.005
305,0.003,0.,0.003
306,0.003,0.,0.003
307,0.003,0.,0.003
308,0.003,0.,0.003
309,0.003,0.,0.003
310,0.003,0.,0.003
311,0.004,0.,0.004
312,0.003,0.,0.003
313,0.003,0.,0.003
314,0.003,0.,0.003
315,0.003,0.,0.003
316,0.003,0.,0.003
317,0.003,0.,0.003
318,0.006,0.,0.006
319,0.003,0.,0.003
320,0.003,0.,0.003
321,0.003,0.,0.003
322,0.003,0.,0.003
323,0.003,0.,0.003
324,0.003,0.,0.003
325,0.004,0.,0.004
326,0.003,0.,0.003
327,0.003,0.,0.003
328,0.003,0.,0.003
329,0.003,0.,0.003
330,0.003,0.,0.003
331,0.006,0.,0.006
332,0.003,0.,0.003
333,0.003,0.,0.003
334,0.003,0.,0.003
335,0.003,0.,0.003
336,0.003,0.,0.003
337,0.003,0.,0.003
338,0.004,0.,0.004
339,0.003,0.,0.003
340,0.003,0.,0.003
341,0.003,0.,0.003
342,0.003,0.,0.003
343,0.003,0.,0.003
344,0.006,0.,0.006
345,0.003,0.,0.003
346,0.003,0.,0.003
347,0.003,0.,0.003
348,0.003,0.,0.003
349,0.003,0.,0.003
350,0.005,0.,0.005
351,0.003,0.,0.003
352,0.003,0.,0.003
353,0.003,0.,0.003
354,0.004,0.,0.004
355,0.003,0.,0.003
356,0.007,0.,0.007
357,0.003,0.,0.003
358,0.003,0.,0.004
359,0.004,0.,0.004
360,0.004,0.,0.004
361,0.004,0.,0.004
362,0.005,0.,0.005
363,0.004,0.,0.004
364,0.004,0.,0.004
365,0.004,0.,0.004
366,0.004,0.,0.004
367,0.004,0.,0.004
368,0.005,0.,0.005
369,0.004,0.,0.004
370,0.004,0.,0.004
371,0.004,0.,0.004
372,0.004,0.,0.004
373,0.004,0.,0.004
374,0.004,0.,0.004
375,0.004,0.,0.004
376,0.004,0.,0.004
377,0.004,0.,0.004
378,0.004,0.,0.004
379,0.004,0.,0.004
380,0.006,0.,0.006
381,0.004,0.,0.004
382,0.004,0.,0.004
383,0.004,0.,0.004
384,0.004,0.,0.004
385,0.004,0.,0.004
386,0.004,0.,0.004
387,0.004,0.,0.004
388,0.004,0.,0.004
389,0.004,0.,0.004
390,0.004,0.,0.004
391,0.005,0.,0.005
392,0.004,0.,0.004
393,0.004,0.,0.004
394,0.004,0.,0.004
395,0.004,0.,0.004
396,0.004,0.,0.004
397,0.004,0.,0.004
398,0.004,0.,0.004
399,0.004,0.,0.004
400,0.004,0.,0.004
401,0.004,0.,0.004
402,0.006,0.,0.006
403,0.004,0.,0.004
404,0.004,0.,0.004
405,0.004,0.,0.004
406,0.004,0.,0.004
407,0.005,0.,0.005
408,0.004,0.,0.004
409,0.004,0.,0.004
410,0.004,0.,0.004
411,0.004,0.,0.004
412,0.004,0.,0.004
413,0.007,0.,0.007
414,0.004,0.,0.004
415,0.004,0.,0.004
416,0.004,0.,0.004
417,0.004,0.,0.004
418,0.005,0.,0.005
419,0.004,0.,0.004
420,0.004,0.,0.004
421,0.004,0.,0.004
422,0.004,0.,0.004
423,0.006,0.,0.006
424,0.004,0.,0.004
425,0.004,0.,0.004
426,0.004,0.,0.004
427,0.004,0.,0.004
428,0.005,0.,0.005
429,0.004,0.,0.004
430,0.004,0.,0.004
431,0.004,0.,0.004
432,0.004,0.,0.004
433,0.006,0.,0.006
434,0.004,0.,0.004
435,0.004,0.,0.004
436,0.004,0.,0.004
437,0.004,0.,0.004
438,0.006,0.,0.006
439,0.004,0.,0.004
440,0.004,0.,0.004
441,0.004,0.,0.004
442,0.004,0.,0.004
443,0.007,0.,0.007
444,0.004,0.,0.004
445,0.004,0.,0.004
446,0.004,0.,0.004
447,0.004,0.,0.004
448,0.006,0.,0.006
449,0.004,0.,0.004
450,0.005,0.,0.005
451,0.005,0.,0.005
452,0.005,0.,0.005
453,0.007,0.,0.007
454,0.005,0.,0.005
455,0.005,0.,0.005
456,0.005,0.,0.005
457,0.005,0.,0.005
458,0.005,0.,0.005
459,0.005,0.,0.005
460,0.005,0.,0.005
461,0.005,0.,0.005
462,0.006,0.,0.006
463,0.005,0.,0.005
464,0.005,0.,0.005
465,0.005,0.,0.005
466,0.005,0.,0.005
467,0.006,0.,0.006
468,0.005,0.,0.005
469,0.005,0.,0.005
470,0.005,0.,0.005
471,0.005,0.,0.005
472,0.005,0.,0.005
473,0.005,0.,0.005
474,0.005,0.,0.005
475,0.005,0.,0.005
476,0.006,0.,0.006
477,0.005,0.,0.005
478,0.005,0.,0.005
479,0.005,0.,0.005
480,0.005,0.,0.005
481,0.007,0.,0.007
482,0.005,0.,0.005
483,0.005,0.,0.005
484,0.005,0.,0.005
485,0.006,0.,0.006
486,0.005,0.,0.005
487,0.005,0.,0.005
488,0.005,0.,0.005
489,0.005,0.,0.005
490,0.007,0.,0.007
491,0.005,0.,0.005
492,0.005,0.,0.005
493,0.005,0.,0.005
494,0.006,0.,0.006
495,0.005,0.,0.005
496,0.005,0.,0.005
497,0.005,0.,0.005
498,0.007,0.,0.007
499,0.005,0.,0.005
500,0.005,0.,0.005
600,0.009,0.003,0.005
800,0.047,0.007,0.039
1000,0.011,0.,0.011
1200,0.016,0.,0.016
1400,0.016,0.,0.016
1600,0.022,0.,0.022
1800,0.023,0.,0.023
2000,0.031,0.,0.031
2200,0.03,0.,0.03
2400,0.035,0.,0.035
2600,0.033,0.003,0.029
2800,0.044,0.,0.044
3000,0.048,0.,0.048
3200,0.045,0.,0.045
3400,0.053,0.,0.053
3600,0.05,0.,0.05
3800,0.055,0.003,0.052
4000,0.064,0.,0.064
4200,0.06,0.,0.06
4400,0.063,0.,0.063
4600,0.065,0.,0.065
4800,0.07,0.,0.07
5000,0.072,0.,0.072
5200,0.07,0.003,0.066
5400,0.082,0.,0.082
5600,0.087,0.,0.087
5800,0.085,0.,0.085
6000,0.082,0.,0.082
6200,0.083,0.,0.083
6400,0.083,0.,0.083
6600,0.083,0.,0.083
6800,0.087,0.,0.087
7000,0.093,0.,0.093
7200,0.095,0.,0.095
7400,0.097,0.,0.097
7600,0.1,0.,0.1
7800,0.118,0.,0.118
8000,0.125,0.,0.125
8200,0.129,0.,0.129
8400,0.134,0.,0.134
8600,0.135,0.,0.135
8800,0.131,0.,0.131
9000,0.132,0.,0.132
9200,0.134,0.,0.134
9400,0.131,0.,0.131
9600,0.132,0.,0.132
9800,0.131,0.,0.131
10000,0.132,0.,0.132
10200,0.131,0.,0.131
10400,0.146,0.,0.146
10600,0.154,0.,0.154
10800,0.162,0.,0.162
11000,0.17,0.,0.17
11200,0.18,0.,0.18
11400,0.187,0.,0.187
11600,0.194,0.,0.194
11800,0.204,0.,0.204
12000,0.202,0.,0.202
12200,0.198,0.,0.198
12400,0.2,0.,0.2
12600,0.203,0.,0.203
12800,0.205,0.,0.205
13000,0.223,0.,0.223
13200,0.232,0.,0.232
13400,0.237,0.,0.237
13600,0.242,0.,0.242
13800,0.248,0.,0.248
14000,0.254,0.,0.254
14200,0.266,0.,0.266
14400,0.273,0.,0.273
14600,0.28,0.,0.28
14800,0.292,0.,0.292
15000,0.296,0.,0.296
15200,0.302,0.,0.302
15400,0.313,0.,0.313
15600,0.36,0.,0.359
15800,0.335,0.,0.335
16000,0.336,0.003,0.332
16200,0.345,0.,0.345
16400,0.354,0.,0.354
16600,0.363,0.,0.363
16800,0.369,0.,0.369
17000,0.377,0.,0.377
17200,0.376,0.,0.376
17400,0.375,0.,0.375
17600,0.379,0.,0.379
17800,0.372,0.,0.372
18000,0.37,0.,0.37
18200,0.386,0.,0.386
18400,0.383,0.,0.383
18600,0.383,0.,0.383
18800,0.378,0.,0.378
19000,0.369,0.,0.369
19200,0.36,0.,0.36
19400,0.344,0.,0.344
19600,0.328,0.,0.328
19800,0.322,0.,0.322
20000,0.323,0.,0.323
