param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.001,0.,0.001
2,0.,0.,0.,0.001,0.,0.001
3,0.,0.,0.,0.002,0.,0.001
4,0.,0.,0.,0.003,0.,0.002
5,0.,0.,0.,0.004,0.,0.003
6,0.,0.,0.,0.004,0.,0.004
7,0.,0.,0.,0.005,0.001,0.004
8,0.,0.,0.,0.006,0.,0.005
9,0.,0.,0.,0.007,0.,0.006
10,0.,0.,0.,0.008,0.001,0.007
11,0.,0.,0.,0.009,0.,0.008
12,0.,0.,0.,0.044,0.006,0.038
13,0.,0.,0.,0.01,0.,0.01
14,0.,0.,0.,0.01,0.,0.01
15,0.,0.,0.,0.012,0.,0.012
16,0.,0.,0.,0.013,0.,0.013
17,0.,0.,0.,0.015,0.,0.015
18,0.,0.,0.,0.015,0.,0.015
19,0.,0.,0.,0.017,0.,0.017
20,0.,0.,0.,0.021,0.,0.021
21,0.001,0.,0.001,0.019,0.,0.019
22,0.001,0.,0.001,0.021,0.,0.021
23,0.001,0.,0.001,0.025,0.,0.024
24,0.001,0.,0.001,0.024,0.,0.024
25,0.001,0.,0.001,0.026,0.,0.026
26,0.001,0.,0.001,0.028,0.,0.028
27,0.001,0.,0.001,0.03,0.,0.03
28,0.001,0.,0.001,0.033,0.,0.033
29,0.001,0.,0.001,0.035,0.,0.035
30,0.001,0.,0.001,0.036,0.,0.036
31,0.001,0.,0.,0.041,0.,0.041
32,0.001,0.,0.001,0.042,0.,0.042
33,0.001,0.,0.001,0.048,0.,0.048
34,0.001,0.,0.001,0.048,0.,0.048
35,0.001,0.,0.001,0.053,0.,0.053
36,0.001,0.,0.001,0.053,0.,0.052
37,0.001,0.,0.001,0.055,0.,0.055
38,0.001,0.,0.001,0.058,0.,0.058
39,0.001,0.,0.001,0.063,0.,0.063
40,0.001,0.,0.001,0.066,0.,0.066
41,0.001,0.,0.001,0.069,0.,0.069
42,0.001,0.,0.001,0.074,0.,0.074
43,0.001,0.,0.001,0.075,0.,0.075
44,0.004,0.,0.004,0.08,0.,0.08
45,0.001,0.,0.001,0.086,0.,0.086
46,0.001,0.,0.001,0.089,0.,0.088
47,0.002,0.,0.002,0.096,0.,0.096
48,0.002,0.,0.002,0.097,0.,0.097
49,0.002,0.,0.002,0.101,0.,0.1
50,0.002,0.,0.002,0.114,0.,0.114
51,0.002,0.,0.002,0.118,0.,0.118
52,0.002,0.,0.002,0.115,0.,0.115
53,0.002,0.,0.002,0.117,0.001,0.116
54,0.002,0.,0.001,0.131,0.002,0.128
55,0.002,0.,0.002,0.132,0.,0.131
56,0.002,0.,0.002,0.135,0.,0.134
57,0.002,0.,0.002,0.134,0.,0.134
58,0.002,0.,0.002,0.137,0.,0.137
59,0.002,0.,0.002,0.143,0.,0.143
60,0.002,0.,0.002,0.154,0.,0.154
61,0.002,0.,0.002,0.165,0.001,0.163
62,0.002,0.,0.002,0.17,0.,0.169
63,0.002,0.,0.002,0.176,0.,0.175
64,0.002,0.,0.002,0.182,0.,0.182
65,0.002,0.,0.002,0.194,0.,0.194
66,0.002,0.,0.002,0.214,0.,0.213
67,0.002,0.,0.002,0.201,0.,0.2
68,0.002,0.,0.002,0.207,0.,0.206
69,0.002,0.,0.002,0.237,0.,0.236
70,0.002,0.,0.002,0.218,0.001,0.216
71,0.002,0.,0.002,0.226,0.,0.226
72,0.002,0.,0.002,0.229,0.,0.229
73,0.002,0.,0.002,0.239,0.001,0.238
74,0.002,0.,0.002,0.254,0.001,0.252
75,0.002,0.,0.002,0.26,0.,0.259
76,0.002,0.,0.002,0.263,0.001,0.262
77,0.002,0.,0.002,0.277,0.,0.277
78,0.002,0.,0.002,0.282,0.001,0.281
79,0.002,0.,0.002,0.291,0.,0.291
80,0.003,0.,0.003,0.316,0.,0.316
81,0.003,0.,0.003,0.324,0.,0.324
82,0.003,0.,0.003,0.331,0.002,0.327
83,0.003,0.,0.003,0.329,0.,0.329
84,0.003,0.,0.003,0.33,0.,0.33
85,0.003,0.,0.003,0.347,0.,0.347
86,0.003,0.,0.003,0.363,0.,0.363
87,0.003,0.,0.003,0.365,0.,0.365
88,0.003,0.,0.003,0.379,0.,0.379
89,0.003,0.,0.003,0.392,0.,0.392
90,0.003,0.,0.003,0.421,0.,0.42
91,0.003,0.,0.003,0.425,0.,0.425
92,0.003,0.,0.003,0.421,0.,0.421
93,0.003,0.,0.003,0.427,0.,0.427
