param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.002,0.,0.002
2,0.,0.,0.,0.002,0.,0.002
3,0.,0.,0.,0.004,0.,0.004
4,0.,0.,0.,0.005,0.003,0.001
5,0.,0.,0.,0.006,0.,0.006
6,0.,0.,0.,0.049,0.001,0.047
7,0.,0.,0.,0.008,0.,0.008
8,0.,0.,0.,0.009,0.,0.009
9,0.,0.,0.,0.011,0.,0.011
10,0.,0.,0.,0.013,0.,0.013
11,0.001,0.,0.001,0.016,0.,0.016
12,0.001,0.,0.001,0.016,0.,0.016
13,0.001,0.,0.001,0.018,0.,0.018
14,0.001,0.,0.001,0.023,0.,0.023
15,0.001,0.,0.001,0.023,0.,0.023
16,0.001,0.,0.001,0.026,0.,0.026
17,0.001,0.,0.,0.028,0.,0.028
18,0.001,0.,0.001,0.033,0.,0.033
19,0.001,0.,0.001,0.035,0.,0.035
20,0.001,0.,0.001,0.036,0.,0.036
21,0.001,0.,0.001,0.044,0.,0.044
22,0.001,0.,0.001,0.043,0.,0.043
23,0.001,0.,0.001,0.049,0.,0.049
24,0.001,0.,0.,0.052,0.,0.051
25,0.001,0.,0.001,0.057,0.,0.057
26,0.001,0.,0.001,0.059,0.,0.059
27,0.001,0.,0.001,0.065,0.,0.065
28,0.001,0.,0.001,0.067,0.,0.067
29,0.001,0.,0.001,0.076,0.,0.076
30,0.002,0.,0.002,0.081,0.,0.081
31,0.002,0.,0.002,0.082,0.,0.082
32,0.002,0.,0.002,0.085,0.,0.085
33,0.002,0.,0.002,0.099,0.,0.099
34,0.002,0.,0.002,0.108,0.,0.107
35,0.002,0.,0.002,0.115,0.,0.115
36,0.002,0.,0.002,0.124,0.001,0.123
37,0.002,0.,0.002,0.129,0.,0.129
38,0.002,0.,0.002,0.13,0.,0.13
39,0.002,0.,0.002,0.128,0.,0.128
40,0.002,0.,0.002,0.134,0.,0.134
41,0.002,0.,0.002,0.14,0.,0.14
42,0.002,0.,0.002,0.151,0.,0.15
43,0.002,0.,0.002,0.159,0.001,0.157
44,0.005,0.,0.005,0.163,0.,0.163
45,0.004,0.,0.004,0.174,0.,0.174
46,0.002,0.,0.002,0.184,0.,0.183
47,0.002,0.,0.002,0.198,0.001,0.196
48,0.002,0.,0.002,0.218,0.001,0.217
49,0.003,0.,0.003,0.218,0.,0.218
50,0.003,0.,0.003,0.234,0.,0.233
51,0.003,0.,0.003,0.246,0.,0.245
52,0.003,0.,0.003,0.252,0.,0.251
53,0.003,0.,0.003,0.248,0.,0.247
54,0.003,0.,0.003,0.258,0.,0.256
55,0.005,0.,0.005,0.27,0.,0.269
56,0.003,0.,0.003,0.284,0.,0.284
57,0.003,0.,0.003,0.295,0.,0.295
58,0.003,0.,0.003,0.301,0.,0.301
59,0.003,0.,0.003,0.316,0.,0.316
60,0.006,0.,0.006,0.35,0.,0.35
61,0.003,0.,0.003,0.358,0.,0.358
62,0.003,0.,0.003,0.365,0.,0.365
63,0.003,0.,0.003,0.368,0.001,0.366
64,0.003,0.,0.003,0.367,0.,0.367
65,0.003,0.,0.003,0.39,0.,0.389
66,0.003,0.,0.003,0.403,0.,0.403
