param-n,abstract-regression-quadratic-real,abstract-regression-quadratic-sys,abstract-regression-quadratic-user,close-abstract-regression-quadratic-real,close-abstract-regression-quadratic-sys,close-abstract-regression-quadratic-user,ssr-rewrite!-regression-quadratic-real,ssr-rewrite!-regression-quadratic-sys,ssr-rewrite!-regression-quadratic-user,ssr-rewrite?-noop-regression-linear-real,ssr-rewrite?-noop-regression-linear-sys,ssr-rewrite?-noop-regression-linear-user
28,0.014,0.,0.014,0.007,0.,0.007,0.006,0.,0.006,0.,0.,0.
29,0.016,0.,0.016,0.007,0.,0.007,0.008,0.,0.008,0.,0.,0.
30,0.018,0.,0.018,0.008,0.,0.008,0.01,0.,0.01,0.,0.,0.
31,0.017,0.,0.017,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
32,0.019,0.,0.019,0.009,0.,0.009,0.01,0.,0.01,0.,0.,0.
33,0.019,0.,0.019,0.009,0.,0.009,0.009,0.,0.009,0.,0.,0.
34,0.023,0.,0.023,0.01,0.,0.01,0.012,0.,0.012,0.,0.,0.
35,0.021,0.,0.021,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
36,0.023,0.,0.023,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
37,0.023,0.,0.023,0.012,0.,0.012,0.011,0.,0.011,0.,0.,0.
38,0.027,0.,0.027,0.012,0.,0.012,0.014,0.,0.014,0.,0.,0.
39,0.027,0.,0.027,0.014,0.,0.014,0.012,0.,0.012,0.,0.,0.
40,0.027,0.,0.027,0.014,0.,0.014,0.013,0.,0.013,0.,0.,0.
41,0.029,0.,0.029,0.014,0.,0.014,0.014,0.,0.014,0.,0.,0.
42,0.03,0.,0.03,0.015,0.,0.015,0.015,0.,0.015,0.,0.,0.
43,0.033,0.,0.033,0.018,0.,0.018,0.014,0.,0.014,0.,0.,0.
44,0.033,0.,0.033,0.017,0.,0.017,0.015,0.,0.015,0.,0.,0.
45,0.033,0.,0.033,0.017,0.,0.017,0.015,0.,0.015,0.,0.,0.
46,0.036,0.,0.036,0.018,0.,0.018,0.017,0.,0.017,0.,0.,0.
47,0.037,0.,0.037,0.019,0.,0.019,0.018,0.,0.018,0.,0.,0.
48,0.039,0.,0.039,0.019,0.,0.019,0.019,0.,0.019,0.,0.,0.
49,0.041,0.,0.041,0.021,0.,0.021,0.019,0.,0.019,0.,0.,0.
50,0.083,0.009,0.074,0.02,0.,0.02,0.062,0.008,0.053,0.,0.,0.
51,0.046,0.,0.046,0.022,0.,0.022,0.022,0.,0.022,0.,0.,0.
52,0.045,0.,0.045,0.023,0.,0.023,0.021,0.,0.021,0.,0.,0.
53,0.048,0.,0.047,0.025,0.,0.024,0.022,0.,0.022,0.,0.,0.
54,0.049,0.,0.049,0.026,0.,0.026,0.022,0.,0.022,0.,0.,0.
55,0.051,0.,0.051,0.027,0.,0.027,0.023,0.,0.023,0.,0.,0.
56,0.054,0.,0.054,0.028,0.,0.028,0.026,0.,0.026,0.,0.,0.
57,0.056,0.,0.056,0.03,0.,0.03,0.025,0.,0.025,0.,0.,0.
58,0.057,0.,0.057,0.03,0.,0.03,0.025,0.,0.025,0.,0.,0.
59,0.061,0.,0.061,0.031,0.,0.031,0.029,0.,0.029,0.,0.,0.
60,0.06,0.,0.06,0.032,0.,0.032,0.027,0.,0.027,0.,0.,0.
61,0.064,0.,0.064,0.034,0.,0.034,0.029,0.,0.029,0.,0.,0.
62,0.064,0.,0.064,0.034,0.,0.034,0.029,0.,0.029,0.,0.,0.
63,0.069,0.,0.069,0.036,0.,0.036,0.032,0.,0.032,0.,0.,0.
64,0.07,0.,0.07,0.036,0.,0.036,0.033,0.,0.033,0.,0.,0.
65,0.069,0.,0.069,0.037,0.,0.037,0.031,0.,0.031,0.,0.,0.
66,0.073,0.,0.073,0.039,0.,0.039,0.033,0.,0.033,0.,0.,0.
67,0.077,0.,0.077,0.041,0.,0.041,0.035,0.,0.035,0.,0.,0.
68,0.079,0.,0.079,0.043,0.,0.043,0.035,0.,0.035,0.,0.,0.
69,0.083,0.,0.083,0.045,0.,0.045,0.037,0.,0.037,0.,0.,0.
70,0.085,0.,0.085,0.045,0.,0.045,0.039,0.,0.039,0.,0.,0.
71,0.088,0.,0.088,0.047,0.,0.047,0.04,0.,0.04,0.,0.,0.
72,0.087,0.,0.087,0.047,0.,0.047,0.039,0.,0.039,0.,0.,0.
73,0.089,0.,0.089,0.048,0.,0.048,0.04,0.,0.04,0.,0.,0.
74,0.091,0.,0.091,0.049,0.,0.049,0.041,0.,0.041,0.,0.,0.
75,0.092,0.,0.092,0.05,0.,0.05,0.042,0.,0.042,0.,0.,0.
76,0.095,0.,0.095,0.051,0.,0.051,0.043,0.,0.043,0.,0.,0.
77,0.1,0.,0.1,0.052,0.,0.052,0.046,0.,0.046,0.,0.,0.
78,0.109,0.,0.109,0.058,0.,0.058,0.051,0.,0.051,0.,0.,0.
79,0.104,0.,0.104,0.056,0.,0.056,0.047,0.,0.047,0.,0.,0.
80,0.105,0.,0.105,0.056,0.,0.056,0.048,0.,0.048,0.,0.,0.
81,0.108,0.,0.108,0.057,0.,0.057,0.05,0.,0.05,0.,0.,0.
82,0.107,0.,0.106,0.055,0.,0.055,0.05,0.,0.049,0.,0.,0.
83,0.111,0.,0.111,0.059,0.,0.059,0.051,0.,0.051,0.,0.,0.
84,0.114,0.,0.114,0.058,0.,0.058,0.055,0.,0.055,0.,0.,0.
85,0.114,0.,0.114,0.061,0.,0.061,0.052,0.,0.052,0.,0.,0.
86,0.117,0.,0.117,0.063,0.,0.063,0.052,0.,0.052,0.,0.,0.
87,0.12,0.,0.12,0.064,0.,0.064,0.055,0.,0.055,0.,0.,0.
88,0.126,0.,0.126,0.069,0.,0.069,0.056,0.,0.056,0.,0.,0.
89,0.127,0.,0.127,0.067,0.,0.067,0.059,0.,0.059,0.,0.,0.
90,0.13,0.,0.13,0.067,0.,0.067,0.062,0.,0.062,0.,0.,0.
91,0.132,0.,0.131,0.072,0.001,0.071,0.059,0.,0.059,0.,0.,0.
92,0.138,0.,0.137,0.074,0.,0.072,0.063,0.,0.063,0.,0.,0.
93,0.138,0.,0.138,0.072,0.,0.072,0.065,0.,0.065,0.,0.,0.
94,0.141,0.,0.14,0.076,0.,0.076,0.063,0.,0.063,0.,0.,0.
95,0.151,0.,0.151,0.082,0.,0.082,0.067,0.,0.067,0.,0.,0.
96,0.16,0.,0.16,0.087,0.,0.087,0.072,0.,0.072,0.,0.,0.
97,0.159,0.,0.159,0.089,0.,0.089,0.069,0.,0.069,0.,0.,0.
98,0.163,0.,0.163,0.089,0.,0.089,0.072,0.,0.072,0.,0.,0.
99,0.166,0.,0.166,0.091,0.,0.091,0.074,0.,0.074,0.,0.,0.
100,0.164,0.,0.164,0.091,0.,0.091,0.072,0.,0.072,0.,0.,0.
110,0.208,0.,0.208,0.119,0.,0.119,0.087,0.,0.087,0.,0.,0.
120,0.25,0.,0.249,0.132,0.,0.132,0.116,0.,0.115,0.,0.,0.
130,0.283,0.,0.283,0.155,0.,0.155,0.127,0.,0.127,0.,0.,0.
140,0.304,0.001,0.303,0.164,0.,0.164,0.139,0.,0.138,0.,0.,0.
150,0.374,0.,0.373,0.203,0.,0.202,0.169,0.,0.169,0.,0.,0.
160,0.401,0.001,0.4,0.217,0.,0.217,0.183,0.,0.182,0.,0.,0.
170,0.454,0.,0.454,0.245,0.,0.245,0.207,0.,0.207,0.,0.,0.
180,0.516,0.,0.516,0.286,0.,0.286,0.229,0.,0.229,0.,0.,0.
190,0.61,0.,0.61,0.339,0.,0.339,0.27,0.,0.27,0.,0.,0.
200,0.654,0.002,0.651,0.359,0.,0.358,0.294,0.001,0.292,0.,0.,0.
210,0.698,0.001,0.696,0.373,0.001,0.371,0.324,0.,0.324,0.,0.,0.
220,0.742,0.003,0.737,0.405,0.,0.404,0.335,0.002,0.332,0.,0.,0.
230,0.804,0.,0.804,0.441,0.,0.441,0.361,0.,0.361,0.,0.,0.
240,0.954,0.,0.954,0.532,0.,0.532,0.42,0.,0.42,0.,0.,0.
250,0.938,0.002,0.935,0.51,0.,0.509,0.427,0.002,0.425,0.,0.,0.
260,1.054,0.001,1.052,0.573,0.001,0.572,0.479,0.,0.478,0.,0.,0.
270,1.107,0.003,1.103,0.604,0.,0.604,0.501,0.003,0.498,0.,0.,0.
280,1.258,0.,1.256,0.685,0.,0.684,0.571,0.,0.57,0.,0.,0.
290,1.282,0.,1.281,0.706,0.,0.706,0.574,0.,0.574,0.,0.,0.
300,1.437,0.006,1.431,0.792,0.001,0.79,0.643,0.003,0.639,0.,0.,0.
310,1.538,0.,1.537,0.877,0.,0.876,0.659,0.,0.659,0.,0.,0.
320,1.577,0.,1.577,0.871,0.,0.871,0.704,0.,0.704,0.,0.,0.
330,1.747,0.,1.747,0.992,0.,0.992,0.753,0.,0.753,0.,0.,0.
340,1.774,0.,1.774,0.961,0.,0.961,0.811,0.,0.811,0.,0.,0.
350,1.917,0.001,1.915,1.076,0.001,1.075,0.84,0.,0.839,0.,0.,0.
360,2.033,0.001,2.031,1.132,0.001,1.131,0.898,0.,0.898,0.,0.,0.
370,2.097,0.002,2.095,1.176,0.,1.176,0.919,0.001,0.917,0.,0.,0.
380,2.243,0.,2.243,1.201,0.,1.201,1.04,0.,1.04,0.,0.,0.
390,2.369,0.,2.369,1.331,0.,1.331,1.036,0.,1.036,0.,0.,0.
400,2.505,0.007,2.497,1.344,0.003,1.34,1.16,0.003,1.156,0.,0.,0.
