param-n,abstract-regression-quadratic-real,abstract-regression-quadratic-sys,abstract-regression-quadratic-user,close-abstract-regression-quadratic-real,close-abstract-regression-quadratic-sys,close-abstract-regression-quadratic-user,ssr-rewrite!-regression-quadratic-real,ssr-rewrite!-regression-quadratic-sys,ssr-rewrite!-regression-quadratic-user,ssr-rewrite?-noop-regression-linear-real,ssr-rewrite?-noop-regression-linear-sys,ssr-rewrite?-noop-regression-linear-user
28,0.028,0.,0.028,0.015,0.,0.015,0.011,0.,0.011,0.,0.,0.
29,0.041,0.,0.041,0.028,0.,0.028,0.012,0.,0.012,0.,0.,0.
30,0.029,0.,0.029,0.015,0.,0.015,0.012,0.,0.012,0.,0.,0.
31,0.033,0.,0.033,0.019,0.,0.019,0.013,0.,0.013,0.,0.,0.
32,0.033,0.,0.032,0.017,0.,0.017,0.014,0.,0.014,0.,0.,0.
33,0.035,0.,0.035,0.02,0.,0.02,0.015,0.,0.015,0.,0.,0.
34,0.037,0.,0.037,0.021,0.,0.021,0.016,0.,0.016,0.,0.,0.
35,0.113,0.,0.113,0.095,0.,0.095,0.017,0.,0.017,0.,0.,0.
36,0.042,0.,0.042,0.023,0.,0.023,0.018,0.,0.018,0.,0.,0.
37,0.047,0.,0.047,0.025,0.,0.025,0.021,0.,0.021,0.,0.,0.
38,0.074,0.,0.074,0.054,0.,0.054,0.019,0.,0.019,0.,0.,0.
39,0.049,0.,0.049,0.028,0.,0.028,0.02,0.,0.02,0.,0.,0.
40,0.053,0.,0.053,0.031,0.,0.031,0.021,0.,0.021,0.,0.,0.
41,0.053,0.,0.053,0.03,0.,0.03,0.022,0.,0.022,0.,0.,0.
42,0.063,0.,0.063,0.04,0.,0.04,0.022,0.,0.022,0.,0.,0.
43,0.077,0.,0.077,0.044,0.,0.044,0.032,0.,0.032,0.,0.,0.
44,0.06,0.,0.06,0.035,0.,0.035,0.024,0.,0.024,0.,0.,0.
45,0.064,0.,0.064,0.037,0.,0.037,0.026,0.,0.026,0.,0.,0.
46,0.086,0.,0.086,0.04,0.,0.04,0.045,0.,0.045,0.,0.,0.
47,0.16,0.,0.16,0.043,0.,0.043,0.116,0.,0.116,0.,0.,0.
48,0.075,0.,0.075,0.043,0.,0.043,0.031,0.,0.031,0.,0.,0.
49,0.093,0.003,0.089,0.045,0.003,0.041,0.047,0.,0.047,0.,0.,0.
50,0.076,0.,0.076,0.045,0.,0.045,0.03,0.,0.03,0.,0.,0.
51,0.078,0.,0.078,0.046,0.,0.046,0.031,0.,0.031,0.,0.,0.
52,0.089,0.,0.089,0.054,0.,0.054,0.034,0.,0.034,0.,0.,0.
53,0.1,0.,0.1,0.051,0.,0.051,0.048,0.,0.048,0.,0.,0.
54,0.12,0.,0.12,0.081,0.,0.081,0.037,0.,0.037,0.,0.,0.
55,0.185,0.,0.185,0.147,0.,0.147,0.036,0.,0.036,0.,0.,0.
56,0.1,0.,0.1,0.057,0.,0.057,0.041,0.,0.041,0.,0.,0.
57,0.12,0.,0.12,0.062,0.,0.062,0.056,0.,0.056,0.,0.,0.
58,0.103,0.,0.103,0.06,0.,0.06,0.042,0.,0.042,0.,0.,0.
59,0.124,0.,0.124,0.079,0.,0.079,0.043,0.,0.043,0.,0.,0.
60,0.127,0.,0.127,0.076,0.,0.076,0.049,0.,0.049,0.,0.,0.
61,0.112,0.,0.112,0.066,0.,0.066,0.045,0.,0.045,0.,0.,0.
62,0.119,0.,0.119,0.071,0.,0.071,0.048,0.,0.048,0.,0.,0.
63,0.125,0.,0.125,0.069,0.,0.069,0.055,0.,0.055,0.,0.,0.
64,0.121,0.,0.121,0.071,0.,0.071,0.048,0.,0.048,0.,0.,0.
65,0.128,0.,0.127,0.077,0.,0.077,0.049,0.,0.049,0.,0.,0.
66,0.14,0.,0.14,0.081,0.,0.081,0.058,0.,0.058,0.,0.,0.
67,0.139,0.,0.139,0.081,0.,0.081,0.056,0.,0.056,0.,0.,0.
68,0.144,0.,0.144,0.085,0.,0.085,0.057,0.,0.057,0.,0.,0.
69,0.158,0.,0.158,0.097,0.,0.097,0.06,0.,0.06,0.,0.,0.
70,0.16,0.,0.16,0.093,0.,0.093,0.066,0.,0.066,0.,0.,0.
71,0.16,0.,0.159,0.096,0.,0.096,0.062,0.,0.062,0.,0.,0.
72,0.162,0.,0.162,0.098,0.,0.098,0.063,0.,0.063,0.,0.,0.
73,0.174,0.003,0.17,0.104,0.,0.104,0.069,0.003,0.065,0.,0.,0.
74,0.172,0.,0.172,0.102,0.,0.102,0.068,0.,0.068,0.,0.,0.
75,0.185,0.,0.185,0.113,0.,0.113,0.07,0.,0.07,0.,0.,0.
76,0.199,0.003,0.195,0.125,0.,0.124,0.072,0.003,0.068,0.,0.,0.
77,0.186,0.004,0.182,0.113,0.004,0.109,0.071,0.,0.071,0.,0.,0.
78,0.185,0.,0.185,0.11,0.,0.11,0.073,0.,0.073,0.,0.,0.
79,0.202,0.003,0.198,0.119,0.,0.119,0.082,0.003,0.078,0.,0.,0.
80,0.2,0.,0.2,0.12,0.,0.12,0.078,0.,0.078,0.,0.,0.
81,0.206,0.,0.206,0.124,0.,0.124,0.081,0.,0.081,0.,0.,0.
82,0.204,0.,0.204,0.122,0.,0.122,0.08,0.,0.08,0.,0.,0.
83,0.2,0.,0.2,0.118,0.,0.118,0.08,0.,0.08,0.,0.,0.
84,0.21,0.,0.21,0.124,0.,0.124,0.085,0.,0.085,0.,0.,0.
85,0.212,0.007,0.204,0.122,0.,0.122,0.088,0.007,0.08,0.,0.,0.
86,0.225,0.007,0.217,0.139,0.007,0.131,0.084,0.,0.084,0.,0.,0.
87,0.227,0.,0.227,0.132,0.,0.132,0.094,0.,0.094,0.,0.,0.
88,0.22,0.,0.22,0.131,0.,0.131,0.088,0.,0.088,0.,0.,0.
89,0.241,0.004,0.237,0.147,0.,0.147,0.093,0.003,0.089,0.,0.,0.
90,0.251,0.,0.25,0.146,0.,0.146,0.103,0.,0.103,0.,0.,0.
91,0.249,0.,0.249,0.146,0.,0.146,0.101,0.,0.101,0.,0.,0.
92,0.249,0.,0.249,0.142,0.,0.142,0.105,0.,0.105,0.,0.,0.
93,0.252,0.,0.252,0.152,0.,0.152,0.098,0.,0.098,0.,0.,0.
94,0.277,0.003,0.273,0.17,0.,0.17,0.105,0.003,0.101,0.,0.,0.
95,0.288,0.008,0.28,0.166,0.003,0.162,0.12,0.004,0.116,0.,0.,0.
96,0.285,0.,0.285,0.171,0.,0.171,0.112,0.,0.112,0.,0.,0.
97,0.294,0.004,0.29,0.176,0.,0.176,0.116,0.003,0.112,0.,0.,0.
98,0.297,0.003,0.293,0.177,0.,0.177,0.119,0.003,0.115,0.,0.,0.
99,0.326,0.008,0.318,0.205,0.008,0.197,0.119,0.,0.119,0.,0.,0.
100,0.329,0.003,0.325,0.198,0.003,0.195,0.129,0.,0.129,0.,0.,0.
110,0.371,0.004,0.367,0.229,0.004,0.225,0.14,0.,0.14,0.,0.,0.
120,0.421,0.007,0.413,0.252,0.004,0.248,0.167,0.003,0.163,0.,0.,0.
130,0.484,0.,0.484,0.287,0.,0.287,0.196,0.,0.196,0.,0.,0.
140,0.56,0.003,0.556,0.34,0.,0.34,0.218,0.003,0.214,0.,0.,0.
150,0.874,0.003,0.87,0.519,0.003,0.515,0.354,0.,0.354,0.,0.,0.
160,0.72,0.004,0.716,0.439,0.003,0.434,0.28,0.,0.28,0.,0.,0.
170,0.936,0.,0.936,0.603,0.,0.603,0.331,0.,0.331,0.,0.,0.
180,0.966,0.,0.966,0.584,0.,0.584,0.381,0.,0.381,0.,0.,0.
190,1.003,0.,1.003,0.588,0.,0.587,0.413,0.,0.413,0.,0.,0.
200,1.298,0.,1.298,0.817,0.,0.817,0.479,0.,0.479,0.,0.,0.
210,1.226,0.,1.226,0.731,0.,0.731,0.492,0.,0.492,0.,0.,0.
220,1.346,0.,1.346,0.811,0.,0.811,0.532,0.,0.532,0.,0.,0.
230,1.533,0.,1.532,0.947,0.,0.947,0.582,0.,0.582,0.,0.,0.
240,1.61,0.,1.61,0.959,0.,0.959,0.649,0.,0.649,0.,0.,0.
250,1.823,0.007,1.814,1.047,0.,1.047,0.774,0.007,0.766,0.,0.,0.
260,1.861,0.011,1.849,1.109,0.,1.109,0.75,0.011,0.738,0.,0.,0.
270,2.11,0.,2.11,1.313,0.,1.313,0.795,0.,0.795,0.,0.,0.
280,2.169,0.,2.169,1.3,0.,1.3,0.867,0.,0.867,0.,0.,0.
290,2.365,0.007,2.357,1.459,0.007,1.451,0.904,0.,0.904,0.,0.,0.
300,2.537,0.003,2.533,1.534,0.003,1.53,1.002,0.,1.001,0.,0.,0.
310,2.705,0.,2.705,1.61,0.,1.61,1.093,0.,1.093,0.,0.,0.
320,2.88,0.011,2.868,1.762,0.003,1.758,1.116,0.007,1.108,0.,0.,0.
330,2.99,0.,2.99,1.747,0.,1.747,1.24,0.,1.24,0.,0.,0.
340,3.127,0.003,3.123,1.87,0.,1.87,1.255,0.003,1.251,0.,0.,0.
350,3.549,0.011,3.537,2.273,0.011,2.261,1.274,0.,1.274,0.,0.,0.
360,3.546,0.,3.546,2.092,0.,2.092,1.451,0.,1.451,0.,0.,0.
370,3.809,0.011,3.797,2.34,0.007,2.332,1.466,0.003,1.462,0.,0.,0.
380,3.986,0.003,3.981,2.38,0.003,2.376,1.603,0.,1.603,0.,0.,0.
390,4.325,0.,4.322,2.712,0.,2.709,1.61,0.,1.61,0.,0.,0.
400,4.617,0.031,4.584,2.877,0.011,2.865,1.738,0.019,1.717,0.,0.,0.
