param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.003,0.,0.003
2,0.,0.,0.,0.004,0.,0.004
3,0.,0.,0.,0.005,0.,0.005
4,0.001,0.,0.,0.007,0.,0.007
5,0.001,0.,0.001,0.01,0.,0.01
6,0.001,0.,0.001,0.012,0.,0.012
7,0.001,0.,0.001,0.013,0.,0.013
8,0.001,0.,0.001,0.015,0.,0.015
9,0.001,0.,0.001,0.018,0.,0.018
10,0.001,0.,0.001,0.021,0.,0.021
11,0.002,0.,0.002,0.031,0.,0.031
12,0.001,0.,0.001,0.026,0.,0.026
13,0.001,0.,0.001,0.034,0.,0.034
14,0.002,0.,0.002,0.045,0.,0.045
15,0.001,0.,0.001,0.036,0.,0.036
16,0.002,0.,0.002,0.039,0.,0.039
17,0.002,0.,0.002,0.043,0.,0.043
18,0.002,0.,0.002,0.065,0.,0.065
19,0.002,0.,0.001,0.053,0.003,0.05
20,0.002,0.,0.002,0.059,0.,0.059
21,0.002,0.,0.002,0.066,0.,0.066
22,0.002,0.,0.002,0.146,0.,0.146
23,0.002,0.,0.002,0.075,0.,0.075
24,0.002,0.,0.002,0.109,0.,0.109
25,0.002,0.,0.002,0.086,0.,0.086
26,0.002,0.,0.002,0.1,0.,0.1
27,0.002,0.,0.002,0.11,0.,0.11
28,0.002,0.,0.002,0.104,0.,0.104
29,0.003,0.,0.003,0.126,0.,0.126
30,0.003,0.,0.003,0.206,0.003,0.202
31,0.003,0.,0.003,0.14,0.,0.14
32,0.003,0.,0.003,0.134,0.,0.134
33,0.003,0.,0.003,0.152,0.,0.152
34,0.003,0.,0.003,0.169,0.,0.169
35,0.005,0.,0.005,0.253,0.,0.253
36,0.003,0.,0.003,0.191,0.,0.191
37,0.004,0.,0.004,0.181,0.,0.181
38,0.003,0.,0.003,0.204,0.,0.204
39,0.003,0.,0.003,0.258,0.,0.258
40,0.004,0.,0.004,0.222,0.,0.222
41,0.004,0.,0.004,0.232,0.,0.232
42,0.004,0.,0.004,0.233,0.007,0.225
43,0.004,0.,0.004,0.264,0.,0.264
44,0.004,0.,0.004,0.272,0.,0.272
45,0.004,0.,0.004,0.264,0.,0.258
46,0.004,0.,0.004,0.271,0.,0.271
47,0.004,0.,0.004,0.287,0.,0.287
48,0.004,0.,0.004,0.298,0.007,0.29
49,0.004,0.,0.004,0.311,0.,0.311
50,0.004,0.,0.004,0.333,0.,0.333
51,0.005,0.,0.005,0.331,0.,0.331
52,0.005,0.,0.005,0.337,0.,0.337
53,0.005,0.,0.005,0.423,0.,0.423
54,0.005,0.,0.005,0.394,0.003,0.39
55,0.005,0.,0.005,0.418,0.,0.418
