param-n,fast-rewrite-regression-cubic-real,fast-rewrite-regression-cubic-sys,fast-rewrite-regression-cubic-user,pose-build-and-refine-regression-cubic-real,pose-build-and-refine-regression-cubic-sys,pose-build-and-refine-regression-cubic-user,refine-regression-quadratic-regression-linear-real,refine-regression-quadratic-regression-linear-sys,refine-regression-quadratic-regression-linear-user
33,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
34,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
35,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
36,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
37,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
38,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
39,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
40,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
41,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
42,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.
43,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
44,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
45,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
46,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
47,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
48,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
49,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
50,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
51,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
52,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
53,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
54,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
55,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.
56,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
57,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
58,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
59,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
60,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
61,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
62,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
63,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
64,0.004,0.,0.004,0.004,0.,0.004,0.,0.,0.
65,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
66,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
67,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
68,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
69,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
70,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
71,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
72,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
73,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
74,0.005,0.,0.005,0.005,0.,0.005,0.,0.,0.
75,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
76,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
77,0.012,0.,0.012,0.012,0.,0.012,0.,0.,0.
78,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
79,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
80,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
81,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
82,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
83,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
84,0.006,0.,0.006,0.006,0.,0.006,0.,0.,0.
85,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
86,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
87,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
88,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
89,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
90,0.007,0.002,0.004,0.007,0.002,0.004,0.,0.,0.
91,0.062,0.,0.062,0.062,0.,0.062,0.,0.,0.
92,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
93,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
94,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
95,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
96,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
97,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
98,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
99,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
100,0.01,0.,0.01,0.01,0.,0.01,0.,0.,0.
110,0.037,0.,0.037,0.037,0.,0.037,0.,0.,0.
120,0.011,0.,0.011,0.011,0.,0.011,0.,0.,0.
130,0.012,0.,0.012,0.012,0.,0.012,0.001,0.,0.001
140,0.016,0.,0.016,0.016,0.,0.016,0.001,0.,0.001
150,0.018,0.,0.017,0.018,0.,0.017,0.001,0.,0.001
160,0.016,0.,0.016,0.016,0.,0.016,0.001,0.,0.001
170,0.035,0.,0.035,0.035,0.,0.035,0.001,0.,0.001
180,0.019,0.,0.019,0.019,0.,0.019,0.001,0.,0.001
190,0.024,0.,0.024,0.024,0.,0.024,0.001,0.,0.001
200,0.057,0.001,0.055,0.057,0.001,0.055,0.001,0.,0.001
210,0.024,0.,0.024,0.024,0.,0.024,0.001,0.,0.001
220,0.026,0.,0.026,0.026,0.,0.026,0.001,0.,0.001
230,0.027,0.,0.027,0.027,0.,0.027,0.001,0.,0.001
240,0.03,0.,0.03,0.03,0.,0.03,0.001,0.,0.001
250,0.047,0.,0.047,0.047,0.,0.047,0.002,0.,0.002
260,0.038,0.,0.038,0.038,0.,0.038,0.002,0.,0.002
270,0.04,0.,0.04,0.04,0.,0.04,0.002,0.,0.002
280,0.038,0.,0.038,0.038,0.,0.038,0.002,0.,0.002
290,0.047,0.,0.047,0.047,0.,0.047,0.002,0.,0.002
300,0.042,0.,0.042,0.042,0.,0.042,0.002,0.,0.002
310,0.045,0.,0.045,0.045,0.,0.045,0.002,0.,0.002
320,0.05,0.,0.05,0.05,0.,0.05,0.002,0.,0.002
330,0.112,0.,0.112,0.112,0.,0.112,0.002,0.,0.002
340,0.056,0.,0.056,0.056,0.,0.056,0.002,0.,0.002
350,0.055,0.,0.055,0.055,0.,0.055,0.003,0.,0.003
360,0.086,0.,0.086,0.086,0.,0.086,0.003,0.,0.003
370,0.063,0.,0.063,0.063,0.,0.063,0.003,0.,0.003
380,0.077,0.003,0.074,0.077,0.003,0.074,0.002,0.,0.002
390,0.065,0.,0.065,0.065,0.,0.065,0.003,0.,0.003
400,0.075,0.,0.075,0.075,0.,0.075,0.002,0.,0.002
410,0.076,0.003,0.072,0.076,0.003,0.072,0.003,0.,0.003
420,0.086,0.,0.086,0.086,0.,0.086,0.003,0.,0.003
430,0.077,0.,0.077,0.077,0.,0.077,0.003,0.,0.003
440,0.084,0.,0.084,0.084,0.,0.084,0.003,0.,0.003
450,0.093,0.,0.093,0.093,0.,0.093,0.003,0.,0.003
460,0.089,0.,0.089,0.089,0.,0.089,0.004,0.,0.004
470,0.091,0.,0.091,0.091,0.,0.091,0.004,0.,0.004
480,0.104,0.,0.104,0.104,0.,0.104,0.008,0.,0.008
490,0.097,0.,0.097,0.097,0.,0.097,0.004,0.,0.004
500,0.113,0.003,0.109,0.113,0.003,0.109,0.004,0.,0.004
510,0.119,0.,0.119,0.119,0.,0.119,0.004,0.,0.004
520,0.125,0.,0.125,0.125,0.,0.125,0.014,0.,0.014
530,0.12,0.,0.12,0.12,0.,0.12,0.004,0.,0.004
540,0.128,0.004,0.123,0.128,0.004,0.123,0.004,0.,0.004
550,0.14,0.,0.139,0.14,0.,0.139,0.004,0.,0.004
560,0.146,0.,0.146,0.146,0.,0.146,0.004,0.,0.004
570,0.153,0.,0.153,0.153,0.,0.153,0.004,0.,0.004
580,0.158,0.003,0.154,0.158,0.003,0.154,0.004,0.,0.004
590,0.156,0.,0.156,0.156,0.,0.156,0.005,0.,0.005
600,0.151,0.,0.151,0.151,0.,0.151,0.005,0.,0.005
610,0.152,0.,0.152,0.152,0.,0.152,0.005,0.,0.005
620,0.174,0.,0.172,0.174,0.,0.172,0.005,0.,0.005
630,0.167,0.,0.167,0.167,0.,0.167,0.004,0.,0.004
640,0.17,0.,0.17,0.17,0.,0.17,0.004,0.,0.004
650,0.18,0.,0.18,0.18,0.,0.18,0.005,0.,0.005
660,0.175,0.,0.175,0.175,0.,0.175,0.005,0.,0.005
670,0.186,0.,0.186,0.186,0.,0.186,0.005,0.,0.005
680,0.189,0.,0.189,0.189,0.,0.189,0.005,0.,0.005
690,0.196,0.,0.196,0.196,0.,0.196,0.005,0.,0.005
700,0.232,0.,0.232,0.232,0.,0.232,0.005,0.,0.005
710,0.217,0.003,0.213,0.217,0.003,0.213,0.004,0.,0.004
720,0.235,0.,0.234,0.235,0.,0.234,0.022,0.,0.022
730,0.225,0.,0.224,0.225,0.,0.224,0.005,0.,0.005
740,0.238,0.,0.238,0.238,0.,0.238,0.005,0.,0.005
750,0.228,0.,0.228,0.228,0.,0.228,0.01,0.,0.01
760,0.225,0.,0.224,0.224,0.,0.224,0.006,0.,0.006
770,0.228,0.003,0.224,0.228,0.003,0.224,0.005,0.,0.005
780,0.246,0.,0.246,0.246,0.,0.246,0.006,0.,0.006
790,0.24,0.,0.24,0.24,0.,0.24,0.006,0.,0.006
800,0.246,0.,0.246,0.246,0.,0.246,0.005,0.,0.005
810,0.256,0.,0.256,0.256,0.,0.256,0.006,0.,0.006
820,0.286,0.,0.286,0.286,0.,0.286,0.01,0.,0.01
830,0.29,0.,0.29,0.29,0.,0.29,0.006,0.,0.006
840,0.292,0.,0.292,0.292,0.,0.292,0.006,0.,0.006
850,0.296,0.,0.296,0.296,0.,0.296,0.006,0.,0.006
860,0.304,0.,0.304,0.304,0.,0.304,0.006,0.,0.006
870,0.311,0.,0.311,0.311,0.,0.311,0.007,0.,0.007
880,0.303,0.,0.303,0.303,0.,0.303,0.006,0.,0.006
890,0.303,0.001,0.302,0.303,0.001,0.302,0.011,0.,0.011
900,0.312,0.,0.312,0.312,0.,0.312,0.011,0.,0.011
910,0.315,0.,0.315,0.315,0.,0.315,0.007,0.,0.007
920,0.321,0.,0.321,0.321,0.,0.321,0.007,0.,0.007
930,0.358,0.,0.358,0.358,0.,0.358,0.007,0.,0.007
940,0.358,0.,0.358,0.358,0.,0.358,0.007,0.,0.007
950,0.364,0.,0.364,0.364,0.,0.364,0.011,0.,0.011
960,0.371,0.,0.371,0.371,0.,0.371,0.007,0.,0.007
970,0.373,0.,0.373,0.373,0.,0.373,0.007,0.,0.007
980,0.36,0.,0.36,0.36,0.,0.36,0.007,0.,0.007
990,0.41,0.004,0.403,0.41,0.004,0.403,0.011,0.,0.011
1000,0.383,0.,0.383,0.383,0.,0.383,0.01,0.,0.01
1100,0.479,0.,0.479,0.479,0.,0.479,0.013,0.,0.013
1200,0.567,0.,0.567,0.567,0.,0.567,0.01,0.,0.01
1300,0.653,0.,0.653,0.653,0.,0.653,0.01,0.,0.01
1400,0.751,0.,0.75,0.75,0.,0.75,0.011,0.,0.011
1500,0.801,0.,0.801,0.8,0.,0.8,0.012,0.,0.012
1600,0.912,0.,0.912,0.912,0.,0.912,0.012,0.,0.012
1700,1.025,0.,1.025,1.025,0.,1.025,0.013,0.,0.013
1800,1.224,0.,1.223,1.224,0.,1.223,0.015,0.,0.015
1900,1.354,0.,1.354,1.354,0.,1.354,0.015,0.,0.015
2000,1.422,0.,1.422,1.422,0.,1.422,0.017,0.,0.017
3000,3.212,0.,3.212,3.212,0.,3.212,0.028,0.,0.028
4000,5.701,0.,5.701,5.701,0.,5.701,0.043,0.,0.043
5000,8.876,0.,8.875,8.876,0.,8.875,0.046,0.,0.046
