param-0-nm,param-1-n,param-2-m,param-3-input-size,param-4-output-size,param-5-num-rewrites,autorewrite-regression-cubic-real,autorewrite-regression-cubic-sys,autorewrite-regression-cubic-user,rewrite!-regression-cubic-real,rewrite!-regression-cubic-sys,rewrite!-regression-cubic-user,rewrite-strat(bottomup)-regression-cubic-real,rewrite-strat(bottomup)-regression-cubic-sys,rewrite-strat(bottomup)-regression-cubic-user,rewrite-strat(topdown)-regression-cubic-real,rewrite-strat(topdown)-regression-cubic-sys,rewrite-strat(topdown)-regression-cubic-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user,ssr-rewrite!-regression-cubic-real,ssr-rewrite!-regression-cubic-sys,ssr-rewrite!-regression-cubic-user
30,0,30,63,3,30,,,,,,,0.013,0.,0.013,0.004,0.,0.004,,,,,,
30,1,10,67,7,30,,,,,,,0.012,0.,0.012,0.004,0.,0.004,0.008,0.,0.008,,,
30,3,2,91,31,30,0.002,0.,0.002,0.002,0.,0.002,0.014,0.001,0.013,0.003,0.,0.003,0.009,0.002,0.007,0.002,0.,0.002
31,0,31,65,3,31,0.006,0.001,0.005,0.006,0.001,0.005,0.014,0.,0.014,0.004,0.,0.004,0.011,0.,0.01,0.005,0.002,0.003
31,4,1,125,63,31,0.002,0.,0.002,0.001,0.,0.001,0.01,0.,0.01,0.004,0.,0.004,0.007,0.,0.007,0.001,0.,0.001
32,0,32,67,3,32,,,,,,,0.015,0.,0.015,0.004,0.,0.004,,,,,,
33,0,33,69,3,33,,,,,,,0.015,0.,0.015,0.004,0.,0.004,,,,,,
33,1,11,73,7,33,0.004,0.,0.004,0.004,0.,0.004,0.015,0.,0.015,0.004,0.,0.004,0.01,0.,0.01,0.004,0.,0.004
34,0,34,71,3,34,0.006,0.,0.006,,,,0.017,0.,0.017,0.005,0.,0.005,0.026,0.,0.026,0.006,0.,0.005
35,0,35,73,3,35,,,,,,,0.017,0.,0.017,0.006,0.,0.006,,,,,,
35,2,5,85,15,35,0.003,0.,0.003,0.003,0.,0.003,0.016,0.,0.016,0.004,0.,0.004,0.009,0.,0.009,0.003,0.,0.003
36,0,36,75,3,36,,,,,,,0.018,0.,0.018,0.005,0.,0.005,,,,,,
36,1,12,79,7,36,,,,,,,0.018,0.,0.018,0.005,0.,0.005,0.011,0.,0.011,,,
37,0,37,77,3,37,0.006,0.,0.006,0.009,0.002,0.007,0.019,0.,0.019,0.005,0.,0.005,0.014,0.,0.014,0.042,0.004,0.037
38,0,38,79,3,38,,,,,,,0.02,0.,0.02,0.005,0.,0.005,,,,,,
39,0,39,81,3,39,,,,,,,0.02,0.,0.02,0.006,0.,0.006,,,,,,
39,1,13,85,7,39,0.005,0.,0.005,0.005,0.,0.005,0.019,0.,0.019,0.005,0.,0.005,0.012,0.,0.012,0.005,0.,0.005
40,0,40,83,3,40,0.007,0.,0.007,,,,0.073,0.,0.073,0.006,0.,0.006,0.016,0.,0.016,0.006,0.,0.006
41,0,41,85,3,41,,,,,,,0.022,0.,0.022,0.006,0.,0.006,,,,,,
42,0,42,87,3,42,,,,,,,0.024,0.,0.023,0.007,0.,0.007,,,,,,
42,1,14,91,7,42,,,,,,,0.023,0.,0.023,0.006,0.,0.006,0.014,0.,0.014,,,
42,2,6,99,15,42,0.004,0.,0.004,0.004,0.,0.004,0.023,0.,0.023,0.005,0.,0.005,0.012,0.,0.012,0.004,0.,0.004
43,0,43,89,3,43,0.008,0.,0.008,0.046,0.001,0.044,0.024,0.,0.024,0.007,0.,0.007,0.017,0.,0.017,0.007,0.,0.007
44,0,44,91,3,44,,,,,,,0.056,0.,0.056,0.008,0.,0.008,,,,,,
45,0,45,93,3,45,,,,,,,0.026,0.,0.026,0.007,0.,0.007,,,,,,
45,1,15,97,7,45,0.007,0.,0.007,0.006,0.,0.006,0.025,0.,0.025,0.007,0.,0.007,0.015,0.,0.015,0.034,0.,0.034
45,3,3,121,31,45,0.003,0.,0.003,0.004,0.002,0.002,0.062,0.011,0.05,0.012,0.,0.012,0.015,0.,0.014,0.003,0.001,0.002
46,0,46,95,3,46,0.024,0.,0.024,,,,0.027,0.,0.027,0.008,0.,0.008,0.019,0.,0.019,0.008,0.,0.008
47,0,47,97,3,47,,,,,,,0.042,0.,0.042,0.008,0.,0.008,,,,,,
48,0,48,99,3,48,,,,,,,0.029,0.,0.029,0.013,0.,0.013,,,,,,
48,1,16,103,7,48,,,,,,,0.03,0.,0.03,0.007,0.,0.007,0.017,0.,0.017,,,
49,0,49,101,3,49,0.01,0.,0.01,0.01,0.,0.01,0.032,0.,0.031,0.009,0.,0.009,0.021,0.,0.021,0.009,0.,0.009
49,2,7,113,15,49,0.005,0.,0.005,0.005,0.,0.004,0.029,0.,0.029,0.007,0.,0.007,0.015,0.,0.015,0.005,0.,0.005
50,0,50,103,3,50,,,,,,,0.032,0.,0.032,0.009,0.,0.009,,,,,,
51,0,51,105,3,51,,,,,,,0.033,0.,0.033,0.01,0.,0.01,,,,,,
51,1,17,109,7,51,0.008,0.,0.008,0.007,0.,0.007,0.033,0.,0.033,0.008,0.,0.008,0.018,0.,0.018,0.007,0.,0.007
52,0,52,107,3,52,0.011,0.,0.011,,,,0.035,0.,0.035,0.01,0.,0.01,0.023,0.,0.023,0.024,0.,0.024
53,0,53,109,3,53,,,,,,,0.041,0.,0.041,0.01,0.,0.01,,,,,,
54,0,54,111,3,54,,,,,,,0.037,0.,0.037,0.016,0.,0.016,,,,,,
54,1,18,115,7,54,,,,,,,0.036,0.,0.036,0.01,0.,0.01,0.021,0.,0.021,,,
55,0,55,113,3,55,0.013,0.,0.013,0.013,0.,0.013,0.039,0.,0.039,0.011,0.,0.011,0.03,0.,0.03,0.011,0.,0.011
56,0,56,115,3,56,,,,,,,0.047,0.,0.047,0.011,0.,0.011,,,,,,
56,2,8,127,15,56,0.007,0.,0.007,0.007,0.,0.007,0.037,0.,0.037,0.009,0.,0.009,0.018,0.,0.018,0.006,0.,0.006
57,0,57,117,3,57,,,,,,,0.042,0.,0.042,0.011,0.,0.011,,,,,,
57,1,19,121,7,57,0.009,0.,0.009,0.009,0.,0.009,0.041,0.,0.041,0.01,0.,0.009,0.022,0.,0.022,0.009,0.,0.009
58,0,58,119,3,58,0.013,0.,0.013,,,,0.043,0.,0.043,0.012,0.,0.012,0.029,0.,0.029,0.012,0.,0.012
59,0,59,121,3,59,,,,,,,0.103,0.,0.103,0.013,0.,0.013,,,,,,
60,0,60,123,3,60,,,,,,,0.046,0.,0.046,0.013,0.,0.013,,,,,,
60,1,20,127,7,60,,,,,,,0.046,0.,0.046,0.011,0.,0.011,0.024,0.,0.024,,,
60,3,4,151,31,60,0.004,0.,0.004,0.006,0.,0.005,0.039,0.,0.039,0.009,0.,0.009,0.053,0.003,0.05,0.005,0.,0.004
61,0,61,125,3,61,0.014,0.,0.014,0.029,0.,0.029,0.047,0.,0.047,0.065,0.,0.065,0.036,0.,0.036,0.014,0.,0.014
62,0,62,127,3,62,,,,,,,0.08,0.,0.08,0.013,0.,0.013,,,,,,
62,4,2,187,63,62,0.004,0.,0.004,0.003,0.,0.003,0.037,0.,0.036,0.009,0.,0.009,0.016,0.,0.016,0.003,0.,0.003
63,0,63,129,3,63,,,,,,,0.05,0.,0.05,0.015,0.,0.015,,,,,,
63,1,21,133,7,63,0.011,0.,0.011,0.011,0.,0.011,0.05,0.,0.05,0.012,0.,0.012,0.026,0.,0.026,0.011,0.,0.011
63,2,9,141,15,63,0.007,0.,0.007,0.007,0.,0.007,0.047,0.,0.047,0.01,0.,0.01,0.022,0.,0.022,0.007,0.,0.007
63,5,1,253,127,63,0.004,0.,0.004,0.002,0.,0.002,0.029,0.,0.029,0.012,0.,0.012,0.016,0.,0.016,0.003,0.,0.003
64,0,64,131,3,64,0.016,0.,0.016,,,,0.059,0.,0.059,0.014,0.,0.014,0.031,0.,0.031,0.014,0.,0.014
65,0,65,133,3,65,,,,,,,0.052,0.,0.052,0.042,0.,0.042,,,,,,
66,0,66,135,3,66,,,,,,,0.055,0.,0.055,0.015,0.,0.015,,,,,,
66,1,22,139,7,66,,,,,,,0.056,0.,0.056,0.013,0.,0.013,0.028,0.,0.028,,,
67,0,67,137,3,67,0.017,0.,0.017,0.018,0.,0.018,0.056,0.,0.056,0.017,0.,0.017,0.035,0.,0.035,0.015,0.,0.015
68,0,68,139,3,68,,,,,,,,,,0.016,0.,0.016,,,,,,
69,0,69,141,3,69,,,,,,,,,,0.034,0.,0.034,,,,,,
69,1,23,145,7,69,0.013,0.,0.013,0.013,0.,0.013,0.06,0.,0.06,0.015,0.,0.015,0.031,0.,0.031,0.013,0.,0.013
70,0,70,143,3,70,0.019,0.,0.019,,,,,,,0.016,0.,0.016,0.089,0.,0.089,0.016,0.,0.016
70,2,10,155,15,70,0.008,0.,0.008,0.008,0.,0.008,0.059,0.,0.059,0.012,0.,0.012,0.025,0.,0.025,0.009,0.,0.009
71,0,71,145,3,71,,,,,,,,,,0.018,0.,0.018,,,,,,
72,0,72,147,3,72,,,,,,,,,,0.018,0.,0.017,,,,,,
72,1,24,151,7,72,,,,,,,,,,0.015,0.,0.015,0.032,0.,0.032,,,
73,0,73,149,3,73,0.025,0.,0.025,0.021,0.,0.021,,,,0.018,0.,0.017,0.039,0.,0.039,0.018,0.,0.018
74,0,74,151,3,74,,,,,,,0.073,0.,0.073,0.021,0.,0.021,,,,,,
75,0,75,153,3,75,,,,,,,,,,0.019,0.,0.019,,,,,,
75,1,25,157,7,75,0.015,0.,0.015,0.015,0.,0.015,,,,0.017,0.,0.017,0.034,0.,0.034,0.014,0.,0.014
75,3,5,181,31,75,0.006,0.,0.006,0.008,0.002,0.005,0.079,0.,0.079,0.012,0.,0.012,0.038,0.,0.038,0.007,0.001,0.005
76,0,76,155,3,76,0.021,0.,0.021,,,,,,,0.024,0.,0.024,0.066,0.,0.066,0.02,0.,0.02
77,0,77,157,3,77,,,,,,,,,,0.022,0.,0.022,,,,,,
77,2,11,169,15,77,0.01,0.,0.01,0.01,0.,0.01,,,,0.015,0.,0.015,0.03,0.,0.03,0.01,0.,0.01
78,0,78,159,3,78,,,,,,,,,,0.02,0.,0.02,,,,,,
78,1,26,163,7,78,,,,,,,0.076,0.,0.076,0.017,0.,0.017,0.036,0.,0.036,,,
79,0,79,161,3,79,0.023,0.,0.023,0.024,0.,0.024,,,,0.027,0.,0.027,0.061,0.,0.061,0.025,0.,0.025
80,0,80,163,3,80,,,,,,,,,,0.021,0.,0.021,,,,,,
81,0,81,165,3,81,,,,,,,0.083,0.,0.083,0.024,0.,0.024,,,,,,
81,1,27,169,7,81,0.017,0.,0.017,0.017,0.,0.017,,,,0.02,0.,0.02,0.039,0.,0.039,0.016,0.,0.016
82,0,82,167,3,82,0.031,0.,0.031,,,,,,,0.022,0.,0.022,0.047,0.,0.047,0.022,0.,0.022
83,0,83,169,3,83,,,,,,,,,,0.082,0.,0.082,,,,,,
84,0,84,171,3,84,,,,,,,,,,0.025,0.,0.025,,,,,,
84,1,28,175,7,84,,,,,,,,,,0.02,0.,0.02,0.043,0.,0.043,,,
84,2,12,183,15,84,0.012,0.,0.012,0.013,0.,0.013,0.091,0.,0.091,0.017,0.,0.017,0.036,0.,0.036,0.012,0.,0.012
85,0,85,173,3,85,0.026,0.,0.026,0.027,0.,0.027,,,,0.053,0.,0.053,0.051,0.,0.051,0.025,0.,0.025
86,0,86,175,3,86,,,,,,,,,,0.025,0.,0.025,,,,,,
87,0,87,177,3,87,,,,,,,,,,0.027,0.,0.027,,,,,,
87,1,29,181,7,87,0.019,0.,0.019,0.02,0.,0.02,0.105,0.,0.105,0.021,0.,0.021,0.043,0.,0.043,0.026,0.,0.026
88,0,88,179,3,88,0.028,0.,0.028,,,,0.105,0.,0.104,0.033,0.,0.033,0.059,0.,0.059,0.025,0.,0.025
89,0,89,181,3,89,,,,,,,,,,0.027,0.,0.027,,,,,,
90,0,90,183,3,90,,,,,,,,,,0.027,0.,0.027,,,,,,
90,1,30,187,7,90,,,,,,,,,,0.023,0.,0.023,0.046,0.,0.046,,,
90,3,6,211,31,90,0.008,0.,0.008,0.011,0.001,0.01,0.092,0.,0.092,0.019,0.,0.019,0.033,0.,0.033,0.01,0.003,0.006
91,0,91,185,3,91,0.03,0.,0.03,0.031,0.,0.031,,,,0.031,0.,0.031,0.063,0.,0.063,0.032,0.,0.032
91,2,13,197,15,91,0.013,0.,0.013,0.013,0.,0.013,,,,0.021,0.,0.021,0.04,0.,0.04,0.015,0.,0.015
92,0,92,187,3,92,,,,,,,,,,0.029,0.,0.029,,,,,,
93,0,93,189,3,93,,,,,,,,,,0.032,0.,0.032,,,,,,
93,1,31,193,7,93,0.022,0.,0.022,0.023,0.,0.023,,,,0.025,0.,0.025,0.049,0.,0.049,0.023,0.,0.023
93,4,3,249,63,93,0.006,0.,0.006,0.006,0.,0.006,0.093,0.,0.092,0.017,0.,0.017,0.032,0.,0.032,0.006,0.,0.006
94,0,94,191,3,94,0.084,0.,0.084,,,,,,,0.031,0.,0.031,0.06,0.,0.06,0.028,0.,0.028
95,0,95,193,3,95,,,,,,,0.13,0.,0.129,0.032,0.,0.032,,,,,,
96,0,96,195,3,96,,,,,,,,,,0.031,0.,0.031,,,,,,
96,1,32,199,7,96,,,,,,,0.118,0.,0.118,0.027,0.,0.027,0.053,0.,0.052,,,
97,0,97,197,3,97,0.034,0.,0.034,0.038,0.,0.038,,,,0.033,0.,0.033,0.124,0.,0.124,0.032,0.,0.032
98,0,98,199,3,98,,,,,,,,,,0.032,0.,0.032,,,,,,
98,2,14,211,15,98,0.015,0.,0.015,0.015,0.,0.015,0.127,0.,0.127,0.024,0.,0.024,0.044,0.,0.044,0.015,0.,0.015
99,0,99,201,3,99,,,,,,,,,,0.035,0.,0.035,,,,,,
99,1,33,205,7,99,0.023,0.,0.023,0.024,0.,0.024,,,,0.027,0.,0.027,0.056,0.,0.056,0.023,0.,0.023
100,0,100,203,3,100,0.063,0.,0.063,,,,,,,0.034,0.,0.034,0.094,0.,0.093,0.091,0.,0.091
101,0,101,205,3,101,,,,,,,,,,0.036,0.,0.036,,,,,,
102,0,102,207,3,102,,,,,,,,,,0.035,0.,0.035,,,,,,
102,1,34,211,7,102,,,,,,,0.133,0.,0.133,0.031,0.,0.031,0.06,0.,0.06,,,
103,0,103,209,3,103,0.037,0.,0.037,0.038,0.,0.038,,,,0.037,0.,0.037,0.077,0.,0.077,0.033,0.,0.033
104,0,104,211,3,104,,,,,,,,,,0.036,0.,0.036,,,,,,
105,0,105,213,3,105,,,,,,,,,,0.037,0.,0.037,,,,,,
105,1,35,217,7,105,0.026,0.,0.026,0.027,0.,0.027,,,,0.03,0.,0.03,0.059,0.,0.059,0.026,0.,0.026
105,2,15,225,15,105,0.016,0.,0.016,0.017,0.,0.017,,,,0.025,0.,0.025,0.053,0.,0.053,0.018,0.,0.018
105,3,7,241,31,105,0.011,0.,0.011,0.046,0.001,0.045,0.133,0.,0.133,0.021,0.,0.021,0.041,0.,0.041,0.048,0.004,0.044
106,0,106,215,3,106,0.056,0.,0.056,,,,,,,0.045,0.,0.045,0.073,0.,0.073,0.035,0.,0.035
107,0,107,217,3,107,,,,,,,,,,0.039,0.,0.039,,,,,,
108,0,108,219,3,108,,,,,,,,,,0.04,0.,0.04,,,,,,
108,1,36,223,7,108,,,,,,,,,,0.034,0.,0.033,0.066,0.,0.066,,,
109,0,109,221,3,109,0.041,0.,0.041,0.047,0.,0.047,,,,0.039,0.,0.039,0.076,0.,0.076,0.064,0.,0.064
110,0,110,223,3,110,,,,,,,,,,0.042,0.,0.042,,,,,,
111,0,111,225,3,111,,,,,,,,,,0.043,0.,0.043,,,,,,
111,1,37,229,7,111,0.029,0.,0.029,0.031,0.,0.031,,,,0.034,0.,0.034,0.069,0.,0.068,0.031,0.,0.031
112,0,112,227,3,112,0.045,0.,0.045,,,,,,,0.041,0.,0.041,0.083,0.,0.083,0.039,0.,0.039
112,2,16,239,15,112,0.02,0.,0.02,0.021,0.,0.02,,,,0.031,0.,0.031,0.059,0.,0.059,0.02,0.,0.02
113,0,113,229,3,113,,,,,,,,,,0.046,0.,0.045,,,,,,
114,0,114,231,3,114,,,,,,,,,,0.044,0.,0.044,,,,,,
114,1,38,235,7,114,,,,,,,,,,0.037,0.,0.037,0.071,0.,0.071,,,
115,0,115,233,3,115,0.05,0.,0.05,0.047,0.,0.047,,,,0.045,0.,0.044,0.085,0.,0.085,0.044,0.,0.044
116,0,116,235,3,116,,,,,,,,,,0.056,0.002,0.054,,,,,,
117,0,117,237,3,117,,,,,,,,,,0.051,0.,0.051,,,,,,
117,1,39,241,7,117,0.032,0.,0.032,0.033,0.,0.033,,,,0.037,0.,0.037,0.072,0.001,0.071,0.032,0.,0.032
118,0,118,239,3,118,0.047,0.,0.047,,,,,,,0.047,0.,0.047,0.091,0.,0.091,0.043,0.,0.043
119,0,119,241,3,119,,,,,,,,,,0.055,0.,0.055,,,,,,
119,2,17,253,15,119,0.021,0.,0.021,0.021,0.,0.021,,,,0.032,0.,0.032,0.066,0.,0.066,0.022,0.,0.022
120,0,120,243,3,120,,,,,,,,,,0.053,0.,0.053,,,,,,
120,1,40,247,7,120,,,,,,,,,,0.041,0.,0.041,0.079,0.,0.079,,,
120,3,8,271,31,120,0.013,0.,0.013,0.013,0.,0.013,0.186,0.001,0.184,0.03,0.,0.03,0.059,0.,0.059,0.013,0.,0.013
121,0,121,245,3,121,0.055,0.,0.055,0.107,0.,0.107,,,,0.049,0.,0.049,0.093,0.,0.093,0.048,0.,0.048
122,0,122,247,3,122,,,,,,,,,,0.05,0.,0.049,,,,,,
123,0,123,249,3,123,,,,,,,,,,0.058,0.,0.058,,,,,,
123,1,41,253,7,123,0.036,0.,0.035,0.036,0.,0.035,,,,0.04,0.,0.04,0.085,0.,0.085,0.035,0.,0.035
124,0,124,251,3,124,0.052,0.,0.052,,,,,,,0.061,0.001,0.06,0.097,0.,0.096,0.052,0.,0.052
124,4,4,311,63,124,0.009,0.,0.009,0.009,0.,0.009,0.186,0.001,0.185,0.024,0.,0.024,0.045,0.,0.045,0.01,0.,0.01
125,0,125,253,3,125,,,,,,,,,,0.056,0.,0.056,,,,,,
126,0,126,255,3,126,,,,,,,,,,0.053,0.,0.053,,,,,,
126,1,42,259,7,126,,,,,,,,,,0.044,0.,0.044,0.088,0.,0.088,,,
126,2,18,267,15,126,0.023,0.,0.023,0.024,0.,0.024,,,,0.036,0.,0.036,0.073,0.001,0.071,0.024,0.,0.024
126,5,2,379,127,126,0.007,0.,0.007,0.006,0.,0.006,,,,0.025,0.,0.025,0.042,0.,0.042,0.007,0.,0.007
127,0,127,257,3,127,0.115,0.,0.114,0.083,0.,0.083,,,,0.058,0.,0.058,0.101,0.,0.101,0.059,0.,0.059
127,6,1,509,255,127,0.007,0.,0.007,0.005,0.,0.005,0.11,0.,0.109,0.031,0.,0.031,0.043,0.,0.042,0.006,0.,0.006
128,0,128,259,3,128,,,,,,,,,,0.058,0.,0.058,,,,,,
129,0,129,261,3,129,,,,,,,,,,0.065,0.,0.065,0.111,0.,0.11,,,
129,1,43,265,7,129,0.038,0.,0.038,0.04,0.,0.04,,,,0.046,0.,0.046,0.088,0.,0.088,0.038,0.,0.038
130,0,130,263,3,130,0.089,0.,0.089,,,,,,,0.066,0.,0.066,,,,0.051,0.,0.051
131,0,131,265,3,131,,,,,,,,,,0.06,0.,0.06,,,,,,
132,0,132,267,3,132,,,,,,,,,,0.056,0.,0.056,,,,,,
132,1,44,271,7,132,,,,,,,0.283,0.001,0.282,0.053,0.,0.052,,,,,,
133,0,133,269,3,133,0.065,0.,0.065,0.079,0.,0.079,,,,0.059,0.,0.059,,,,0.055,0.,0.054
133,2,19,281,15,133,0.026,0.,0.026,0.027,0.,0.026,,,,0.04,0.,0.04,0.075,0.,0.075,0.026,0.,0.026
134,0,134,271,3,134,,,,,,,,,,0.063,0.,0.063,,,,,,
135,0,135,273,3,135,,,,,,,,,,0.073,0.,0.073,,,,,,
135,1,45,277,7,135,0.041,0.,0.041,0.044,0.,0.044,,,,0.049,0.,0.049,,,,0.041,0.,0.041
135,3,9,301,31,135,0.016,0.,0.016,0.03,0.,0.03,0.245,0.001,0.244,0.033,0.,0.033,0.072,0.,0.072,0.016,0.,0.016
136,0,136,275,3,136,0.061,0.,0.061,,,,,,,0.072,0.,0.071,,,,0.121,0.,0.121
137,0,137,277,3,137,,,,,,,,,,0.066,0.001,0.065,,,,,,
138,0,138,279,3,138,,,,,,,,,,0.072,0.,0.072,,,,,,
138,1,46,283,7,138,,,,,,,,,,0.051,0.,0.051,,,,0.045,0.,0.045
139,0,139,281,3,139,0.065,0.,0.065,0.065,0.,0.065,,,,0.072,0.,0.072,,,,,,
140,0,140,283,3,140,,,,,,,,,,0.073,0.001,0.072,,,,,,
140,2,20,295,15,140,0.028,0.,0.028,0.028,0.,0.028,,,,0.045,0.,0.045,,,,0.029,0.,0.029
141,0,141,285,3,141,,,,,,,,,,0.069,0.,0.068,,,,,,
141,1,47,289,7,141,0.047,0.001,0.046,0.047,0.,0.047,,,,0.055,0.,0.055,,,,,,
142,0,142,287,3,142,0.067,0.,0.067,,,,,,,0.071,0.,0.071,,,,,,
143,0,143,289,3,143,,,,,,,,,,0.072,0.,0.071,,,,,,
144,0,144,291,3,144,,,,,,,,,,0.074,0.,0.074,,,,,,
144,1,48,295,7,144,,,,,,,,,,0.057,0.,0.057,,,,,,
145,0,145,293,3,145,0.069,0.,0.069,0.076,0.,0.075,,,,0.073,0.,0.073,,,,,,
