param-n,pattern-regression-linear-real,pattern-regression-linear-sys,pattern-regression-linear-user
85,0.001,0.,0.001
86,0.003,0.,0.003
87,0.001,0.,0.001
88,0.001,0.,0.001
89,0.001,0.,0.001
90,0.001,0.,0.001
91,0.002,0.,0.002
92,0.002,0.,0.002
93,0.001,0.,0.001
94,0.001,0.001,0.
95,0.001,0.,0.001
96,0.002,0.,0.002
97,0.001,0.,0.001
98,0.001,0.,0.001
99,0.001,0.,0.001
100,0.001,0.,0.001
101,0.001,0.,0.001
102,0.002,0.,0.002
103,0.002,0.,0.002
104,0.002,0.,0.002
105,0.002,0.,0.002
106,0.002,0.,0.002
107,0.002,0.,0.002
108,0.002,0.,0.002
109,0.002,0.,0.002
110,0.002,0.,0.002
111,0.002,0.,0.002
112,0.003,0.,0.003
113,0.002,0.,0.002
114,0.002,0.,0.002
115,0.002,0.,0.002
116,0.002,0.,0.002
117,0.002,0.,0.002
118,0.002,0.,0.002
119,0.002,0.,0.002
120,0.002,0.,0.002
121,0.002,0.,0.002
122,0.002,0.,0.002
123,0.002,0.,0.002
124,0.002,0.,0.002
125,0.002,0.,0.002
126,0.002,0.,0.002
127,0.003,0.003,0.
128,0.002,0.,0.002
129,0.002,0.,0.002
130,0.002,0.,0.002
131,0.002,0.,0.002
132,0.017,0.003,0.014
133,0.002,0.,0.002
134,0.002,0.,0.002
135,0.002,0.,0.002
136,0.002,0.,0.002
137,0.003,0.,0.003
138,0.002,0.,0.002
139,0.002,0.,0.002
140,0.002,0.,0.002
141,0.003,0.,0.003
142,0.002,0.,0.002
143,0.002,0.,0.002
144,0.003,0.,0.003
145,0.002,0.,0.002
146,0.002,0.,0.002
147,0.002,0.,0.002
148,0.002,0.,0.002
149,0.003,0.,0.003
150,0.003,0.,0.003
151,0.003,0.,0.003
152,0.002,0.,0.002
153,0.002,0.,0.002
154,0.003,0.,0.003
155,0.003,0.,0.003
156,0.003,0.,0.003
157,0.003,0.,0.003
158,0.003,0.,0.003
159,0.003,0.,0.003
160,0.003,0.,0.003
161,0.004,0.,0.004
162,0.002,0.,0.002
163,0.003,0.,0.003
164,0.003,0.,0.003
165,0.003,0.,0.003
166,0.06,0.,0.06
167,0.003,0.,0.003
168,0.003,0.,0.003
169,0.003,0.,0.003
170,0.004,0.,0.004
171,0.003,0.,0.003
172,0.003,0.,0.003
173,0.003,0.,0.003
174,0.003,0.,0.003
175,0.003,0.,0.003
176,0.005,0.,0.005
177,0.003,0.,0.003
178,0.003,0.,0.003
179,0.003,0.,0.003
180,0.003,0.,0.003
181,0.007,0.,0.007
182,0.003,0.,0.003
183,0.003,0.,0.003
184,0.003,0.,0.003
185,0.003,0.,0.003
186,0.033,0.,0.033
187,0.003,0.,0.003
188,0.003,0.,0.003
189,0.003,0.,0.003
190,0.003,0.,0.003
191,0.003,0.,0.003
192,0.003,0.,0.003
193,0.003,0.,0.003
194,0.004,0.,0.004
195,0.005,0.,0.005
196,0.003,0.,0.003
197,0.004,0.,0.004
198,0.003,0.,0.003
199,0.003,0.,0.003
200,0.003,0.,0.003
201,0.004,0.,0.004
202,0.003,0.,0.003
203,0.004,0.,0.004
204,0.024,0.,0.024
205,0.003,0.,0.003
206,0.004,0.,0.004
207,0.003,0.,0.003
208,0.003,0.,0.003
209,0.003,0.,0.003
210,0.004,0.,0.004
211,0.003,0.,0.003
212,0.005,0.,0.005
213,0.003,0.,0.003
214,0.004,0.,0.004
215,0.004,0.,0.004
216,0.004,0.,0.004
217,0.004,0.,0.004
218,0.004,0.,0.004
219,0.004,0.,0.004
220,0.005,0.,0.005
221,0.004,0.,0.004
222,0.004,0.,0.004
223,0.004,0.,0.004
224,0.004,0.,0.004
225,0.004,0.,0.004
226,0.004,0.,0.004
227,0.004,0.,0.004
228,0.006,0.,0.006
229,0.004,0.,0.004
230,0.004,0.,0.004
231,0.004,0.,0.004
232,0.004,0.,0.004
233,0.004,0.,0.004
234,0.004,0.,0.004
235,0.004,0.,0.004
236,0.005,0.,0.005
237,0.004,0.,0.004
238,0.004,0.,0.004
239,0.005,0.,0.005
240,0.005,0.,0.005
241,0.004,0.,0.004
242,0.004,0.,0.004
243,0.005,0.,0.005
244,0.004,0.,0.004
245,0.004,0.,0.004
246,0.004,0.,0.004
247,0.005,0.,0.005
248,0.004,0.,0.004
249,0.004,0.,0.004
250,0.005,0.,0.005
251,0.004,0.,0.004
252,0.004,0.,0.004
253,0.004,0.,0.004
254,0.004,0.,0.004
255,0.004,0.,0.004
256,0.004,0.,0.004
257,0.005,0.,0.005
258,0.004,0.002,0.002
259,0.004,0.,0.004
260,0.005,0.,0.005
261,0.005,0.,0.005
262,0.004,0.,0.004
263,0.005,0.,0.005
264,0.005,0.,0.005
265,0.004,0.,0.004
266,0.005,0.,0.005
267,0.004,0.,0.004
268,0.005,0.,0.005
269,0.005,0.,0.005
270,0.004,0.,0.004
271,0.005,0.,0.005
272,0.005,0.,0.005
273,0.005,0.,0.005
274,0.005,0.,0.005
275,0.005,0.,0.005
276,0.005,0.,0.005
277,0.005,0.,0.005
278,0.005,0.,0.005
279,0.005,0.,0.005
280,0.005,0.,0.005
281,0.005,0.,0.005
282,0.005,0.,0.005
283,0.005,0.,0.005
284,0.005,0.001,0.004
285,0.004,0.,0.004
286,0.005,0.,0.005
287,0.005,0.,0.005
288,0.005,0.,0.005
289,0.005,0.,0.005
290,0.006,0.,0.006
291,0.005,0.,0.005
292,0.005,0.,0.005
293,0.005,0.,0.005
294,0.005,0.,0.005
295,0.005,0.,0.005
296,0.006,0.,0.006
297,0.006,0.,0.006
298,0.005,0.,0.005
299,0.005,0.,0.005
300,0.005,0.,0.005
301,0.005,0.,0.005
302,0.007,0.,0.007
303,0.005,0.,0.005
304,0.007,0.,0.007
305,0.005,0.,0.005
306,0.005,0.,0.005
307,0.005,0.,0.005
308,0.006,0.,0.006
309,0.005,0.,0.005
310,0.006,0.,0.006
311,0.005,0.,0.005
312,0.005,0.,0.005
313,0.006,0.,0.006
314,0.005,0.,0.005
315,0.006,0.,0.006
316,0.006,0.,0.006
317,0.006,0.,0.006
318,0.006,0.,0.006
319,0.006,0.,0.006
320,0.006,0.,0.006
321,0.005,0.,0.005
322,0.006,0.,0.006
323,0.006,0.,0.006
324,0.006,0.,0.006
325,0.006,0.,0.006
326,0.006,0.,0.006
327,0.006,0.,0.006
328,0.006,0.,0.006
329,0.006,0.,0.006
330,0.007,0.002,0.005
331,0.006,0.,0.006
332,0.006,0.,0.006
333,0.006,0.,0.006
334,0.006,0.,0.006
335,0.006,0.,0.006
336,0.007,0.,0.007
337,0.006,0.,0.006
338,0.006,0.,0.006
339,0.006,0.,0.006
340,0.006,0.,0.006
341,0.008,0.,0.008
342,0.007,0.,0.007
343,0.006,0.,0.006
344,0.006,0.,0.006
345,0.006,0.,0.006
346,0.006,0.,0.006
347,0.006,0.,0.006
348,0.007,0.,0.007
349,0.006,0.,0.006
350,0.006,0.,0.006
351,0.009,0.,0.009
352,0.006,0.,0.006
353,0.007,0.,0.007
354,0.006,0.,0.006
355,0.006,0.,0.006
356,0.007,0.,0.007
357,0.007,0.,0.007
358,0.006,0.,0.006
359,0.007,0.,0.007
360,0.006,0.,0.006
361,0.008,0.,0.008
362,0.007,0.,0.007
363,0.007,0.,0.007
364,0.006,0.,0.006
365,0.008,0.,0.008
366,0.007,0.,0.007
367,0.008,0.,0.008
368,0.007,0.,0.007
369,0.006,0.,0.006
370,0.007,0.,0.007
371,0.008,0.,0.008
372,0.007,0.,0.007
373,0.006,0.,0.006
374,0.007,0.,0.007
375,0.006,0.,0.006
376,0.007,0.,0.007
377,0.006,0.,0.006
378,0.007,0.,0.007
379,0.007,0.,0.007
380,0.007,0.,0.007
381,0.008,0.,0.008
382,0.007,0.,0.007
383,0.007,0.,0.007
384,0.007,0.,0.007
385,0.007,0.,0.007
386,0.007,0.,0.007
387,0.007,0.,0.007
388,0.007,0.,0.007
389,0.007,0.,0.007
390,0.007,0.,0.007
391,0.007,0.,0.007
392,0.008,0.,0.008
393,0.007,0.,0.007
394,0.007,0.,0.007
395,0.007,0.,0.007
396,0.007,0.,0.007
397,0.007,0.,0.007
398,0.007,0.,0.007
399,0.008,0.,0.008
400,0.007,0.,0.007
401,0.007,0.,0.007
402,0.008,0.,0.008
403,0.007,0.,0.007
404,0.007,0.,0.007
405,0.007,0.,0.007
406,0.007,0.,0.007
407,0.007,0.,0.007
408,0.009,0.,0.009
409,0.007,0.,0.007
410,0.007,0.,0.007
411,0.007,0.,0.007
412,0.007,0.,0.007
413,0.007,0.,0.007
414,0.007,0.,0.007
415,0.007,0.,0.007
416,0.007,0.,0.007
417,0.012,0.,0.012
418,0.007,0.,0.007
419,0.007,0.,0.007
420,0.007,0.,0.007
421,0.008,0.,0.008
422,0.007,0.,0.007
423,0.007,0.,0.007
424,0.007,0.,0.007
425,0.008,0.,0.008
426,0.007,0.,0.007
427,0.009,0.,0.009
428,0.007,0.,0.007
429,0.008,0.,0.008
430,0.009,0.,0.009
431,0.008,0.,0.008
432,0.008,0.,0.008
433,0.008,0.,0.008
434,0.01,0.,0.01
435,0.008,0.,0.008
436,0.009,0.,0.009
437,0.007,0.,0.007
438,0.009,0.,0.009
439,0.007,0.,0.007
440,0.008,0.,0.008
441,0.009,0.,0.009
442,0.009,0.,0.009
443,0.008,0.,0.008
444,0.008,0.,0.008
445,0.008,0.,0.008
446,0.008,0.,0.008
447,0.008,0.,0.008
448,0.008,0.,0.008
449,0.008,0.,0.008
450,0.01,0.,0.01
451,0.008,0.,0.008
452,0.008,0.,0.008
453,0.009,0.,0.009
454,0.01,0.,0.01
455,0.009,0.,0.009
456,0.008,0.,0.008
457,0.008,0.,0.008
458,0.011,0.,0.011
459,0.009,0.,0.009
460,0.008,0.,0.008
461,0.008,0.,0.008
462,0.009,0.,0.009
463,0.008,0.,0.008
464,0.009,0.,0.009
465,0.008,0.,0.008
466,0.009,0.,0.009
467,0.008,0.,0.008
468,0.008,0.,0.008
469,0.009,0.,0.009
470,0.009,0.,0.009
471,0.008,0.,0.008
472,0.008,0.,0.008
473,0.009,0.,0.009
474,0.01,0.,0.01
475,0.009,0.,0.009
476,0.008,0.,0.008
477,0.009,0.,0.009
478,0.009,0.,0.009
479,0.008,0.,0.008
480,0.009,0.,0.009
481,0.008,0.,0.008
482,0.009,0.,0.009
483,0.008,0.,0.008
484,0.008,0.,0.008
485,0.009,0.,0.009
486,0.009,0.,0.009
487,0.01,0.,0.01
488,0.009,0.,0.009
489,0.01,0.,0.01
490,0.008,0.,0.008
491,0.009,0.,0.009
492,0.009,0.,0.009
493,0.009,0.001,0.007
494,0.01,0.,0.01
495,0.009,0.,0.009
496,0.012,0.,0.012
497,0.009,0.,0.009
498,0.009,0.,0.009
499,0.009,0.,0.009
500,0.01,0.,0.01
600,0.018,0.015,0.003
800,0.078,0.008,0.069
1000,0.019,0.,0.019
1200,0.024,0.,0.024
1400,0.032,0.,0.032
1600,0.032,0.,0.032
1800,0.037,0.,0.037
2000,0.04,0.,0.04
2200,0.115,0.,0.115
2400,0.052,0.,0.051
2600,0.088,0.,0.088
2800,0.063,0.,0.063
3000,0.066,0.,0.066
3200,0.073,0.,0.073
3400,0.094,0.004,0.09
3600,0.086,0.,0.086
3800,0.097,0.,0.097
4000,0.102,0.,0.102
4200,0.101,0.,0.101
4400,0.123,0.003,0.119
4600,0.14,0.,0.14
4800,0.141,0.,0.141
5000,0.12,0.003,0.116
5200,0.127,0.,0.127
5400,0.15,0.,0.15
5600,0.146,0.,0.146
5800,0.165,0.003,0.161
6000,0.131,0.,0.131
6200,0.138,0.,0.138
6400,0.155,0.,0.155
6600,0.159,0.,0.159
6800,0.159,0.,0.159
7000,0.163,0.,0.163
7200,0.16,0.,0.16
7400,0.16,0.,0.16
7600,0.166,0.,0.166
7800,0.175,0.,0.175
8000,0.183,0.,0.183
8200,0.183,0.,0.183
8400,0.196,0.,0.196
8600,0.206,0.,0.206
8800,0.213,0.003,0.209
9000,0.232,0.,0.232
9200,0.241,0.,0.241
9400,0.25,0.,0.25
9600,0.271,0.,0.271
9800,0.268,0.,0.268
10000,0.28,0.,0.28
10200,0.264,0.,0.264
10400,0.263,0.,0.263
10600,0.274,0.,0.274
10800,0.301,0.,0.301
11000,0.302,0.,0.302
11200,0.315,0.,0.315
11400,0.32,0.,0.32
11600,0.327,0.,0.327
11800,0.341,0.003,0.335
12000,0.324,0.,0.324
12200,0.334,0.,0.334
12400,0.338,0.,0.338
12600,0.337,0.,0.337
12800,0.357,0.,0.357
13000,0.363,0.,0.363
13200,0.391,0.,0.391
13400,0.4,0.004,0.396
13600,0.387,0.,0.387
13800,0.388,0.,0.388
14000,0.393,0.,0.393
14200,0.397,0.,0.397
14400,0.41,0.,0.41
14600,0.401,0.,0.401
14800,0.382,0.,0.382
15000,0.408,0.,0.408
15200,0.392,0.,0.392
15400,0.382,0.,0.382
15600,0.376,0.,0.376
15800,0.388,0.,0.388
16000,0.394,0.,0.394
16200,0.408,0.,0.408
16400,0.41,0.,0.409
16600,0.42,0.,0.42
16800,0.429,0.,0.429
17000,0.436,0.,0.436
17200,0.458,0.,0.458
17400,0.475,0.,0.475
17600,0.489,0.,0.488
17800,0.501,0.,0.501
18000,0.527,0.,0.527
18200,0.536,0.003,0.532
18400,0.562,0.,0.562
18600,0.568,0.,0.567
18800,0.601,0.,0.601
19000,0.599,0.,0.599
19200,0.664,0.,0.664
19400,0.66,0.,0.66
19600,0.66,0.,0.66
19800,0.664,0.,0.664
20000,0.661,0.,0.661
