param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.002,0.,0.002
2,0.,0.,0.,0.002,0.001,0.
3,0.,0.,0.,0.004,0.,0.003
4,0.,0.,0.,0.005,0.,0.005
5,0.,0.,0.,0.006,0.,0.006
6,0.,0.,0.,0.008,0.004,0.003
7,0.,0.,0.,0.044,0.,0.043
8,0.,0.,0.,0.009,0.,0.009
9,0.,0.,0.,0.011,0.,0.011
10,0.,0.,0.,0.012,0.,0.012
11,0.,0.,0.,0.015,0.,0.015
12,0.001,0.,0.001,0.016,0.,0.016
13,0.001,0.,0.001,0.018,0.,0.018
14,0.001,0.,0.001,0.023,0.,0.023
15,0.001,0.,0.001,0.022,0.,0.022
16,0.001,0.,0.001,0.027,0.,0.027
17,0.001,0.,0.001,0.027,0.,0.027
18,0.001,0.,0.001,0.034,0.,0.034
19,0.001,0.,0.001,0.033,0.,0.033
20,0.001,0.,0.001,0.036,0.,0.036
21,0.001,0.,0.001,0.04,0.,0.04
22,0.001,0.,0.001,0.043,0.,0.043
23,0.001,0.,0.001,0.048,0.,0.048
24,0.001,0.,0.001,0.052,0.,0.052
25,0.001,0.,0.001,0.059,0.,0.059
26,0.001,0.,0.001,0.06,0.,0.06
27,0.001,0.,0.001,0.068,0.,0.068
28,0.001,0.,0.001,0.067,0.,0.067
29,0.001,0.,0.001,0.074,0.,0.074
30,0.002,0.,0.002,0.076,0.,0.076
31,0.002,0.,0.002,0.081,0.,0.081
32,0.002,0.,0.002,0.091,0.,0.09
33,0.002,0.,0.002,0.1,0.,0.1
34,0.002,0.,0.002,0.103,0.,0.103
35,0.002,0.,0.002,0.104,0.,0.104
36,0.002,0.,0.002,0.11,0.,0.11
37,0.002,0.,0.002,0.116,0.,0.116
38,0.002,0.,0.002,0.124,0.,0.124
39,0.002,0.,0.001,0.133,0.,0.132
40,0.002,0.,0.002,0.146,0.,0.146
41,0.002,0.,0.002,0.157,0.,0.157
42,0.002,0.,0.002,0.145,0.,0.145
43,0.002,0.,0.002,0.156,0.,0.156
44,0.002,0.,0.002,0.166,0.,0.165
45,0.002,0.,0.002,0.173,0.,0.173
46,0.002,0.,0.002,0.181,0.,0.181
47,0.002,0.,0.002,0.189,0.001,0.187
48,0.002,0.,0.002,0.204,0.,0.204
49,0.002,0.,0.002,0.212,0.,0.212
50,0.003,0.,0.003,0.231,0.001,0.229
51,0.003,0.,0.003,0.242,0.003,0.239
52,0.003,0.,0.003,0.252,0.,0.252
53,0.003,0.,0.003,0.262,0.001,0.26
54,0.003,0.,0.003,0.27,0.,0.27
55,0.004,0.,0.004,0.267,0.,0.266
56,0.003,0.,0.003,0.274,0.,0.274
57,0.003,0.,0.003,0.291,0.,0.291
58,0.003,0.,0.003,0.302,0.,0.302
59,0.003,0.,0.003,0.311,0.,0.311
60,0.003,0.,0.003,0.327,0.,0.327
61,0.003,0.,0.003,0.345,0.,0.345
62,0.003,0.,0.003,0.376,0.,0.376
63,0.003,0.,0.003,0.385,0.,0.385
64,0.003,0.,0.003,0.392,0.,0.392
65,0.003,0.,0.003,0.385,0.,0.384
66,0.003,0.,0.003,0.399,0.,0.398
67,0.003,0.,0.003,0.413,0.001,0.41
68,0.003,0.,0.003,0.421,0.,0.421
69,0.003,0.,0.003,0.444,0.,0.444
70,0.004,0.,0.004,0.459,0.,0.459
71,0.003,0.,0.003,0.487,0.,0.487
72,0.004,0.,0.004,0.502,0.,0.502
73,0.004,0.,0.004,0.513,0.,0.513
74,0.004,0.,0.004,0.524,0.,0.524
75,0.004,0.,0.004,0.545,0.,0.545
76,0.004,0.,0.004,0.562,0.,0.562
77,0.004,0.,0.004,0.581,0.,0.581
78,0.004,0.,0.004,0.621,0.,0.621
79,0.004,0.,0.004,0.656,0.,0.656
80,0.004,0.,0.004,0.651,0.,0.65
81,0.004,0.,0.004,0.653,0.,0.653
82,0.004,0.,0.003,0.674,0.,0.674
83,0.004,0.,0.004,0.686,0.,0.686
84,0.004,0.,0.004,0.711,0.,0.711
85,0.004,0.,0.004,0.763,0.,0.763
86,0.006,0.,0.006,0.765,0.,0.765
87,0.004,0.,0.004,0.778,0.,0.777
88,0.004,0.,0.004,0.813,0.,0.813
89,0.004,0.,0.004,0.831,0.,0.831
90,0.004,0.,0.004,0.904,0.,0.904
91,0.004,0.,0.003,0.894,0.,0.894
92,0.005,0.,0.005,0.896,0.,0.896
93,0.005,0.,0.005,0.911,0.,0.911
94,0.005,0.,0.005,0.982,0.,0.982
95,0.005,0.,0.005,1.,0.002,0.997
96,0.005,0.,0.005,1.017,0.,1.016
97,0.005,0.,0.005,1.033,0.,1.033
98,0.005,0.,0.005,1.12,0.,1.12
99,0.005,0.,0.005,1.094,0.,1.094
100,0.005,0.,0.005,1.104,0.,1.104
110,0.005,0.,0.005,1.548,0.011,1.537
120,0.006,0.,0.006,1.84,0.004,1.835
130,0.006,0.,0.006,2.178,0.007,2.17
140,0.007,0.,0.007,2.671,0.,2.67
150,0.007,0.,0.007,3.213,0.,3.213
160,0.008,0.,0.008,3.818,0.004,3.812
170,0.008,0.,0.008,4.376,0.,4.374
180,0.009,0.,0.009,5.153,0.,5.153
190,0.01,0.,0.01,6.04,0.004,6.035
200,0.01,0.,0.01,6.886,0.008,6.877
210,0.01,0.,0.01,7.691,0.,7.691
220,0.011,0.,0.011,8.834,0.,8.832
230,0.011,0.,0.011,9.805,0.,9.805
240,0.012,0.,0.012,11.252,0.008,11.242
250,0.012,0.,0.012,12.564,0.001,12.562
260,0.013,0.,0.012,14.144,0.001,14.143
270,0.014,0.,0.013,15.601,0.001,15.597
280,0.014,0.,0.014,17.379,0.003,17.374
290,0.014,0.,0.014,19.156,0.,19.155
300,0.018,0.,0.017,20.866,0.002,20.862
350,0.018,0.,0.018,32.255,0.008,32.246
400,0.021,0.,0.021,47.183,0.024,47.155
450,0.022,0.,0.022,64.864,0.012,64.849
500,0.035,0.,0.034,87.229,0.019,87.204
