param-n,pattern-regression-linear-real,pattern-regression-linear-sys,pattern-regression-linear-user
93,0.001,0.,0.001
94,0.001,0.,0.001
95,0.001,0.,0.001
96,0.001,0.,0.001
97,0.001,0.,0.001
98,0.001,0.,0.001
99,0.001,0.,0.001
100,0.001,0.,0.001
101,0.001,0.,0.001
102,0.001,0.,0.001
103,0.001,0.,0.001
104,0.001,0.,0.001
105,0.001,0.,0.001
106,0.001,0.,0.001
107,0.001,0.,0.001
108,0.001,0.,0.001
109,0.001,0.,0.001
110,0.001,0.,0.001
111,0.001,0.,0.001
112,0.001,0.,0.001
113,0.001,0.,0.001
114,0.002,0.,0.002
115,0.001,0.,0.001
116,0.001,0.,0.001
117,0.001,0.,0.001
118,0.001,0.,0.001
119,0.001,0.,0.001
120,0.001,0.,0.001
121,0.001,0.,0.001
122,0.001,0.,0.001
123,0.001,0.,0.001
124,0.001,0.,0.001
125,0.001,0.,0.001
126,0.005,0.,0.005
127,0.001,0.,0.001
128,0.001,0.,0.001
129,0.001,0.,0.001
130,0.001,0.,0.001
131,0.001,0.,0.001
132,0.001,0.,0.001
133,0.001,0.,0.001
134,0.001,0.,0.001
135,0.001,0.,0.001
136,0.001,0.,0.001
137,0.002,0.,0.002
138,0.001,0.,0.001
139,0.001,0.,0.001
140,0.001,0.,0.001
141,0.001,0.,0.001
142,0.001,0.,0.001
143,0.001,0.,0.001
144,0.001,0.,0.001
145,0.001,0.,0.001
146,0.001,0.,0.001
147,0.001,0.,0.001
148,0.008,0.,0.008
149,0.001,0.,0.001
150,0.001,0.,0.001
151,0.001,0.,0.001
152,0.001,0.,0.001
153,0.001,0.,0.001
154,0.001,0.,0.001
155,0.001,0.,0.001
156,0.001,0.,0.001
157,0.001,0.,0.001
158,0.001,0.,0.001
159,0.001,0.,0.001
160,0.001,0.,0.001
161,0.001,0.,0.001
162,0.001,0.,0.001
163,0.001,0.,0.001
164,0.001,0.,0.001
165,0.001,0.,0.001
166,0.002,0.,0.002
167,0.002,0.,0.002
168,0.001,0.,0.001
169,0.001,0.,0.001
170,0.001,0.,0.001
171,0.001,0.,0.001
172,0.001,0.,0.001
173,0.002,0.,0.002
174,0.002,0.,0.002
175,0.002,0.,0.002
176,0.059,0.,0.059
177,0.002,0.,0.002
178,0.002,0.,0.002
179,0.002,0.,0.002
180,0.002,0.,0.002
181,0.002,0.,0.002
182,0.002,0.,0.002
183,0.002,0.,0.002
184,0.002,0.,0.002
185,0.002,0.,0.002
186,0.002,0.,0.002
187,0.002,0.,0.002
188,0.002,0.,0.002
189,0.002,0.,0.002
190,0.002,0.,0.002
191,0.002,0.,0.002
192,0.002,0.,0.002
193,0.002,0.,0.002
194,0.002,0.,0.002
195,0.002,0.,0.002
196,0.002,0.,0.002
197,0.002,0.,0.002
198,0.002,0.,0.002
199,0.002,0.,0.002
200,0.002,0.,0.003
201,0.002,0.,0.002
202,0.002,0.,0.002
203,0.002,0.,0.002
204,0.002,0.,0.002
205,0.002,0.,0.002
206,0.002,0.,0.002
207,0.002,0.,0.002
208,0.011,0.,0.011
209,0.002,0.,0.002
210,0.002,0.,0.002
211,0.002,0.,0.002
212,0.002,0.,0.002
213,0.002,0.,0.002
214,0.002,0.,0.002
215,0.003,0.,0.003
216,0.002,0.,0.002
217,0.002,0.,0.002
218,0.002,0.,0.002
219,0.002,0.,0.002
220,0.002,0.,0.002
221,0.002,0.,0.002
222,0.002,0.,0.002
223,0.002,0.,0.002
224,0.002,0.,0.002
225,0.002,0.,0.002
226,0.002,0.,0.002
227,0.002,0.,0.002
228,0.002,0.,0.002
229,0.003,0.,0.003
230,0.002,0.,0.002
231,0.002,0.,0.002
232,0.002,0.,0.002
233,0.002,0.,0.002
234,0.002,0.,0.002
235,0.002,0.,0.002
236,0.007,0.,0.007
237,0.002,0.,0.002
238,0.002,0.,0.002
239,0.002,0.,0.002
240,0.002,0.,0.002
241,0.002,0.,0.002
242,0.003,0.,0.003
243,0.002,0.,0.002
244,0.002,0.,0.002
245,0.002,0.,0.002
246,0.002,0.,0.002
247,0.002,0.,0.002
248,0.002,0.,0.002
249,0.009,0.,0.009
250,0.002,0.,0.002
251,0.002,0.,0.002
252,0.002,0.,0.002
253,0.002,0.,0.002
254,0.002,0.,0.002
255,0.002,0.,0.002
256,0.002,0.,0.002
257,0.002,0.,0.002
258,0.002,0.,0.002
259,0.003,0.,0.003
260,0.002,0.,0.002
261,0.003,0.,0.003
262,0.002,0.,0.002
263,0.003,0.,0.003
264,0.003,0.,0.003
265,0.003,0.,0.003
266,0.003,0.,0.003
267,0.06,0.,0.06
268,0.003,0.,0.003
269,0.003,0.,0.003
270,0.003,0.,0.003
271,0.003,0.,0.003
272,0.003,0.,0.003
273,0.003,0.,0.003
274,0.003,0.,0.003
275,0.003,0.,0.003
276,0.003,0.,0.003
277,0.003,0.,0.003
278,0.032,0.,0.032
279,0.003,0.,0.003
280,0.003,0.,0.003
281,0.003,0.,0.003
282,0.003,0.,0.003
283,0.003,0.,0.003
284,0.003,0.,0.003
285,0.003,0.,0.003
286,0.003,0.,0.003
287,0.003,0.,0.003
288,0.003,0.,0.003
289,0.013,0.,0.013
290,0.003,0.,0.003
291,0.003,0.,0.003
292,0.003,0.,0.003
293,0.003,0.,0.003
294,0.003,0.,0.003
295,0.004,0.,0.004
296,0.003,0.,0.003
297,0.003,0.,0.003
298,0.003,0.,0.003
299,0.003,0.,0.003
300,0.003,0.,0.003
301,0.003,0.,0.003
302,0.003,0.,0.003
303,0.003,0.,0.003
304,0.003,0.,0.003
305,0.004,0.,0.004
306,0.003,0.,0.003
307,0.003,0.,0.003
308,0.003,0.,0.003
309,0.003,0.,0.003
310,0.003,0.,0.003
311,0.003,0.,0.003
312,0.003,0.,0.003
313,0.003,0.,0.003
314,0.003,0.,0.003
315,0.004,0.,0.004
316,0.003,0.,0.003
317,0.003,0.,0.003
318,0.003,0.,0.003
319,0.003,0.,0.003
320,0.004,0.,0.004
321,0.003,0.,0.003
322,0.003,0.,0.003
323,0.003,0.,0.003
324,0.003,0.,0.003
325,0.004,0.,0.004
326,0.003,0.,0.003
327,0.003,0.,0.003
328,0.003,0.,0.003
329,0.003,0.,0.003
330,0.003,0.,0.003
331,0.003,0.,0.003
332,0.003,0.,0.003
333,0.003,0.,0.003
334,0.003,0.,0.003
335,0.004,0.,0.004
336,0.003,0.,0.003
337,0.003,0.,0.003
338,0.003,0.,0.003
339,0.003,0.,0.003
340,0.003,0.,0.003
341,0.003,0.,0.003
342,0.003,0.,0.003
343,0.003,0.,0.003
344,0.004,0.,0.004
345,0.004,0.,0.004
346,0.003,0.,0.003
347,0.004,0.,0.004
348,0.004,0.,0.004
349,0.004,0.,0.004
350,0.004,0.,0.004
351,0.004,0.,0.004
352,0.004,0.,0.004
353,0.004,0.,0.004
354,0.004,0.,0.004
355,0.004,0.,0.004
356,0.004,0.,0.004
357,0.004,0.,0.004
358,0.004,0.,0.004
359,0.004,0.,0.004
360,0.004,0.,0.004
361,0.004,0.,0.004
362,0.004,0.,0.004
363,0.004,0.,0.004
364,0.004,0.,0.004
365,0.004,0.,0.004
366,0.004,0.,0.004
367,0.004,0.,0.004
368,0.004,0.,0.004
369,0.004,0.,0.004
370,0.004,0.,0.004
371,0.004,0.,0.004
372,0.004,0.,0.004
373,0.004,0.,0.004
374,0.004,0.,0.004
375,0.004,0.,0.004
376,0.004,0.,0.004
377,0.004,0.,0.004
378,0.004,0.,0.004
379,0.004,0.,0.004
380,0.004,0.,0.004
381,0.004,0.,0.004
382,0.004,0.,0.004
383,0.004,0.,0.004
384,0.004,0.,0.004
385,0.004,0.,0.004
386,0.004,0.,0.004
387,0.004,0.,0.004
388,0.004,0.,0.004
389,0.004,0.,0.004
390,0.004,0.,0.004
391,0.004,0.,0.004
392,0.004,0.,0.004
393,0.004,0.,0.004
394,0.004,0.,0.004
395,0.004,0.,0.004
396,0.004,0.,0.004
397,0.004,0.,0.004
398,0.004,0.,0.004
399,0.004,0.,0.004
400,0.004,0.,0.004
401,0.004,0.,0.004
402,0.004,0.,0.004
403,0.004,0.,0.004
404,0.004,0.,0.004
405,0.004,0.,0.004
406,0.004,0.,0.004
407,0.004,0.,0.004
408,0.004,0.,0.004
409,0.004,0.,0.004
410,0.004,0.,0.004
411,0.005,0.,0.005
412,0.004,0.,0.004
413,0.004,0.,0.004
414,0.004,0.,0.004
415,0.005,0.,0.005
416,0.004,0.,0.004
417,0.004,0.,0.004
418,0.004,0.,0.004
419,0.005,0.,0.005
420,0.004,0.,0.004
421,0.004,0.,0.004
422,0.004,0.,0.004
423,0.004,0.,0.004
424,0.004,0.,0.004
425,0.004,0.,0.004
426,0.004,0.,0.004
427,0.004,0.,0.004
428,0.004,0.,0.004
429,0.004,0.,0.004
430,0.005,0.,0.005
431,0.004,0.,0.004
432,0.004,0.,0.004
433,0.004,0.,0.004
434,0.005,0.,0.005
435,0.004,0.,0.004
436,0.004,0.,0.004
437,0.005,0.,0.005
438,0.005,0.,0.005
439,0.005,0.,0.005
440,0.005,0.,0.005
441,0.005,0.,0.005
442,0.005,0.,0.005
443,0.005,0.,0.005
444,0.005,0.,0.005
445,0.005,0.,0.005
446,0.005,0.,0.005
447,0.005,0.,0.005
448,0.005,0.,0.005
449,0.005,0.,0.005
450,0.005,0.,0.005
451,0.005,0.,0.005
452,0.005,0.,0.005
453,0.005,0.,0.005
454,0.005,0.,0.005
455,0.005,0.,0.005
456,0.005,0.,0.005
457,0.005,0.,0.005
458,0.005,0.,0.005
459,0.005,0.,0.005
460,0.005,0.,0.005
461,0.005,0.,0.005
462,0.005,0.,0.005
463,0.005,0.,0.005
464,0.005,0.,0.005
465,0.005,0.,0.005
466,0.005,0.,0.005
467,0.005,0.,0.005
468,0.005,0.,0.005
469,0.005,0.,0.005
470,0.005,0.,0.005
471,0.005,0.,0.005
472,0.005,0.,0.005
473,0.005,0.,0.005
474,0.005,0.002,0.002
475,0.005,0.,0.005
476,0.006,0.,0.006
477,0.005,0.,0.005
478,0.005,0.,0.005
479,0.005,0.,0.005
480,0.005,0.,0.005
481,0.005,0.,0.005
482,0.005,0.,0.005
483,0.006,0.,0.006
484,0.005,0.,0.005
485,0.005,0.,0.005
486,0.005,0.,0.005
487,0.005,0.,0.005
488,0.005,0.,0.005
489,0.006,0.,0.006
490,0.005,0.,0.005
491,0.005,0.,0.005
492,0.005,0.,0.005
493,0.006,0.,0.006
494,0.005,0.,0.005
495,0.005,0.,0.005
496,0.007,0.,0.007
497,0.005,0.,0.005
498,0.005,0.,0.005
499,0.005,0.,0.005
500,0.005,0.,0.005
600,0.01,0.,0.009
800,0.013,0.009,0.004
1000,0.011,0.,0.011
1200,0.028,0.,0.028
1400,0.017,0.,0.017
1600,0.019,0.,0.019
1800,0.024,0.,0.024
2000,0.029,0.,0.029
2200,0.027,0.,0.027
2400,0.028,0.,0.028
2600,0.033,0.,0.033
2800,0.037,0.,0.037
3000,0.072,0.,0.072
3200,0.053,0.,0.053
3400,0.048,0.003,0.045
3600,0.057,0.,0.057
3800,0.057,0.,0.057
4000,0.123,0.,0.123
4200,0.087,0.,0.087
4400,0.069,0.,0.069
4600,0.072,0.,0.072
4800,0.099,0.,0.099
5000,0.097,0.,0.097
5200,0.081,0.,0.081
5400,0.091,0.,0.091
5600,0.094,0.,0.094
5800,0.094,0.,0.094
6000,0.085,0.,0.085
6200,0.087,0.,0.087
6400,0.087,0.,0.087
6600,0.096,0.,0.096
6800,0.098,0.,0.098
7000,0.1,0.,0.1
7200,0.104,0.,0.104
7400,0.109,0.,0.109
7600,0.118,0.,0.118
7800,0.129,0.,0.129
8000,0.141,0.,0.141
8200,0.151,0.,0.151
8400,0.16,0.,0.16
8600,0.149,0.,0.149
8800,0.149,0.,0.149
9000,0.152,0.,0.152
9200,0.159,0.,0.159
9400,0.171,0.,0.171
9600,0.173,0.,0.173
9800,0.176,0.,0.176
10000,0.176,0.,0.176
10200,0.18,0.,0.18
10400,0.186,0.,0.186
10600,0.185,0.,0.185
10800,0.188,0.,0.188
11000,0.188,0.,0.188
11200,0.2,0.,0.2
11400,0.205,0.,0.205
11600,0.208,0.,0.208
11800,0.209,0.,0.209
12000,0.216,0.,0.216
12200,0.214,0.,0.214
12400,0.222,0.,0.222
12600,0.223,0.,0.223
12800,0.21,0.,0.21
13000,0.205,0.,0.205
13200,0.209,0.,0.209
13400,0.204,0.,0.204
13600,0.218,0.,0.218
13800,0.222,0.,0.222
14000,0.232,0.,0.232
14200,0.237,0.,0.237
14400,0.242,0.,0.242
14600,0.257,0.,0.257
14800,0.257,0.,0.257
15000,0.275,0.,0.275
15200,0.29,0.,0.29
15400,0.296,0.,0.296
15600,0.315,0.,0.315
15800,0.327,0.,0.327
16000,0.341,0.,0.341
16200,0.366,0.,0.366
16400,0.379,0.,0.379
16600,0.399,0.,0.399
16800,0.426,0.,0.426
17000,0.421,0.,0.421
17200,0.414,0.,0.414
17400,0.404,0.,0.404
17600,0.383,0.,0.383
17800,0.376,0.,0.376
18000,0.364,0.,0.364
18200,0.363,0.,0.363
18400,0.362,0.,0.362
18600,0.36,0.,0.36
18800,0.365,0.,0.365
19000,0.377,0.,0.377
19200,0.375,0.,0.375
19400,0.389,0.,0.389
19600,0.394,0.,0.394
19800,0.405,0.,0.405
20000,0.411,0.,0.411
