param-n,abstract-regression-quadratic-real,abstract-regression-quadratic-sys,abstract-regression-quadratic-user,close-abstract-regression-quadratic-real,close-abstract-regression-quadratic-sys,close-abstract-regression-quadratic-user,ssr-rewrite!-regression-quadratic-real,ssr-rewrite!-regression-quadratic-sys,ssr-rewrite!-regression-quadratic-user,ssr-rewrite?-noop-regression-linear-real,ssr-rewrite?-noop-regression-linear-sys,ssr-rewrite?-noop-regression-linear-user
28,0.008,0.,0.008,0.003,0.,0.003,0.004,0.,0.004,0.,0.,0.
29,0.009,0.,0.009,0.003,0.,0.003,0.004,0.,0.004,0.,0.,0.
30,0.009,0.,0.009,0.003,0.,0.003,0.004,0.,0.004,0.,0.,0.
31,0.01,0.,0.01,0.004,0.,0.004,0.006,0.,0.006,0.,0.,0.
32,0.01,0.,0.01,0.004,0.,0.004,0.005,0.,0.005,0.,0.,0.
33,0.011,0.,0.011,0.004,0.,0.004,0.006,0.,0.006,0.,0.,0.
34,0.011,0.,0.011,0.004,0.,0.004,0.006,0.,0.006,0.,0.,0.
35,0.012,0.,0.012,0.005,0.,0.005,0.006,0.,0.006,0.,0.,0.
36,0.012,0.,0.012,0.005,0.,0.005,0.006,0.,0.006,0.,0.,0.
37,0.013,0.,0.013,0.005,0.,0.005,0.006,0.,0.006,0.,0.,0.
38,0.017,0.,0.017,0.006,0.,0.006,0.011,0.,0.011,0.,0.,0.
39,0.014,0.,0.014,0.006,0.,0.006,0.007,0.,0.007,0.,0.,0.
40,0.016,0.,0.016,0.006,0.,0.006,0.009,0.,0.009,0.,0.,0.
41,0.015,0.,0.015,0.007,0.,0.007,0.008,0.,0.008,0.,0.,0.
42,0.023,0.,0.023,0.006,0.,0.006,0.016,0.,0.016,0.,0.,0.
43,0.017,0.,0.017,0.007,0.,0.007,0.008,0.,0.008,0.,0.,0.
44,0.017,0.,0.017,0.007,0.,0.007,0.009,0.,0.009,0.,0.,0.
45,0.018,0.,0.018,0.008,0.,0.008,0.009,0.,0.009,0.,0.,0.
46,0.019,0.,0.019,0.008,0.,0.008,0.01,0.,0.01,0.,0.,0.
47,0.083,0.,0.083,0.072,0.,0.072,0.01,0.,0.01,0.,0.,0.
48,0.02,0.,0.02,0.009,0.,0.009,0.01,0.,0.01,0.,0.,0.
49,0.022,0.,0.022,0.009,0.,0.009,0.012,0.,0.012,0.,0.,0.
50,0.031,0.005,0.026,0.013,0.002,0.011,0.016,0.003,0.013,0.,0.,0.
51,0.055,0.,0.055,0.043,0.,0.043,0.011,0.,0.011,0.,0.,0.
52,0.023,0.,0.023,0.01,0.,0.01,0.012,0.,0.012,0.,0.,0.
53,0.024,0.,0.024,0.01,0.,0.01,0.013,0.,0.013,0.,0.,0.
54,0.038,0.,0.038,0.011,0.,0.011,0.025,0.,0.025,0.,0.,0.
55,0.026,0.,0.025,0.012,0.,0.012,0.013,0.,0.012,0.,0.,0.
56,0.026,0.,0.026,0.012,0.,0.012,0.014,0.,0.014,0.,0.,0.
57,0.029,0.,0.029,0.014,0.,0.014,0.014,0.,0.014,0.,0.,0.
58,0.028,0.,0.028,0.013,0.,0.013,0.014,0.,0.014,0.,0.,0.
59,0.029,0.,0.029,0.013,0.,0.013,0.015,0.,0.015,0.,0.,0.
60,0.03,0.,0.03,0.013,0.,0.013,0.016,0.,0.016,0.,0.,0.
61,0.037,0.,0.037,0.014,0.,0.014,0.022,0.,0.022,0.,0.,0.
62,0.032,0.,0.032,0.014,0.,0.014,0.016,0.,0.016,0.,0.,0.
63,0.095,0.,0.095,0.077,0.,0.077,0.017,0.,0.017,0.,0.,0.
64,0.035,0.,0.035,0.017,0.,0.017,0.017,0.,0.017,0.,0.,0.
65,0.066,0.,0.066,0.047,0.,0.047,0.018,0.,0.018,0.,0.,0.
66,0.037,0.,0.037,0.017,0.,0.017,0.018,0.,0.018,0.,0.,0.
67,0.049,0.,0.049,0.017,0.,0.017,0.031,0.,0.031,0.,0.,0.
68,0.039,0.,0.039,0.017,0.,0.017,0.021,0.,0.021,0.,0.,0.
69,0.04,0.,0.04,0.019,0.,0.019,0.02,0.,0.02,0.,0.,0.
70,0.04,0.,0.04,0.019,0.,0.019,0.02,0.,0.02,0.,0.,0.
71,0.043,0.,0.042,0.018,0.,0.018,0.024,0.,0.023,0.,0.,0.
72,0.044,0.,0.044,0.021,0.,0.021,0.022,0.,0.022,0.,0.,0.
73,0.044,0.,0.044,0.02,0.,0.02,0.022,0.,0.022,0.,0.,0.
74,0.048,0.,0.048,0.021,0.,0.021,0.026,0.,0.026,0.,0.,0.
75,0.047,0.,0.047,0.022,0.,0.022,0.023,0.,0.023,0.,0.,0.
76,0.05,0.,0.05,0.024,0.,0.024,0.025,0.,0.025,0.,0.,0.
77,0.048,0.,0.048,0.023,0.,0.023,0.024,0.,0.024,0.,0.,0.
78,0.05,0.,0.05,0.023,0.,0.023,0.026,0.,0.026,0.,0.,0.
79,0.053,0.001,0.051,0.022,0.,0.022,0.03,0.001,0.028,0.,0.,0.
80,0.054,0.,0.054,0.026,0.,0.026,0.027,0.,0.027,0.,0.,0.
81,0.056,0.,0.055,0.027,0.,0.026,0.028,0.,0.028,0.,0.,0.
82,0.057,0.,0.057,0.027,0.,0.027,0.028,0.,0.028,0.,0.,0.
83,0.056,0.,0.056,0.026,0.,0.026,0.029,0.,0.029,0.,0.,0.
84,0.057,0.,0.057,0.026,0.,0.026,0.03,0.,0.03,0.,0.,0.
85,0.058,0.,0.058,0.027,0.,0.027,0.03,0.,0.03,0.,0.,0.
86,0.061,0.,0.061,0.028,0.,0.028,0.032,0.,0.032,0.,0.,0.
87,0.062,0.,0.061,0.028,0.,0.028,0.032,0.,0.031,0.,0.,0.
88,0.064,0.,0.064,0.029,0.,0.029,0.033,0.,0.033,0.,0.,0.
89,0.065,0.,0.065,0.03,0.,0.03,0.034,0.,0.034,0.,0.,0.
90,0.065,0.,0.065,0.03,0.,0.03,0.034,0.,0.034,0.,0.,0.
91,0.067,0.,0.067,0.031,0.,0.031,0.035,0.,0.035,0.,0.,0.
92,0.069,0.,0.069,0.034,0.,0.034,0.034,0.,0.034,0.,0.,0.
93,0.072,0.,0.072,0.035,0.,0.035,0.036,0.,0.036,0.,0.,0.
94,0.073,0.,0.072,0.036,0.,0.035,0.036,0.,0.036,0.,0.,0.
95,0.074,0.,0.074,0.035,0.,0.035,0.038,0.,0.038,0.,0.,0.
96,0.086,0.,0.086,0.037,0.,0.037,0.047,0.,0.047,0.,0.,0.
97,0.082,0.,0.082,0.038,0.,0.038,0.043,0.,0.043,0.,0.,0.
98,0.092,0.001,0.091,0.041,0.,0.041,0.05,0.,0.049,0.,0.,0.
99,0.083,0.,0.083,0.039,0.,0.039,0.043,0.,0.043,0.,0.,0.
100,0.132,0.005,0.126,0.04,0.001,0.038,0.091,0.004,0.087,0.,0.,0.
110,0.102,0.,0.102,0.053,0.,0.053,0.048,0.,0.048,0.,0.,0.
120,0.126,0.,0.124,0.061,0.,0.061,0.064,0.,0.062,0.,0.,0.
130,0.158,0.,0.157,0.078,0.,0.077,0.078,0.,0.078,0.,0.,0.
140,0.17,0.002,0.168,0.083,0.001,0.082,0.086,0.,0.085,0.,0.,0.
150,0.19,0.001,0.189,0.089,0.,0.089,0.1,0.001,0.099,0.,0.,0.
160,0.229,0.,0.228,0.105,0.,0.104,0.123,0.,0.123,0.,0.,0.
170,0.236,0.,0.236,0.11,0.,0.11,0.124,0.,0.124,0.,0.,0.
180,0.257,0.002,0.254,0.124,0.001,0.122,0.132,0.,0.131,0.,0.,0.
190,0.292,0.001,0.291,0.139,0.,0.139,0.151,0.001,0.15,0.,0.,0.
200,0.415,0.,0.414,0.157,0.,0.157,0.257,0.,0.256,0.,0.,0.
210,0.346,0.,0.346,0.161,0.,0.161,0.183,0.,0.183,0.,0.,0.
220,0.427,0.001,0.425,0.206,0.,0.205,0.219,0.,0.218,0.,0.,0.
230,0.454,0.002,0.452,0.211,0.001,0.209,0.24,0.,0.24,0.,0.,0.
240,0.453,0.002,0.45,0.211,0.,0.21,0.24,0.001,0.238,0.,0.,0.
250,0.618,0.003,0.614,0.25,0.002,0.248,0.367,0.001,0.365,0.,0.,0.
260,0.548,0.001,0.546,0.251,0.,0.251,0.295,0.,0.294,0.,0.,0.
270,0.614,0.,0.614,0.304,0.,0.304,0.308,0.,0.308,0.,0.,0.
280,0.67,0.,0.67,0.316,0.,0.316,0.352,0.,0.352,0.,0.,0.
290,0.657,0.,0.656,0.316,0.,0.315,0.339,0.,0.339,0.,0.,0.
300,0.8,0.005,0.794,0.334,0.004,0.329,0.464,0.,0.463,0.,0.,0.
310,0.815,0.,0.815,0.39,0.,0.39,0.418,0.,0.418,0.004,0.,0.004
320,0.825,0.,0.825,0.395,0.,0.395,0.428,0.,0.428,0.,0.,0.
330,0.892,0.,0.892,0.438,0.,0.438,0.451,0.,0.451,0.,0.,0.
340,0.948,0.,0.948,0.438,0.,0.438,0.508,0.,0.508,0.,0.,0.
350,0.968,0.005,0.963,0.458,0.003,0.455,0.509,0.001,0.507,0.,0.,0.
360,1.019,0.,1.019,0.487,0.,0.487,0.53,0.,0.53,0.,0.,0.
370,1.156,0.004,1.151,0.533,0.002,0.53,0.621,0.001,0.619,0.,0.,0.
380,1.152,0.,1.152,0.54,0.,0.54,0.61,0.,0.61,0.,0.,0.
390,1.287,0.,1.286,0.604,0.,0.604,0.681,0.,0.681,0.,0.,0.
400,1.314,0.008,1.306,0.601,0.003,0.598,0.712,0.005,0.707,0.,0.,0.
