param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.001,0.,0.001
2,0.,0.,0.,0.002,0.,0.002
3,0.,0.,0.,0.002,0.,0.002
4,0.,0.,0.,0.003,0.,0.003
5,0.,0.,0.,0.004,0.001,0.002
6,0.,0.,0.,0.005,0.001,0.004
7,0.,0.,0.,0.006,0.,0.005
8,0.,0.,0.,0.007,0.001,0.006
9,0.,0.,0.,0.047,0.007,0.039
10,0.,0.,0.,0.007,0.,0.007
11,0.,0.,0.,0.008,0.,0.008
12,0.,0.,0.,0.009,0.,0.009
13,0.,0.,0.,0.01,0.,0.009
14,0.,0.,0.,0.026,0.,0.026
15,0.,0.,0.,0.012,0.,0.012
16,0.,0.,0.,0.013,0.,0.013
17,0.,0.,0.,0.016,0.,0.016
18,0.001,0.,0.001,0.015,0.,0.015
19,0.001,0.,0.001,0.016,0.,0.016
20,0.001,0.,0.001,0.017,0.,0.017
21,0.001,0.,0.001,0.019,0.,0.019
22,0.001,0.,0.001,0.021,0.,0.021
23,0.001,0.,0.001,0.021,0.,0.021
24,0.001,0.,0.001,0.027,0.,0.027
25,0.001,0.,0.001,0.024,0.,0.024
26,0.001,0.,0.001,0.027,0.,0.027
27,0.001,0.,0.001,0.035,0.,0.035
28,0.001,0.,0.001,0.029,0.,0.029
29,0.001,0.,0.001,0.031,0.,0.031
30,0.001,0.,0.001,0.034,0.,0.033
31,0.001,0.,0.001,0.095,0.,0.095
32,0.001,0.,0.001,0.039,0.,0.039
33,0.001,0.,0.001,0.069,0.,0.069
34,0.002,0.,0.001,0.04,0.,0.04
35,0.018,0.,0.018,0.041,0.,0.04
36,0.001,0.,0.001,0.045,0.,0.044
37,0.001,0.,0.001,0.046,0.,0.046
38,0.001,0.,0.001,0.05,0.,0.05
39,0.001,0.,0.001,0.055,0.,0.055
40,0.001,0.,0.001,0.054,0.,0.054
41,0.002,0.,0.002,0.06,0.,0.06
42,0.002,0.,0.002,0.059,0.,0.059
43,0.002,0.,0.002,0.12,0.,0.12
44,0.002,0.,0.002,0.099,0.,0.099
45,0.002,0.,0.002,0.067,0.,0.067
46,0.002,0.,0.002,0.082,0.,0.081
47,0.002,0.,0.002,0.07,0.,0.07
48,0.002,0.,0.002,0.075,0.,0.075
49,0.002,0.,0.002,0.076,0.,0.076
50,0.002,0.,0.002,0.079,0.,0.079
51,0.002,0.,0.002,0.082,0.,0.082
52,0.003,0.,0.003,0.085,0.,0.085
53,0.003,0.,0.003,0.087,0.,0.087
54,0.002,0.,0.002,0.092,0.,0.091
55,0.002,0.,0.002,0.095,0.,0.095
56,0.002,0.,0.002,0.099,0.,0.098
57,0.002,0.,0.002,0.102,0.002,0.1
58,0.002,0.,0.002,0.105,0.,0.104
59,0.002,0.,0.002,0.111,0.,0.111
60,0.002,0.,0.002,0.113,0.,0.112
61,0.002,0.,0.002,0.117,0.,0.117
62,0.002,0.,0.002,0.135,0.,0.134
63,0.002,0.,0.002,0.123,0.,0.122
64,0.002,0.,0.002,0.126,0.,0.126
65,0.002,0.,0.002,0.141,0.,0.14
66,0.003,0.,0.003,0.136,0.,0.136
67,0.003,0.,0.003,0.147,0.,0.147
68,0.003,0.,0.003,0.142,0.,0.142
69,0.003,0.,0.003,0.156,0.,0.155
70,0.01,0.,0.01,0.15,0.002,0.148
71,0.003,0.,0.003,0.158,0.,0.157
72,0.003,0.,0.003,0.172,0.,0.171
73,0.003,0.,0.003,0.17,0.,0.17
74,0.003,0.,0.003,0.167,0.,0.167
75,0.003,0.,0.003,0.172,0.,0.171
76,0.003,0.,0.003,0.178,0.002,0.176
77,0.003,0.,0.003,0.179,0.,0.179
78,0.003,0.,0.003,0.19,0.,0.189
79,0.003,0.,0.003,0.191,0.,0.191
80,0.003,0.,0.003,0.196,0.,0.196
81,0.003,0.,0.003,0.198,0.,0.198
82,0.003,0.,0.003,0.199,0.,0.199
83,0.003,0.,0.003,0.222,0.,0.222
84,0.003,0.,0.003,0.226,0.,0.225
85,0.003,0.,0.003,0.22,0.,0.219
86,0.003,0.,0.003,0.236,0.002,0.233
87,0.003,0.,0.003,0.243,0.,0.243
88,0.003,0.,0.003,0.249,0.,0.249
89,0.003,0.,0.003,0.251,0.,0.251
90,0.003,0.,0.003,0.242,0.,0.242
91,0.003,0.,0.003,0.249,0.001,0.247
92,0.003,0.,0.003,0.264,0.,0.263
93,0.003,0.,0.003,0.257,0.,0.257
94,0.003,0.,0.003,0.263,0.,0.263
95,0.004,0.,0.004,0.28,0.,0.28
96,0.004,0.,0.004,0.296,0.,0.296
97,0.004,0.,0.004,0.3,0.,0.3
98,0.004,0.,0.004,0.308,0.,0.308
99,0.004,0.,0.004,0.311,0.,0.311
100,0.004,0.,0.004,0.309,0.,0.308
110,0.004,0.,0.004,0.654,0.012,0.641
120,0.004,0.,0.004,0.431,0.,0.43
130,0.005,0.,0.005,0.527,0.,0.526
140,0.005,0.,0.005,0.627,0.001,0.625
150,0.006,0.,0.006,0.685,0.004,0.681
160,0.006,0.,0.006,0.783,0.,0.783
170,0.007,0.,0.007,0.939,0.002,0.936
180,0.007,0.,0.007,0.985,0.001,0.984
190,0.007,0.,0.007,1.142,0.,1.142
200,0.008,0.,0.008,1.262,0.003,1.258
210,0.008,0.,0.008,1.409,0.,1.408
220,0.009,0.,0.009,1.49,0.001,1.489
230,0.009,0.,0.009,1.688,0.,1.687
240,0.01,0.,0.01,1.833,0.001,1.831
250,0.01,0.,0.01,1.978,0.001,1.976
260,0.01,0.,0.01,2.174,0.,2.174
270,0.01,0.,0.01,2.363,0.001,2.361
280,0.011,0.,0.011,2.532,0.,2.532
290,0.011,0.,0.011,2.726,0.,2.726
300,0.012,0.,0.012,2.916,0.,2.915
350,0.014,0.,0.014,4.054,0.,4.052
400,0.016,0.,0.016,5.439,0.008,5.43
450,0.017,0.,0.017,6.976,0.005,6.97
500,0.02,0.,0.02,8.844,0.,8.842
